DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI
8,,2022,Article,Automatic Target Detection from Satellite Imagery Using Machine Learning,"Object detection is a vital step in satellite imagery-based computer vision applications such as precision agriculture, urban planning and defense applications. In satellite imagery, object detection is a very complicated task due to various reasons including low pixel resolution of objects and detection of small objects in the large scale (a single satellite image taken by Digital Globe com-prises over 240 million pixels) satellite images. Object detection in satellite images has many challenges such as class variations, multiple objects pose, high variance in object size, illumination and a dense background. This study aims to compare the performance of existing deep learning algorithms for object detection in satellite imagery. We created the dataset of satellite imagery to perform object detection using convolutional neural network-based frameworks such as faster RCNN (faster region-based convolutional neural network), YOLO (you only look once), SSD (single-shot detector) and SIMRDWN (satellite imagery multiscale rapid detection with windowed networks). In addition to that, we also performed an analysis of these approaches in terms of accuracy and speed using the developed dataset of satellite imagery. The results showed that SIMRDWN has an accuracy of 97% on high-resolution images, while Faster RCNN has an accuracy of 95.31% on the standard resolution (1000 × 600). YOLOv3 has an accuracy of 94.20% on standard resolution (416 416) while on the other hand SSD has an accuracy of 84.61% on standard resolution (300 × 300). When it comes to speed and efficiency, YOLO is the obvious leader. In real-time surveillance, SIMRDWN fails. When YOLO takes 170 to 190 milliseconds to perform a task, SIMRDWN takes 5 to 103 milliseconds. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",Deep learning; Faster RCNN; Satellite images; SIMRDWN; SSD; YOLO,"Tahir A., Munawar H.S., Akram J., Adil M., Ali S., Kouzani A.Z., Pervez Mahmud M.A.",10.3390/s22031147
74,,2021,Article,Cloud detection using an ensemble of pixel-based machine learning models incorporating unsupervised classification,"Remote sensing imagery, such as that provided by the United States Geological Survey (USGS) Landsat satellites, has been widely used to study environmental protection, hazard analysis, and urban planning for decades. Clouds are a constant challenge for such imagery and, if not handled correctly, can cause a variety of issues for a wide range of remote sensing analyses. Typically, cloud mask algorithms use the entire image; in this study we present an ensemble of different pixel-based approaches to cloud pixel modeling. Based on four training subsets with a selection of different input features, 12 machine learning models were created. We evaluated these models using the cropped LC8-Biome cloud validation dataset. As a comparison, Fmask was also applied to the cropped scene Biome dataset. One goal of this research is to explore a machine learning modeling approach that uses as small a training data sample as possible but still provides an accurate model. Overall, the model trained on the sample subset (1.3% of the total training samples) that includes unsupervised Self-Organizing Map classification results as an input feature has the best performance. The approach achieves 98.57% overall accuracy, 1.18% cloud omission error, and 0.93% cloud commission error on the 88 cropped test images. By comparison to Fmask 4.0, this model improves the accuracy by 10.12% and reduces the cloud omission error by 6.39%. Furthermore, using an additional eight independent validation images that were not sampled in model training, the model trained on the second largest subset with an additional five features has the highest overall accuracy at 86.35%, with 12.48% cloud omission error and 7.96% cloud commission error. This model’s overall correctness increased by 3.26%, and the cloud omission error decreased by 1.28% compared to Fmask 4.0. The machine learning cloud classification models discussed in this paper could achieve very good performance utilizing only a small portion of the total training pixels available. We showed that a pixel-based cloud classification model, and that as each scene obviously has unique spectral characteristics, and having a small portion of example pixels from each of the sub-regions in a scene can improve the model accuracy significantly. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Cloud detection; Ensemble approaches; HOT; Landsat 8; Machine learning; NDSI; NDVI; Self organizing maps (SOM); Whitness,"Yu X., Lary D.J.",10.3390/rs13163289
92,,2021,Conference Paper,"Assessment of combining convolutional neural networks and object based image analysis to land cover classification using sentinel 2 satellite imagery (Tenes Region, Algeria)","Land cover maps can provide valuable information for various applications, such as territorial monitoring, environmental protection, urban planning and climate change prevention. In this purpose, remote sensing based on image classification approaches undergoing a high revolution can be dedicated to land cover mapping tasks. Similarly, deep learning models are considerably applied in remote sensing applications; which can automatically learn features from large amounts of data. Prevalently, the Convolutional Neural Network (CNN), have been increasingly performed in image classification. The aim of this study is to apply a new approach to analyse land cover, and extract its features. Experiments carried out on a coastal town located in north-western Algeria (Ténès region). The study area is chosen because of its importance as a part of the national strategy to combat natural hazards, specifically floods. As well as, a simple CNN model with two hidden layers was constructed, combined with an Object-Based Image Analysis (OBIA). In this regard, a Sentinel-2 image was used, to perform the classification, using spectral index combinations. Furthermore, to compare the performance of the proposed approach, an OBIA based on machines learning algorithms mainly Random Forest (RF) and Support Vector Machine (SVM), was provided. Results of accuracy assessment of classification showed good values in terms of Overall accuracy and Kappa Index, which reach to 93.1% and 0.91, respectively. As a comparison, CNN-OBIA approach outperformed OBIA based on RF algorithm. Therefore, Final land cover maps can be used as a support tool in regional and national decisions. © 2021 International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives. All rights reserved.",Convolutional neural networks (CNN); Land cover; Machine learning; Object based image analysis (OBIA); Sentinel-2; Ténès,"Zaabar N., Niculescu S., Mihoubi M.K.",10.5194/isprs-archives-XLIII-B3-2021-383-2021
113,1.0,2021,Article,A refined method of high-resolution remote sensing change detection based on machine learning for newly constructed building areas,"Automatic detection of newly constructed building areas (NCBAs) plays an important role in addressing issues of ecological environment monitoring, urban management, and urban planning. Compared with low-and-middle resolution remote sensing images, high-resolution remote sensing images are superior in spatial resolution and display of refined spatial details. Yet its problems of spectral heterogeneity and complexity have impeded research of change detection for high-resolution remote sensing images. As generalized machine learning (including deep learning) technologies proceed, the efficiency and accuracy of recognition for ground-object in remote sensing have been substantially improved, providing a new solution for change detection of high-resolution remote sensing images. To this end, this study proposes a refined NCBAs detection method consisting of four parts based on generalized machine learning: (1) pre-processing; (2) candidate NCBAs are obtained by means of bi-temporal building masks acquired by deep learning semantic segmentation, and then registered one by one; (3) rules and support vector machine (SVM) are jointly adopted for classification of NCBAs with high, medium and low confidence; and (4) the final vectors of NCBAs are obtained by post-processing. In addition, area-based and pixel-based methods are adopted for accuracy assessment. Firstly, the proposed method is applied to three groups of GF1 images covering the urban fringe areas of Jinan, whose experimental results are divided into three categories: high, high-medium, and high-medium-low confidence. The results show that NCBAs of high confidence share the highest F1 score and the best overall effect. Therefore, only NCBAs of high confidence are considered to be the final detection result by this method. Specifically, in NCBAs detection for three groups GF1 images in Jinan, the mean Recall of area-based and pixel-based assessment methods reach around 77% and 91%, respectively, the mean Pixel Accuracy (PA) 88% and 92%, and the mean F1 82% and 91%, confirming the effectiveness of this method on GF1. Similarly, the proposed method is applied to two groups of ZY302 images in Xi’an and Kunming. The scores of F1 for two groups of ZY302 images are also above 90% respectively, confirming the effectiveness of this method on ZY302. It can be concluded that adoption of area registration improves registration efficiency, and the joint use of prior rules and SVM classifier with probability features could avoid over and missing detection for NCBAs. In practical applications, this method is contributive to automatic NCBAs detection from high-resolution remote sensing images. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Areas registration; Change detection; Deep learning; High-resolution remote sensing; Newly constructed building areas; SVM,"Wang H., Qi J., Lei Y., Wu J., Li B., Jia Y.",10.3390/rs13081507
137,2.0,2021,Article,Use of deep learning models in street-level images to classify one-story unreinforced masonry buildings based on roof diaphragms,"In this paper, we explore the potential of convolutional neural networks to classify street-level imagery of one-story unreinforced masonry buildings (MURs) according to the flexibility of the roof diaphragm (rigid or flexible). This information is critical for vulnerability studies, disaster risk assessments, disaster management strategies, etc., and is of great relevance in cities where unreinforced masonry is the most common building typology or where the majority of the population resides in such buildings. Our contribution could be useful for local governments of cities in developing countries seeking to significantly reduce the number of deaths caused by disasters. Our research results indicate that VGG19 is the convolutional neural network architecture with the best performance, with an accuracy of 0.80, a precision of 0.88, and a recall of 0.84. The results are encouraging and could be used to reduce the amount of resources (both human and economic) for the development of detailed exposure models for unreinforced masonry buildings. © 2020 Elsevier Ltd",Convolutional neural networks; Deep learning; Diaphragm; Risk assessment; Seismic risk; Unreinforced masonry; Urban planning,"Rueda-Plata D., González D., Acevedo A.B., Duque J.C., Ramos-Pollán R.",10.1016/j.buildenv.2020.107517
158,,2021,Conference Paper,Development of a Methodology for Complex Monitoring of the Development of Urban and Suburban Areas Based on the Intellectual Analysis of Earth Remote Sensing Data and Geospatial Technologies,"Over the past half century, mankind is increasingly faced with the problems of rational use of the Earth’s territories and its resources without negative impact on the environment and the person himself. The organization of human life activity requires solving the issues of urban planning and the correct distribution of zones for the construction of industrial facilities, recreation, waste disposal zones, communications, routes, etc. Balanced planning is based on monitoring the current state of infrastructure and territory. This article proposes a methodology for integrated monitoring of the development of urban and suburban areas. It is proposed to use Earth remote sensing data as a basis for the study. The issues of collection, integration and intelligent processing of satellite images are considered. The definition and segmentation of objects in images to create digital maps is performed based on machine learning algorithms. © 2021, Springer Nature Switzerland AG.",Area monitoring; Intelligent analysis; Machine learning; Remote sensing data; Urban area,"Malikov V., Sadovnikova N., Parygin D., Aleshkevich A., Savina O.",10.1007/978-3-030-87034-8_29
283,,2020,Conference Paper,"Remote sensing and GIS approach for environmental green areas planning using Landsat satellite imagery, Dubai-UAE","Over the last decade, Dubai emirate witnessed a vast, rapidly growing population, that doubled since 2008. Nowadays, Dubai considers as the most populated emirate within the United Arab Emirates (UAE). With such an increasing population and new urban developments, sustainable urban planning procedures play an essential role in Dubai's environmental quality such as air quality, and pollution. Therefore, this study will utilize the Remote Sensing and Geographic Information system (GIS) to investigate Dubai's environmental quality by addressing and locating green areas and pollution percentages within each district. The study methodology is divided into three steps. First, Landsat Satellite medium spatial resolution and multi-spectral imagery will be used as an input for segmentation and object-based analysis. Considering the spectral and spatial signatures for green areas machine learning techniques will be adopted to select the most significant features to classify and extract green areas. Second, using environmental relational indices, green areas percentages will be quantitatively compared to Sentinel air quality data, such as NO2 and SO2, as well as the population density maps. Finally, GIS techniques will be used to create Dubai Environmental Critical Map (DECM), to locate districts with limited green areas and high pollution to improve environmental standards. The study results can be used as a measure for the municipality policymakers to ensure sustainable urban development for a healthy living. © 2020 SPIE",Dubai Environmental Vulnerability Map (DEVM); Geographic Information system (GIS); Remote Sensing,"Aldogom D., Mansoori S.A., AlMaazmi A., Nazzal T.",10.1117/12.2573904
285,70.0,2020,Article,Google Earth Engine Cloud Computing Platform for Remote Sensing Big Data Applications: A Comprehensive Review,"Remote sensing (RS) systems have been collecting massive volumes of datasets for decades, managing and analyzing of which are not practical using common software packages and desktop computing resources. In this regard, Google has developed a cloud computing platform, called Google Earth Engine (GEE), to effectively address the challenges of big data analysis. In particular, this platform facilitates processing big geo data over large areas and monitoring the environment for long periods of time. Although this platform was launched in 2010 and has proved its high potential for different applications, it has not been fully investigated and utilized for RS applications until recent years. Therefore, this study aims to comprehensively explore different aspects of the GEE platform, including its datasets, functions, advantages/limitations, and various applications. For this purpose, 450 journal articles published in 150 journals between January 2010 and May 2020 were studied. It was observed that Landsat and Sentinel datasets were extensively utilized by GEE users. Moreover, supervised machine learning algorithms, such as Random Forest, were more widely applied to image classification tasks. GEE has also been employed in a broad range of applications, such as Land Cover/land Use classification, hydrology, urban planning, natural disaster, climate analyses, and image processing. It was generally observed that the number of GEE publications have significantly increased during the past few years, and it is expected that GEE will be utilized by more users from different fields to resolve their big data processing challenges. © 2008-2012 IEEE.",Big data; cloud computing; Google Earth Engine (GEE); remote sensing (RS),"Amani M., Ghorbanian A., Ahmadi S.A., Kakooei M., Moghimi A., Mirmazloumi S.M., Moghaddam S.H.A., Mahdavi S., Ghahremanloo M., Parsian S., Wu Q., Brisco B.",10.1109/JSTARS.2020.3021052
289,4.0,2020,Article,A Self-Supervised Learning Framework for Road Centerline Extraction from High-Resolution Remote Sensing Images,"Road extraction from the high-resolution remote sensing image is significant for the land planning, vehicle navigation, etc. The existing road extraction methods normally need many preprocessing and subsequent optimization steps. Therefore, an automatic road centerline extraction method based on the self-supervised learning framework for high-resolution remote sensing image is proposed. This proposed method does not need to manually select training samples and other optimization steps, such as the nonroad area removing. First, the positive sample selection method combining the spectral and shape features is proposed to extract the road sample. Then, the one-class classifier framework is introduced and the random forest positive unlabeled learning classifier is constructed to get the posterior probability of the pixel belonging to road. The shape feature and the posterior probability are combined to form the final road network in the object-oriented way. Finally, the road centerline is obtained through the tensor voting algorithm. In order to verify the effectiveness of the proposed algorithm, high-resolution remote sensing images and benchmark datasets are used to do experiments. The indexes of the completeness ratio, the correctness ratio, and the detection quality are used for the quantitative accuracy evaluation. Compared with the supervised, the unsupervised, and the one-class classification road extraction algorithms, this proposed algorithm achieves high accuracy and efficiency. For the deep learning method comparison, the deep learning method performs well in most cases especially in the complex urban area. However, the deep learning method needs a large number of samples and a long training time, and our self-supervised learning framework does not need the training samples. © 2008-2012 IEEE.",High-resolution remote sensing image; one-class classifier; road centerline; road extraction; self-supervised learning,"Guo Q., Wang Z.",10.1109/JSTARS.2020.3014242
312,11.0,2019,Conference Paper,Mapping Urban Trees Within Cadastral Parcels Using an Object-Based Convolutional Neural Network,"Urban trees offer significant benefits for improving the sustainability and liveability of cities, but its monitoring is a major challenge for urban planners. Remote-sensing based technologies can effectively detect, monitor and quantify urban tree coverage as an alternative to field-based measurements. Automatic extraction of urban land cover features with high accuracy is a challenging task and it demands artificial intelligence workflows for efficiency and thematic quality. In this context, the objective of this research is to map urban tree coverage per cadastral parcel of Sandy Bay, Hobart from very high-resolution aerial orthophoto and LiDAR data using an Object Based Convolution Neural Network (CNN) approach. Instead of manual preparation of a large number of required training samples, automatically classified Object based image analysis (OBIA) output is used as an input samples to train CNN method. Also, CNN output is further refined and segmented using OBIA to assess the accuracy. The result shows 93.2% overall accuracy for refined CNN classification. Similarly, the overlay of improved CNN output with cadastral parcel layer shows that 21.5% of the study area is covered by trees. This research demonstrates that the accuracy of image classification can be improved by using a combination of OBIA and CNN methods. Such a combined method can be used where manual preparation of training samples for CNN is not preferred. Also, our results indicate that the technique can be implemented to calculate parcel level statistics for urban tree coverage that provides meaningful metrics to guide urban planning and land management practices. © 2019 Authors.",Cadastral Parcel; Convolutional Neural Network; GEOBIA; Machine Learning; Urban Trees,"Timilsina S., Sharma S.K., Aryal J.",10.5194/isprs-annals-IV-5-W2-111-2019
