DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI
2,,2022,Article,"Subjective or objective measures of street environment, which are more effective in explaining housing prices?","Houses with better street design are found to relate to a price premium. Prior studies mainly present the street quality using objective indicators like tree counts and distance to parks with land use data, or most recently using the greenery view index extracted from street view imagery (SVI). We argue objective indicators cannot completely describe people's sense of a place, as perception is a highly subjective process. We hypothesize that subjective measures using visual surveys could capture more subtle human perceptions, thus providing stronger predictive power to housing prices. However, the role of subjectively measured street design qualities is less known due to the lack of large-scale perception data. To test our hypothesis, we first collected designers’ perceptions on five urban design qualities from pairwise SVIs rankings in Shanghai with an online visual survey. Unlike the mainstream of using generic image features, we followed urban design theory and used rule-based features, i.e., about thirty streetscape elements extracted from SVIs to train machine learning (ML) models to predict subjective perceptions. The predictive power of five qualities versus ten selected individual streetscapes on housing price were compared using the hedonic price model. Besides the standard ordinary least squares (OLS), spatial regression and geographical weighted regression (GWR) were also developed to account for the spatial dependence and heterogeneity effects. We found both subjectively measured design qualities and objective indicators outperformed housing structural attributes in explaining housing price. While the objective view indexes collectively explained more price variances, the five perceptions individually exhibited stronger strength. Third, less-studied perceptions like “human scale” showed stronger strength than commonly studied “safety” and “enclosure”. Fourth, less-studied view indexes like “person” and “fence” outperformed ubiquitous features like trees and buildings. Lastly, prior studies might have resulted in biased estimations due to ignoring the multicollinear issues between the sky, tree and building views. Our study addressed the effectiveness of incorporating subjective perceptions at a micro level to infer housing prices. correlations between subjective perceptions were strong while that of objective indicators were negligible, therefore subjective perceptions can complement the objective indicators. The findings provide important reference to decision makers when selecting street quality indicators to infer urban design, city planning and community and housing development plans. © 2022 Elsevier B.V.",Human Perception; Property value; Street design qualities; Street view imagery; Subjective measures,"Qiu W., Zhang Z., Liu X., Li W., Li X., Xu X., Huang X.",10.1016/j.landurbplan.2022.104358
35,2.0,2021,Article,Mapping fine-scale visual quality distribution inside urban streets using mobile LiDAR data,"The visual quality of urban streets is of vital importance for establishing a satisfying and comfortable experience for the residents in an urban community. It also has positive effects on urban vibrancy, public health, and social connections in that community. Numerous studies have been conducted to evaluate the visual quality at the urban street level using street view images. However, the spatial distribution of fine-grained visual quality inside an urban street is rarely investigated. This study presents a new approach for the evaluation of visual quality inside urban streets using mobile LiDAR point clouds. The semantic information of urban streets was first extracted from mobile LiDAR point clouds with a Gradient Boosting classifier. After that, seven well-known key design elements, including the green space factor, sky view factor, enclosure rate, volume index, vehicle occurrence rate, motorization rate, and diversity, were calculated from the classified point clouds using a three-dimensional (3D) visibility model. Finally, the visual quality at 1 m grid resolution inside urban street was achieved automatically by using a random forest model which was trained based on perception samples. This approach has been validated on two study areas and the results indicated that the proposed approach is able to quantitatively examine the visual quality difference inside urban streets. The results generated by the proposed method also match well with the common sense of urban design experts, which are useful for architects and designers to develop best practices in the urban micro-renewal project and to refine the urban planning processes. © 2021 Elsevier Ltd",Fine-scale; Machine learning; Mobile LiDAR; Urban street; Visual quality,"Wu B., Yu B., Shu S., Liang H., Zhao Y., Wu J.",10.1016/j.buildenv.2021.108323
48,1.0,2021,Article,Assessing bikeability with street view imagery and computer vision,"Studies evaluating bikeability usually compute spatial indicators shaping cycling conditions and conflate them in a quantitative index. Much research involves site visits or conventional geospatial approaches, and few studies have leveraged street view imagery (SVI) for conducting virtual audits. These have assessed a limited range of aspects, and not all have been automated using computer vision (CV). Furthermore, studies have not yet zeroed in on gauging the usability of these technologies thoroughly. We investigate, with experiments at a fine spatial scale and across multiple geographies (Singapore and Tokyo), whether we can use SVI and CV to assess bikeability comprehensively. Extending related work, we develop an exhaustive index of bikeability composed of 34 indicators. The results suggest that SVI and CV are adequate to evaluate bikeability in cities comprehensively. As they outperformed non-SVI counterparts by a wide margin, SVI indicators are also found to be superior in assessing urban bikeability and potentially can be used independently, replacing traditional techniques. However, the paper exposes some limitations, suggesting that the best way forward is combining both SVI and non-SVI approaches. The new bikeability index presents a contribution in transportation and urban analytics, and it is scalable to assess cycling appeal widely. © 2021 Elsevier Ltd",Bicycles; Deep learning; GIS; Google Street View; OpenStreetMap; Urban planning,"Ito K., Biljecki F.",10.1016/j.trc.2021.103371
49,1.0,2021,Article,Modeling pedestrian emotion in high-density cities using visual exposure and machine learning: Tracking real-time physiology and psychology in Hong Kong,"People's mental health has been deteriorating as a result of urban living, which also causes disability, pain, or even death among metropolitan residents. Understanding the interaction between human emotions and the built environment is therefore essential for developing strategies towards a psychologically friendly and socially resilient environment. This study aims to model the pedestrian emotion in high-density urban areas of Hong Kong using machine learning based on environmental visual exposure, which is one of the most significant factors affecting emotions. Using ambulatory sensing and portable technologies, two-dimensional emotional data from 99 pedestrians are retrieved from coupled data with respect to wearable arousal, subjective report preference, and the location at a high spatiotemporal resolution (4 m). The visual environment is quantified by isovist and street view factors. This study examines the impact of visual exposures using two multiple linear regression (MLR) models and establishes a predictive model using random forest (RF) (N = 548). The MLR models have R2 values around 0.5 and suggest that in the high-density environment, exposure to more trees, visual volume, and drift magnitude can cause positive emotions. Conversely, areas with a view of sign symbols, object proportion, min-radial, and occlusivity can cause negative emotions. The resultant predictive model with nine visual exposure variables can explain 79% of the spatial variance of pedestrian emotion. Furthermore, the methodological framework provides opportunities for spatial, data-driven approaches to portable sensing and urban planning research. The findings are also applicable to optimize the infrastructure design of outdoor environments for more psychologically friendly experiences. © 2021 Elsevier Ltd",Ambulatory pedestrian emotion track; Deep learning; Environment perception; Isovist; Random forest; Street view,"Xiang L., Cai M., Ren C., Ng E.",10.1016/j.buildenv.2021.108273
51,5.0,2021,Review,Street view imagery in urban analytics and GIS: A review,"Street view imagery has rapidly ascended as an important data source for geospatial data collection and urban analytics, deriving insights and supporting informed decisions. Such surge has been mainly catalysed by the proliferation of large-scale imagery platforms, advances in computer vision and machine learning, and availability of computing resources. We screened more than 600 recent papers to provide a comprehensive systematic review of the state of the art of how street-level imagery is currently used in studies pertaining to the built environment. The main findings are that: (i) street view imagery is now clearly an entrenched component of urban analytics and GIScience; (ii) most of the research relies on data from Google Street View; and (iii) it is used across myriads of domains with numerous applications – ranging from analysing vegetation and transportation to health and socio-economic studies. A notable trend is crowdsourced street view imagery, facilitated by services such as Mapillary and KartaView, in some cases furthering geographical coverage and temporal granularity, at a permissive licence. © 2021 The Author(s)",Built environment; Deep learning; Ground-level; Remote sensing; Urban data science; Urban planning,"Biljecki F., Ito K.",10.1016/j.landurbplan.2021.104217
52,,2021,Article,Places for play: Understanding human perception of playability in cities using street view images and deep learning,"Play benefits childhood development and well-being, and is a key factor in sustainable city design. Though previous studies have examined the effects of various urban features on how much children play and where they play, such studies rely on quantitative measurements of play such as the precise location of play and the duration of play time, while people's subjective feelings regarding the playability of their environment are overlooked. In this study, we capture people's perception of place playability by employing Amazon Mechanical Turk (MTurk) to classify street view images. A deep learning model trained on the labelled data is then used to evaluate neighborhood playability for three U.S. cities: Boston, Seattle, and San Francisco. Finally, multivariate and geographically weighted regression models are used to explore how various urban features are associated with playability. We find that higher traffic speeds and crime rates are negatively associated with playability, while higher scores for perception of beauty are positively associated with playability. Interestingly, a place that is perceived as lively may not be playable. Our research provides helpful insights for urban planning focused on sustainable city growth and development, as well as for research focused on creating nourishing environments for child development. © 2021 Elsevier Ltd",Built environment; Deep learning; Human perception of place; Playability; Street view images,"Kruse J., Kang Y., Liu Y.-N., Zhang F., Gao S.",10.1016/j.compenvurbsys.2021.101693
86,,2021,Review,"Panoramic street-level imagery in data-driven urban research: A comprehensive global review of applications, techniques, and practical considerations","The release of Google Street View in 2007 inspired several new panoramic street-level imagery platforms including Apple Look Around, Bing StreetSide, Baidu Total View, Tencent Street View, Naver Street View, and Yandex Panorama. The ever-increasing global capture of cities in 360◦ provides considerable new opportunities for data-driven urban research. This paper provides the first comprehensive, state-of-the-art review on the use of street-level imagery for urban analysis in five research areas: built environment and land use; health and wellbeing; natural environment; urban modelling and demographic surveillance; and area quality and reputation. Panoramic street-level imagery provides advantages in comparison to remotely sensed imagery and conventional urban data sources, whether manual, automated, or machine learning data extraction techniques are applied. Key advantages include low-cost, rapid, high-resolution, and wide-scale data capture, enhanced safety through remote presence, and a unique pedestrian/vehicle point of view for analyzing cities at the scale and perspective in which they are experienced. However, several limitations are evident, including limited ability to capture attribute information, unreliability for temporal analyses, limited use for depth and distance analyses, and the role of corporations as image-data gatekeepers. Findings provide detailed insight for those interested in using panoramic street-level imagery for urban research. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Baidu; Computer vision; Google Street View; Panoramic; Street View; Street-level; Tencent; Urban data; Virtual audit; Visual analytics,"Cinnamon J., Jahiu L.",10.3390/ijgi10070471
154,,2021,Conference Paper,Urban Perception: Can We Understand Why a Street Is Safe?,"The importance of urban perception computing is relatively growing in machine learning, particularly in related areas to Urban Planning and Urban Computing. This field of study focuses on developing systems to analyze and map discriminant characteristics that might directly impact the city’s perception. In other words, it seeks to identify and extract discriminant components to define the behavior of a city’s perception. This work will perform a street-level analysis to understand safety perception based on the “visual components”. As our result, we present our experimental evaluation regarding the influence and impact of those visual components on the safety criteria and further discuss how to properly choose confidence on safe or unsafe measures concerning the perceptional scores on the city street levels analysis. © 2021, Springer Nature Switzerland AG.",ADE20K; Cityscape; Computer vision; Deep learning; Interpretability; LIME; Perception computing; Perception learning; Place pulse; Segmentation; Street view; Street-level imagery; Urban computing; Urban perception; Visual processing,"Moreno-Vera F., Lavi B., Poco J.",10.1007/978-3-030-89817-5_21
157,,2021,Article,From sonic experiences to urban planning innovations,"It is widely accepted that personal responses to soundscapes are more dependent on listeners’ emotions and attitudes, than on sounds or their physical features alone. Fast-growing cities have catalyzed the importance of designing urban spaces that citizens find pleasant and homely and that support a communal style of living. Unfortunately, there are no standardized methods or techniques to translate sonic experiences into measurable and reliable data, which urban planning professionals or the building industry could turn into innovations and solutions. Most of the data pertaining to noise pollution and city soundscapes is still based on predictive acoustic models and rarely takes any real-life experiences or physical measurements into consideration. This paper presents the concept of a smart and participatory approach for gathering sonic experiences that could be translated into measurable values. The aim is to search for data collection methods to provide data to train deep learning. With machine learning methods, it is possible to find patterns in both desirable and undesirable urban soundscapes. The aim of this concept is to create crowdsourced data collection methods and improve the understanding and communication between citizens and planning processes by producing more accurate and comparable experiential data. © 2021 Informa UK Limited, trading as Taylor & Francis Group.",crowdsourcing; smart cities; Soundscape research; tool support; urban planning,"Kaarivuo A., Salo K., Mikkonen T.",10.1080/09654313.2021.1988062
206,6.0,2020,Article,Predicting human perception of the urban environment in a spatiotemporal urban setting using locally acquired street view images and audio clips,"This study investigates people's perception of visual and auditory landscapes in a mixed-use urban environment. A set of audio and visual data is collected at different intervals during the day in local streets with the help of an audio recorder and camera setup. The High and Low-level features from the collected audio and visual datasets are captured with the help of custom Deep Learning (DL) models and other standard algorithms. The collected data is used in the perception survey, which included human subjects (n = 73). The evaluation of the individual perception is done with the help of eight and six auditory and visual perceptual attributes, respectively. The results from the survey are then studied in relation to the features extracted from algorithms. Finally, a street of 10 km length is chosen within the study area where a spatiotemporal street-level visual and auditory data is collected. Statistical analysis and Machine Learning modeling are performed in the surveyed dataset to predict the human perception of audio and visual scenes in the chosen street. The results helped in understanding specific audio and visual features that are related to individual perceptions. Further, these relationships are utilized to create prediction models, which helped in creating spatiotemporal visual and auditory perception maps. © 2020 Elsevier Ltd",Audio classification; Deep Learning; Environment perception; Perception mapping; Street-view,"Verma D., Jana A., Ramamritham K.",10.1016/j.buildenv.2020.107340
