Cluster,Group,SubGroup,TitleWords,NumPhrases,Key-phrases,NumDocs,DocIds
-1,-1,0,"['information', 'semantic', 'land']",25,"['level semantic information', 'land use information', 'semantic image classification', 'land use type', 'infrastructure information', 'detailed property information', 'video surveillance system', 'syntactic blueprint', 'social detection', 'similarity analysis', 'schema standardisation', 'residential plot', 'residential infill development', 'Pampulha region', 'object classification', 'Hough transform', 'geographical cluster', 'computer vision', 'cognitive perception', 'clustering', 'class', 'city similarity measurement', 'campus context', 'Beppu census ward', 'Automatic identification']",19,"[7, 15, 43, 95, 99, 126, 163, 180, 185, 197, 270, 276, 290, 365, 401, 413, 513, 535, 577]"
-1,-1,1,"['learning', 'machine', 'deep']",21,"['machine learning capability', 'machine learning approach', 'machine learning', 'extreme learning machine', 'deep learning approach', 'deep learning algorithm', 'deep learning', 'transfer learning technique', 'uncertainty analysis', 'several classifier', 'prediction', 'ML algorithms', 'maternal mental health', 'many application', 'knowledge discovery technique', 'Electronic health', 'decision support system', 'convolutional neural network', 'convolutional autoencoder', 'classification model', 'autoencoder']",22,"[7, 34, 95, 99, 147, 160, 163, 164, 180, 185, 204, 219, 241, 262, 263, 270, 286, 290, 318, 365, 397, 591]"
-1,-1,2,"['urban', 'network', 'street']",11,"['urban street network', 'urban place detection', 'urban morphology', 'urban morphological research', 'traffic road network', 'street functionality prediction', 'dense traffic network', 'Urban morphological feature', 'principal arterial road', 'edge computing', 'city feature extraction']",9,"[95, 126, 147, 163, 241, 270, 276, 413, 513]"
-1,-1,3,"['image', 'satellite', 'imagery']",11,"['satellite imagery', 'satellite image', 'RGB satellite image', 'street view image', 'image interpretation', 'image', 'georeferenced image', 'urban form indicator', 'shape', 'SAR ground object', 'architectural color icon']",10,"[99, 160, 180, 185, 204, 219, 290, 318, 402, 577]"
-1,0,0,"['data', 'spatial', 'footprint']",13,"['spatial data', 'footprint data', 'urban data', 'rooftop footprint', 'joint spatial score', 'usable floor area', 'semantic address matching', 'real estate search', 'neighborhood space form', 'neighborhood information', 'Geosilhouettes', 'geocoding', 'address record']",12,"[15, 126, 147, 160, 164, 185, 197, 204, 263, 286, 290, 401]"
-1,0,1,"['map', 'mapping', 'historical']",11,"['taxonomy mapping', 'historical topographic map', 'deprivation mapping', 'map', 'google map platform', 'decadal historical pattern', 'spatial information system', 'POI conflation', 'GIS workflow', 'GIS visualisation', 'diagrammatic image']",9,"[43, 197, 204, 270, 318, 402, 413, 513, 535]"
-1,0,2,"['data', 'racial', 'medium']",10,"['racial data', 'medium data processing', 'large dataset', 'high dimensional data', 'descriptive data', 'data quality', 'data', 'big data technology', 'empirical examination', 'appropriate attribute feature']",9,"[43, 126, 180, 276, 286, 365, 535, 577, 591]"
-1,1,0,"['urban', 'landscape', 'sustainable']",23,"['sustainable urban planning', 'sustainable urban development', 'urban study', 'urban space generation', 'urban poverty', 'landscape design', 'landscape conservation', 'digital landscape model', 'Starbucks coffee shop', 'slum', 'residential segregation', 'policy making', 'neighborhood average education', 'immigrant assimilation', 'housing inequality', 'historical preservation', 'GDP contribution', 'French neighbourhood', 'façade condition', 'Chinese author', 'building function', 'building', 'Brooklyn neighborhood']",17,"[7, 15, 34, 99, 126, 147, 164, 185, 219, 262, 276, 286, 318, 397, 402, 413, 513]"
-1,1,1,"['urban', 'environment', 'city']",14,"['urban visual environment', 'urban environment', 'complex urban environment', 'urban phenomenon', 'urban ecosystem', 'urban design', 'Shanghai city', 'open urban area', 'environmental evaluation', 'city', 'built environment factor', 'perceived walkability', 'Outdoor advertising', 'detected advertising object']",11,"[7, 34, 197, 219, 262, 276, 290, 397, 401, 577, 591]"
-1,1,2,"['urban', 'planning', 'development']",10,"['urban planning machine', 'urban planning', 'urban development classification', 'local urban planning', 'urban sprawl', 'urban policy', 'urban building', 'modern city planning', 'hotel development', 'city development']",16,"[7, 15, 43, 160, 163, 164, 180, 204, 241, 263, 286, 318, 365, 401, 535, 591]"
