Cluster,DocId,Cited by,Title,Author Keywords,Abstract,Year,Source title,Authors,DOI,Document Type,x,y
148,10,,Reconceptualizing urban heat island: Beyond the urban-rural dichotomy,Complex urban system; Environmental sustainability; Mitigation and adaptation; Networks; Urban heat island,"Past decades have seen drastically increasing research effort and progress on the study of the phenomenon of urban heat island (UHI). Despite its simplicity, this convenient concept has promoted significant advances in scientific research and policy making processes in the urban environmental community. Nevertheless, the oversimplification and inadequacy of the urban-rural dichotomy, inherited in the UHI concept, is increasingly manifest today in the continuously urbanized world. In this study, we conduct a holistic and in-depth survey of the inadequacy of the urban-rural dichotomy intrinsic to the definition of UHI, from theoretical, technical, and practical perspectives. In addition, in the light of recent research advances, we urge to radically reconceptualize UHI by proposing a novel paradigm by treating the total urban environment as a complex dynamic system. The new framework broadens the frontier of conventional urban environmental study by utilizing advanced techniques of complex systems and data sciences, including complex network theory, machine learning techniques, causal inference, etc. The reconceptualization of UHI is also expected to foster decision making and urban planning, and to avoid the one-sidedness of the singular and often too exclusive aim of heat mitigation. © 2021 Elsevier Ltd",2022,Sustainable Cities and Society,Wang Z.-H.,10.1016/j.scs.2021.103581,Review,9.8128051758,5.3619756699
148,13,,Designing Data Validation Framework for Crowd-Sourced Road Monitoring Applications,Crowd sourcing; Data validation; Machine learning; Naive Bayes,"With the wide availability of smartphone sensing and the Internet connections, mobile crowd sourcing (MCS) has become a promising paradigm for collecting opinions and providing services to the citizens. In the smart city context, crowd data, both in the form of their opinions and in the form of sensing data from their smartphones are very useful for scalable monitoring of resource demand and planning. Since these devices are portable, it is carried by almost every citizen, thus making them ubiquitous. However, the main bottleneck of such crowd intelligence-based services is data validation as opinions can be biased, influenced by some factors not relevant to the problem in focus. So, in this paper, a data validation framework utilizing machine learning techniques for mobile crowdsourcing applications is proposed. It is focused on MCS-based road monitoring applications. The idea of crowdsourced urban area road monitoring application(CURMA) presented in the paper is implemented and results show the crucial need for such data validation frameworks. © 2022, The Institution of Engineers (India).",2022,Journal of The Institution of Engineers (India): Series B,"Saha J., Roy S., Das T.K., Purkait K., Chowdhury C.",10.1007/s40031-022-00713-x,Article,10.1748094559,5.2234306335
148,15,,Automatic identification of addresses: A systematic literature review,Address geocoding; Address matching; Address parsing; Deep learning; Machine learning; Natural language processing,"Address matching continues to play a central role at various levels, through geocoding and data integration from different sources, with a view to promote activities such as urban planning, location-based services, and the construction of databases like those used in census operations. However, the task of address matching continues to face several challenges, such as non-standard or incomplete address records or addresses written in more complex languages. In order to better understand how current limitations can be overcome, this paper conducted a systematic literature review focused on automated approaches to address matching and their evolution across time. The Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines were followed, resulting in a final set of 41 papers published between 2002 and 2021, the great majority of which are after 2017, with Chinese authors leading the way. The main findings revealed a consistent move from more traditional approaches to deep learning methods based on semantics, encoder-decoder architectures, and attention mechanisms, as well as the very recent adoption of hybrid approaches making an increased use of spatial constraints and entities. The adoption of evolutionary-based approaches and privacy preserving methods stand as some of the research gaps to address in future studies. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2022,ISPRS International Journal of Geo-Information,"Cruz P., Vanneschi L., Painho M., Rita P.",10.3390/ijgi11010011,Review,9.8662261963,5.5635356903
148,16,,SNLRUX++ for Building Extraction from High-Resolution Remote Sensing Images,Building extraction; convolution neural network; deep learning; high-resolution image; remote sensing,"Building extraction plays an important role in high-resolution remote sensing image processing, which can be used as the basis for urban planning and demographic analysis. In recent years, many powerful general semantic segmentation models have emerged, but these models often perform poorly when transferred to remote sensing images because of the characteristics of remote sensing images. To this end, we propose a new deep learning network called Selective Nonlocal ResUNeXt++ (SNLRUX++) for building extraction. First, the cascaded multiscale feature fusion is proposed to transform the high-performance image classification network ResNeXt into the segmentation network ResUNeXt++. Second, selective nonlocal operation is designed to establish long-range dependencies while avoiding introducing excessive noise and computational effort. Finally, multiscale prediction is applied as deep supervision to accelerate training and convergence, and improves prediction performance of objects at different scales. The experimental results on two different remote sensing image datasets show the effectiveness and generalization ability of the proposed method. © 2008-2012 IEEE.",2022,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"Lei Y., Yu J., Chan S., Wu W., Liu X.",10.1109/JSTARS.2021.3135705,Article,10.1302042007,5.4022026062
148,32,,A machine learning-based approach for classifying tourists and locals using geotagged photos: the case of Tokyo,Big data; Classification; Flickr; Geotagged photos; Locals; Machine learning; Tokyo; Tourists,"In tourism-dependent cities, investigating the spatiotemporal distribution and dynamics of tourist flows is crucial for better urban planning in both steady and perturbed states. In recent years, researchers have started relying more on photo-based, geotagged social data, which offer insights about tourists, popular hotspots, and mobility patterns. However, distinguishing between tourists and locals from this data is problematic since residence information is often not provided. While previous studies rely on heuristic (e.g., period of stay) and probabilistic (Shannon entropy) approaches, this paper proposes a method for classifying tourists and residents based on machine learning (ML) algorithms and considering parameters that could explain the variability between the two (e.g., weather, mobility, and photo content). This approach was applied to Flickr users’ geotagged photos taken in Tokyo’s 23 special wards from July 2008 to December 2019. The results show that stacked ensemble (SE) models are superior to models based on five supervised-learning algorithms, including gradient boosting machine (GBM), generalized linear model (GLM), distributed random forest (DRF), deep learning (DL), and extremely randomized trees (XRT). Temporal entropy (TEN), mobility on workdays, and frequent visits to amusement venues and crowded places influenced how users were classified. While temporal distribution showed similar monthly/hourly patterns, spatial distribution varied. The proposed approach might pave the way for scholars to carry out future tourism research on different topics and subsequently support policymakers in the decision-making process, specifically in urban settings. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",2021,Information Technology and Tourism,"Derdouri A., Osaragi T.",10.1007/s40558-021-00208-3,Article,10.1116924286,5.112680912
148,34,,Identifying urban built environment factors in pregnancy care and maternal mental health outcomes,Built environment; Postpartum depression; Pregnancy care,"Backgrounds: Risk factors related to the built environment have been associated with women’s mental health and preventive care. This study sought to identify built environment factors that are associated with variations in prenatal care and subsequent pregnancy-related outcomes in an urban setting. Methods: In a retrospective observational study, we characterized the types and frequency of prenatal care events that are associated with the various built environment factors of the patients’ residing neighborhoods. In comparison to women living in higher-quality built environments, we hypothesize that women who reside in lower-quality built environments experience different patterns of clinical events that may increase the risk for adverse outcomes. Using machine learning, we performed pattern detection to characterize the variability in prenatal care concerning encounter types, clinical problems, and medication prescriptions. Structural equation modeling was used to test the associations among built environment, prenatal care variation, and pregnancy outcome. The main outcome is postpartum depression (PPD) diagnosis within 1 year following childbirth. The exposures were the quality of the built environment in the patients’ residing neighborhoods. Electronic health records (EHR) data of pregnant women (n = 8,949) who had live delivery at an urban academic medical center from 2015 to 2017 were included in the study. Results: We discovered prenatal care patterns that were summarized into three common types. Women who experienced the prenatal care pattern with the highest rates of PPD were more likely to reside in neighborhoods with homogeneous land use, lower walkability, lower air pollutant concentration, and lower retail floor ratios after adjusting for age, neighborhood average education level, marital status, and income inequality. Conclusions: In an urban setting, multi-purpose and walkable communities were found to be associated with a lower risk of PPD. Findings may inform urban design policies and provide awareness for care providers on the association of patients’ residing neighborhoods and healthy pregnancy. © 2021, The Author(s).",2021,BMC Pregnancy and Childbirth,"Zhang Y., Tayarani M., Wang S., Liu Y., Sharma M., Joly R., RoyChoudhury A., Hermann A., Gao O.H., Pathak J.",10.1186/s12884-021-04056-1,Article,9.8178806305,4.9262094498
148,35,2.0,Mapping fine-scale visual quality distribution inside urban streets using mobile LiDAR data,Fine-scale; Machine learning; Mobile LiDAR; Urban street; Visual quality,"The visual quality of urban streets is of vital importance for establishing a satisfying and comfortable experience for the residents in an urban community. It also has positive effects on urban vibrancy, public health, and social connections in that community. Numerous studies have been conducted to evaluate the visual quality at the urban street level using street view images. However, the spatial distribution of fine-grained visual quality inside an urban street is rarely investigated. This study presents a new approach for the evaluation of visual quality inside urban streets using mobile LiDAR point clouds. The semantic information of urban streets was first extracted from mobile LiDAR point clouds with a Gradient Boosting classifier. After that, seven well-known key design elements, including the green space factor, sky view factor, enclosure rate, volume index, vehicle occurrence rate, motorization rate, and diversity, were calculated from the classified point clouds using a three-dimensional (3D) visibility model. Finally, the visual quality at 1 m grid resolution inside urban street was achieved automatically by using a random forest model which was trained based on perception samples. This approach has been validated on two study areas and the results indicated that the proposed approach is able to quantitatively examine the visual quality difference inside urban streets. The results generated by the proposed method also match well with the common sense of urban design experts, which are useful for architects and designers to develop best practices in the urban micro-renewal project and to refine the urban planning processes. © 2021 Elsevier Ltd",2021,Building and Environment,"Wu B., Yu B., Shu S., Liang H., Zhao Y., Wu J.",10.1016/j.buildenv.2021.108323,Article,9.9862804413,5.0235209465
148,36,,Origin-Destination Matrix Estimation and Prediction from Socioeconomic Variables Using Automatic Feature Selection Procedure-Based Machine Learning Model,Artificial neural networks; Feature selection; Machine learning; Origin-destination (OD) matrix; Support vector machines; Urban transport planning,"The origin-destination (OD) demand matrix plays an essential role in travel modeling and transport planning. Traditional OD matrices are estimated from expensive and laborious traffic counts and surveys. Accordingly, this study proposes a new combined methodology to estimate or update OD matrices (urban mobility) directly from easy-to-obtain and free-of-charge socioeconomic variables. The Málaga region, Spain, was used as a case study. The proposed methodology involves two stages. First, an automatic feature selection procedure was developed to determine the most relevant socioeconomic variables, discarding the irrelevant ones. Several feature selection techniques were studied and combined. Second, machine learning (ML) models were used to estimate mobility between predefined zones. Artificial neural networks (ANNs) and support vector regression (SVR) were tested and compared using the most relevant variables as inputs. The experimental results show that the proposed combined model can be more accurate than traditional methods and ML models without the feature selection procedure. In particular, SVR with feature selection slightly outperformed the combined model using ANNs. The proposed methodology can be a promising and affordable alternative method for estimating OD matrices, reducing costs and lead time significantly, and assisting and improving urban transport planning. © 2021 American Society of Civil Engineers.",2021,Journal of Urban Planning and Development,"Rodríguez-Rueda P.J., Ruiz-Aguilar J.J., González-Enrique J., Turias I.",10.1061/(ASCE)UP.1943-5444.0000763,Article,10.1895685196,5.1179003716
148,37,2.0,GAN-Based Semisupervised Scene Classification of Remote Sensing Image,Gating unit; generative adversarial nets (GANs); remote sensing image (RSI); self-attention gating (SAG) module; semisupervised image classification,"With the advent of a large number of remote sensing images (RSIs), scene classification of RSI is widely applied to many fields such as urban planning, natural disaster detection, and environmental monitoring. Compared with the natural image field, the lack of labeled RSI is a bottleneck of supervised scene classification methods based on deep learning. Meanwhile, unsupervised scene classification is difficult to meet actual needs. To this end, we propose a novel semisupervised scene classification method for RSI using generative adversarial nets (GANs), in which a gating unit, a self-attention gating (SAG) module, and a pretrained Inception V3 branch are introduced into discriminative network to enhance the feature representation capability for facilitating semisupervised classification. To be specific, the gating unit aims to learn the weights of each feature map and capture the dependence relationship between features. The SAG module aims to capture a long-range dependence for adaptively focusing on important scene regions. The Inception V3 branch aims to extract the high-level semantic representation of input images and further enhance the discriminant ability by gating unit and SAG module. Furthermore, a new optimization term is incorporated into the generator loss to indirectly drive discriminator to correctly classify scene images. To verify the effectiveness of the proposed method, extensive experimental results on UC Merced and EuroSAT data sets demonstrate that the method surpasses most of the state-of-the-art semisupervised image classification methods significantly, especially when only few samples are tagged. © 2004-2012 IEEE.",2021,IEEE Geoscience and Remote Sensing Letters,"Guo D., Xia Y., Luo X.",10.1109/LGRS.2020.3014108,Article,10.0065670013,5.5075654984
148,39,,"High-resolution air temperature mapping in a data-scarce, arid area by means of low-cost mobile measurements and machine learning",,"The availability of gridded, screen-level air temperature data at an effective spatial and temporal resolution is important for many fields such as climatology, ecology, urban planning and design. This study aims at providing such data in a data-scarce, arid city within the greater Cairo region (Egypt), namely the Sixth of October, where, to our knowledge, no such data are available. By using (i) air temperature data, collected from mobile measurements, (ii) multiple spectral indices, (iii) spatial analysis techniques and (iv) random forest regression modelling, we produced air temperature maps (for both daytime and nighttime) at 30-m spatial resolution for the entire city. The proposed method is systematic and relies on low-cost instrumentation and freely-available satellite data and hence it can be replicated in similar data-scarce, arid areas to allow for better spatial and temporal monitoring of air temperature. © Content from this work may be used under the terms of the Creative Commons Attribution 3.0 Licence.",2021,Journal of Physics: Conference Series,"Eldesoky A.H.M., Colaninno N., Morello E.",10.1088/1742-6596/2042/1/012045,Conference Paper,9.7127447128,5.0748295784
