1-gram,1-gram-score,1-gram-freq,1-gram-docs,1-gram-clusters,2-gram,2-gram-score,2-gram-freq,2-gram-docs,2-gram-clusters,3-gram,3-gram-score,3-gram-freq,3-gram-docs,3-gram-clusters,N-gram,N-gram-score,N-gram-freq,N-gram-docs,N-gram-clusters
totora,0.0098147592,6,1,1,national park,0.0145888519,4,1,1,contemporary construction field,0.0281356429,2,1,1,contemporary construction field,0.0281356429,2,1,1
specie,0.0088593577,8,1,3,construction field,0.0109416389,3,1,1,outstanding universal value,0.0281356429,2,1,1,outstanding universal value,0.0281356429,2,1,1
astronomy,0.008178966000000001,5,1,1,recent study,0.0109416389,3,1,1,tour de force,0.014067821500000001,1,1,1,national park,0.0145888519,4,1,1
calendar,0.0078145599,6,2,2,spatial planning,0.0096068056,5,1,5,critical role astronomy,0.014067821500000001,1,1,1,tour de force,0.014067821500000001,1,1,1
bridge,0.0067834206,7,2,4,ancient people,0.0072944259,2,2,1,people merged idea,0.014067821500000001,1,1,1,critical role astronomy,0.014067821500000001,1,1,1
favelas,0.0065431728,4,1,1,urban afforestation,0.0072944259,2,1,1,understanding ancient culture,0.014067821500000001,1,1,1,people merged idea,0.014067821500000001,1,1,1
afforestation,0.0049073796,3,1,1,native specie,0.0072944259,2,1,1,architectural alignment study,0.014067821500000001,1,1,1,understanding ancient culture,0.014067821500000001,1,1,1
exit,0.0049073796,3,1,1,exotic specie,0.0072944259,2,1,1,explore new dimension,0.014067821500000001,1,1,1,architectural alignment study,0.014067821500000001,1,1,1
naturbanity,0.0049073796,3,1,1,building industry,0.0072944259,2,1,1,inhabit urban area,0.014067821500000001,1,1,1,explore new dimension,0.014067821500000001,1,1,1
park,0.004424094,11,1,13,contemporary construction,0.0072944259,2,1,1,significant environmental change,0.014067821500000001,1,1,1,inhabit urban area,0.014067821500000001,1,1,1
crisis,0.0041994898,6,1,7,intangible heritage,0.0072944259,2,2,1,economically poor people,0.014067821500000001,1,1,1,significant environmental change,0.014067821500000001,1,1,1
favela,0.0039072799,3,1,2,sustainable tourism,0.0072944259,2,2,1,replace community demand,0.014067821500000001,1,1,1,economically poor people,0.014067821500000001,1,1,1
volume,0.0034742774,6,2,9,suspension bridge,0.0072944259,2,1,1,serve multiple function,0.014067821500000001,1,1,1,replace community demand,0.014067821500000001,1,1,1
engineering,0.0034469601000000002,4,2,5,classic period,0.0072944259,2,1,1,many urban bridge,0.014067821500000001,1,1,1,serve multiple function,0.014067821500000001,1,1,1
architecture,0.0034308607000000002,23,6,22,vernacular architecture,0.0064819353,3,1,4,discusses several example,0.014067821500000001,1,1,1,many urban bridge,0.014067821500000001,1,1,1
material,0.0033336655,10,1,15,construction sector,0.0058078581,2,1,2,following available research,0.014067821500000001,1,1,1,discusses several example,0.014067821500000001,1,1,1
plant,0.0033222591,3,2,3,universal value,0.0058078581,2,1,2,available research method,0.014067821500000001,1,1,1,following available research,0.014067821500000001,1,1,1
handicraft,0.0032715864,2,1,1,river basin,0.0058078581,2,1,2,spectacular new implementation,0.014067821500000001,1,1,1,available research method,0.014067821500000001,1,1,1
bulrush,0.0032715864,2,1,1,took place,0.0049382716,2,1,3,wood construction field,0.014067821500000001,1,1,1,spectacular new implementation,0.014067821500000001,1,1,1
ecodevelopment,0.0032715864,2,1,1,main objective,0.0043212902,2,2,4,tall building structure,0.014067821500000001,1,1,1,wood construction field,0.014067821500000001,1,1,1
