cluster,doc_id,keywords,candidates
7,30,"['multiscale graph attention network', 'new traffic speed prediction framework', 'MS GATNs', 'temporal dependency vanquish problem', 'crucial urban data mining application']","[{'candidate': 'multiscale graph attention network', 'score': 0.7074436817013192}, {'candidate': 'new traffic speed prediction framework', 'score': 0.70223218698433}, {'candidate': 'Accurate traffic forecasting', 'score': 0.6638356325478403}, {'candidate': 'real world traffic data', 'score': 0.6568465803815191}, {'candidate': 'crucial urban data mining application', 'score': 0.6375956709009052}, {'candidate': 'complex nonstationary temporal dynamic', 'score': 0.6288442208137255}, {'candidate': 'traffic flow', 'score': 0.6210578370441809}, {'candidate': 'multistep prediction', 'score': 0.6147293004170968}, {'candidate': 'structured graph', 'score': 0.6119672480589393}, {'candidate': 'predefined graph structure', 'score': 0.6097187002319657}, {'candidate': 'neural architecture', 'score': 0.6078250916815953}, {'candidate': 'transportation scheduling', 'score': 0.6066967944517094}, {'candidate': 'temporal dependency vanquish problem', 'score': 0.6062410856714973}, {'candidate': 'incomplete graph connection', 'score': 0.6050586769230806}, {'candidate': 'dynamic and spatial dependency', 'score': 0.6041335197137184}, {'candidate': 'citywide network', 'score': 0.5987824091766714}, {'candidate': 'long term forecasting', 'score': 0.5973740201549835}, {'candidate': 'MS GATNs', 'score': 0.5969663496454602}, {'candidate': 'congestion warning', 'score': 0.5902157259644415}, {'candidate': 'multiheads attention mechanism', 'score': 0.5832129306706828}, {'candidate': 'dynamic spatialoral dependency', 'score': 0.5822091597538464}, {'candidate': 'spatial correlation', 'score': 0.5791756511393529}, {'candidate': 'spatial semantics', 'score': 0.5786521221608476}, {'candidate': 'temporal trend', 'score': 0.5780065406266901}, {'candidate': 'existing approach', 'score': 0.5714188601544006}, {'candidate': 'global perspective', 'score': 0.5712158520628551}, {'candidate': 'current model', 'score': 0.5693476240120906}, {'candidate': 'previous work', 'score': 0.5572796440668534}, {'candidate': 'significant effort', 'score': 0.5556845633642905}, {'candidate': 'wise geographical dependency', 'score': 0.5505839882426905}, {'candidate': 'long range', 'score': 0.5477935479772051}, {'candidate': 'genuine relation', 'score': 0.5470901203292159}, {'candidate': 'further capture', 'score': 0.5401355961134432}, {'candidate': 'art baseline', 'score': 0.5306825523633472}, {'candidate': 'key limitation', 'score': 0.504478643305449}]"
7,38,"['Support Vector Machine', 'particular traffic light assignment scenario', 'SUMO VEINS OMNeT', 'Connected Vehicles', 'microscopic traffic simulation']","[{'candidate': 'Support Vector Machine', 'score': 0.6432183003574831}, {'candidate': 'Traffic Optimization', 'score': 0.6406848506394021}, {'candidate': 'urban mobility scenario', 'score': 0.638040355706242}, {'candidate': 'microscopic traffic simulation', 'score': 0.6357746011212846}, {'candidate': 'SUMO VEINS OMNeT', 'score': 0.626410415917344}, {'candidate': 'particular traffic light assignment scenario', 'score': 0.6260037710263974}, {'candidate': 'Connected Vehicles', 'score': 0.6174863591670805}, {'candidate': 'Machine Learning', 'score': 0.6099589798198426}, {'candidate': 'communication protocol', 'score': 0.5819799827112463}, {'candidate': 'Emission Analysis', 'score': 0.576720385481311}, {'candidate': 'Urban Planning', 'score': 0.5766263203984012}, {'candidate': 'mobile network', 'score': 0.5696713380736995}, {'candidate': 'Python language', 'score': 0.5693653467424719}, {'candidate': 'classification model', 'score': 0.5674175946143504}, {'candidate': 'art algorithms', 'score': 0.5656014157389062}, {'candidate': 'communication channel', 'score': 0.5610968309652267}, {'candidate': 'Performance Evaluation', 'score': 0.5607892868276866}, {'candidate': 'Artificial Intelligence', 'score': 0.5533721269778978}, {'candidate': 'multiple field', 'score': 0.5465682121196123}, {'candidate': 'useful tool', 'score': 0.5331153309039938}, {'candidate': 'other hand', 'score': 0.5041479023144989}]"
7,63,"['traffic accident prediction', 'gated memory network', 'Convulsion and Hereto ConvLSTM', 'deep learning', 'large urban area']","[{'candidate': 'traffic accident prediction', 'score': 0.6806373418940949}, {'candidate': 'sparse traffic accident sample', 'score': 0.647653297548296}, {'candidate': 'deep learning prediction', 'score': 0.6387011140740017}, {'candidate': 'real time accident risk', 'score': 0.633777379265973}, {'candidate': 'road safety deployment', 'score': 0.6291285718282298}, {'candidate': 'real time traffic flow', 'score': 0.628761643425054}, {'candidate': 'gated memory network', 'score': 0.6230371615447994}, {'candidate': 'traffic accident', 'score': 0.6126099587267875}, {'candidate': 'deep learning', 'score': 0.6109728483330807}, {'candidate': 'neural network', 'score': 0.608177471605867}, {'candidate': 'Convulsion and Hereto ConvLSTM', 'score': 0.6002902203782632}, {'candidate': 'travel route planning', 'score': 0.5968025885733398}, {'candidate': 'real time weather', 'score': 0.5918802821761293}, {'candidate': 'public safety', 'score': 0.5819298467857317}, {'candidate': 'real data', 'score': 0.5799472009602149}, {'candidate': 'large urban area', 'score': 0.5783820127186959}, {'candidate': 'high accident risk', 'score': 0.5780173929893163}, {'candidate': 'inaccurate prediction result', 'score': 0.5583857519165402}, {'candidate': 'expansion problem', 'score': 0.5522311829587245}, {'candidate': 'multiple input', 'score': 0.5448244834731797}, {'candidate': 'above problem', 'score': 0.5344422095882915}, {'candidate': 'traditional machine', 'score': 0.5341894447132187}, {'candidate': 'hour level', 'score': 0.5336652001741323}, {'candidate': 'result show', 'score': 0.5201011551853183}, {'candidate': 'short period', 'score': 0.513354407894044}]"
7,155,"['smart city transportation system', 'GCNN model', 'evening peak traffic flow', 'forecasting morning', 'academic value']","[{'candidate': 'smart city transportation system', 'score': 0.6882938454008548}, {'candidate': 'urban transportation infrastructure data', 'score': 0.6658432276614947}, {'candidate': 'intelligent traffic scheduling', 'score': 0.643820410820764}, {'candidate': 'smart city', 'score': 0.640989040206505}, {'candidate': 'actual traffic flow data', 'score': 0.6386928580725162}, {'candidate': 'convolutional neural network', 'score': 0.6284489718410057}, {'candidate': 'intelligent transportation system', 'score': 0.6264095164255093}, {'candidate': 'intelligent transportation', 'score': 0.6255669028460629}, {'candidate': 'traffic data', 'score': 0.6234651957035517}, {'candidate': 'machine learning', 'score': 0.6166113572323155}, {'candidate': 'intelligent city', 'score': 0.616203985442124}, {'candidate': 'deep learning method', 'score': 0.6099536476723271}, {'candidate': 'evening peak traffic flow', 'score': 0.6084400477614846}, {'candidate': 'traffic volume', 'score': 0.6078732666010009}, {'candidate': 'actual traffic volume', 'score': 0.6072797709806889}, {'candidate': 'traffic flow', 'score': 0.6008087434288985}, {'candidate': 'prediction model', 'score': 0.6007542385765064}, {'candidate': 'big data', 'score': 0.5990857785254778}, {'candidate': 'forecasting morning', 'score': 0.5968240219158707}, {'candidate': 'urban planning', 'score': 0.59356385060957}, {'candidate': 'good implementation prospect', 'score': 0.5929015243823446}, {'candidate': 'GCNN model', 'score': 0.5925417989157791}, {'candidate': 'construction and development', 'score': 0.5857684060151335}, {'candidate': 'academic value', 'score': 0.5806407945675139}, {'candidate': 'passenger flow', 'score': 0.5781179591225861}, {'candidate': 'experimental result', 'score': 0.570448056888007}, {'candidate': 'related concept', 'score': 0.5624423300567781}, {'candidate': 'STGCN and DGCNN', 'score': 0.5607921191144158}, {'candidate': 'rich and valuable knowledge', 'score': 0.5581502026197891}, {'candidate': 'great significance', 'score': 0.5510788312845635}, {'candidate': 'extensive application', 'score': 0.5482943750878904}, {'candidate': 'other hidden feature', 'score': 0.5448177383640982}, {'candidate': 'time and space', 'score': 0.5426666523618258}, {'candidate': 'fault tolerance', 'score': 0.5383114712340158}, {'candidate': 'mechanical learning', 'score': 0.5336355986104863}, {'candidate': 'other model', 'score': 0.5318719598273922}, {'candidate': 'random section', 'score': 0.5305831227688398}, {'candidate': 'such problem', 'score': 0.5122000474704781}]"
7,209,"['traffic clustering problem', 'Didi Chuxing', 'QA and Brain', 'intelligent and efficient transportation system', 'average taxi stand location bias']","[{'candidate': 'traffic clustering problem', 'score': 0.6665037216534198}, {'candidate': 'traffic trajectory data', 'score': 0.6446377841790251}, {'candidate': 'urban taxi stand location', 'score': 0.6371701145799604}, {'candidate': 'intelligent and efficient transportation system', 'score': 0.6358501692363454}, {'candidate': 'average taxi stand location bias', 'score': 0.635730205987137}, {'candidate': 'intelligent transportation', 'score': 0.631430755065578}, {'candidate': 'urban traffic flow', 'score': 0.6313233602085531}, {'candidate': 'Clustering Algorithm', 'score': 0.6269380281689259}, {'candidate': 'cognitive computing', 'score': 0.625115282882562}, {'candidate': 'traditional clustering algorithm', 'score': 0.6237013923108083}, {'candidate': 'Didi Chuxing', 'score': 0.6225694667722919}, {'candidate': 'traffic congestion', 'score': 0.6184126255903393}, {'candidate': 'algorithm and K means algorithm', 'score': 0.614535604991591}, {'candidate': 'an and Chengdu', 'score': 0.6093018397013151}, {'candidate': 'machine learning', 'score': 0.6085734505703125}, {'candidate': 'QA algorithm', 'score': 0.6013622324821618}, {'candidate': 'Quantum Annealing', 'score': 0.6011681708586978}, {'candidate': 'local suboptimal solution and approach', 'score': 0.6000709881865185}, {'candidate': 'clustering result', 'score': 0.5996662054243806}, {'candidate': 'QA and Brain', 'score': 0.5996092129519865}, {'candidate': 'urbanization process', 'score': 0.5985225819982238}, {'candidate': 'hybrid architecture', 'score': 0.5880968459555915}, {'candidate': 'parking conflict', 'score': 0.5689493780335276}, {'candidate': 'search feedback', 'score': 0.5569059760387227}, {'candidate': 'final result', 'score': 0.5502733820720533}, {'candidate': 'tradition K means bias', 'score': 0.5493048378936205}, {'candidate': 'initial point', 'score': 0.5396973195625291}, {'candidate': 'K means', 'score': 0.5385473534281459}, {'candidate': 'other key problem', 'score': 0.5369104215934244}, {'candidate': 'recent year', 'score': 0.5295710170934689}, {'candidate': 'key issue', 'score': 0.5284177207320544}, {'candidate': 'poor robustness', 'score': 0.5166623838886546}]"
7,220,"['Accurate short term traffic flow prediction', 'DTO GBRT', 'dynamic spatial temporal feature optimization method', 'real world ERI', 'urban planning application']","[{'candidate': 'Accurate short term traffic flow prediction', 'score': 0.6790919851714817}, {'candidate': 'dynamic spatial temporal feature optimization method', 'score': 0.6778124938029686}, {'candidate': 'short term traffic flow prediction', 'score': 0.6647320258551851}, {'candidate': 'traffic flow prediction', 'score': 0.6534786808286712}, {'candidate': 'dynamic spatial temporal correlation', 'score': 0.6374983710601825}, {'candidate': 'urban traffic flow', 'score': 0.6243174253294175}, {'candidate': 'intelligent transportation system', 'score': 0.6185444115421257}, {'candidate': 'urban road network', 'score': 0.6093877876436602}, {'candidate': 'timely and adaptive prediction', 'score': 0.6011796422808809}, {'candidate': 'traffic flow', 'score': 0.6011763523410556}, {'candidate': 'real world ERI', 'score': 0.5973418107163313}, {'candidate': 'urban planning application', 'score': 0.5958457511670816}, {'candidate': 'traffic condition change', 'score': 0.5947428970075559}, {'candidate': 'big data', 'score': 0.591767146888213}, {'candidate': 'Pearson correlation coefficient', 'score': 0.5898988313654638}, {'candidate': 'training data', 'score': 0.5877657448925776}, {'candidate': 'transportation operation', 'score': 0.5873827106778546}, {'candidate': 'original training data', 'score': 0.5850914109668215}, {'candidate': 'DSTO GBRT method', 'score': 0.584443696835117}, {'candidate': 'DSTO SVM', 'score': 0.5816129444073272}, {'candidate': 'Electronic registration identification', 'score': 0.5791446433232375}, {'candidate': 'regression tree', 'score': 0.5779917894835667}, {'candidate': 'rush hour', 'score': 0.575811793368836}, {'candidate': 'principal component analysis', 'score': 0.5755108222451737}, {'candidate': 'DTO GBRT', 'score': 0.5646130738298305}, {'candidate': 'DSTO GBRT', 'score': 0.5635843613356619}, {'candidate': 'DSO GBRT', 'score': 0.5631436453530573}, {'candidate': 'DSTO BPNN', 'score': 0.5629319401250653}, {'candidate': 'upstream correlative point', 'score': 0.5615234220745162}, {'candidate': 'travel record', 'score': 0.5480166298194389}, {'candidate': 'current prediction point', 'score': 0.5472629528515056}, {'candidate': 'ST GBRT', 'score': 0.5471515263139513}, {'candidate': 'linear correlation', 'score': 0.544806915806862}, {'candidate': 'important basis', 'score': 0.5227402719970698}, {'candidate': 'result show', 'score': 0.5171048781336806}]"
7,240,"['taxi demand', 'deep sequence learning model', 'smart city', 'control air pollution problem', 'mobility data source']","[{'candidate': 'taxi demand', 'score': 0.6573210453842677}, {'candidate': 'vanilla LSTM model', 'score': 0.635974391408079}, {'candidate': 'taxi fleet', 'score': 0.6354489508265628}, {'candidate': 'machine learning technique', 'score': 0.6288948128442367}, {'candidate': 'urban mobility', 'score': 0.628813048534077}, {'candidate': 'deep sequence learning model', 'score': 0.6265702263394728}, {'candidate': 'smart city', 'score': 0.6255560639372146}, {'candidate': 'other taxis', 'score': 0.6192224001322577}, {'candidate': 'mobility data source', 'score': 0.6136979625673965}, {'candidate': 'real world dataset', 'score': 0.6131971723430332}, {'candidate': 'mobility data', 'score': 0.6125893242452495}, {'candidate': 'optimize traffic efficiency', 'score': 0.6020644467793951}, {'candidate': 'modern city', 'score': 0.6010859635914204}, {'candidate': 'control air pollution problem', 'score': 0.5970269898216778}, {'candidate': 'city planning', 'score': 0.59679128662804}, {'candidate': 'other mobility service', 'score': 0.5956575053082416}, {'candidate': 'urban area', 'score': 0.5955084527524465}, {'candidate': 'particular urban area', 'score': 0.5948589519042302}, {'candidate': 'Google Maps', 'score': 0.5914811361539307}, {'candidate': 'Symmetric Mean Absolute Percentage Error', 'score': 0.585140631978093}, {'candidate': 'passenger and driver', 'score': 0.5843789076132553}, {'candidate': 'IoT sensor', 'score': 0.5775556497587699}, {'candidate': 'passenger information', 'score': 0.5752204398845948}, {'candidate': 'large city', 'score': 0.5738748597254911}, {'candidate': 'neighborhood location', 'score': 0.5667754507865113}, {'candidate': 'vacant vehicle', 'score': 0.564606892251439}, {'candidate': 'Mean Squared Error', 'score': 0.5629012445671053}, {'candidate': 'energy consumption', 'score': 0.5615261228519209}, {'candidate': 'vital public service', 'score': 0.559479004609674}, {'candidate': 'proposed method', 'score': 0.5535609277191089}, {'candidate': 'help company', 'score': 0.5475771168803464}, {'candidate': 'external factor', 'score': 0.5382691081005986}, {'candidate': 'average error', 'score': 0.5370268880371291}, {'candidate': 'enough information', 'score': 0.5367734034595886}, {'candidate': 'baseline method', 'score': 0.53089282867386}, {'candidate': 'same area', 'score': 0.5302955283017785}, {'candidate': 'result show', 'score': 0.522789117047666}, {'candidate': 'wait time', 'score': 0.5196005739133357}, {'candidate': 'important role', 'score': 0.5039687314482332}]"
7,261,"['supervised machine learning approach', 'urban event', 'Hannover region', 'spatial and temporal impact', 'mobility service user']","[{'candidate': 'supervised machine learning approach', 'score': 0.6351244650460641}, {'candidate': 'real world event data', 'score': 0.6259626031433301}, {'candidate': 'Hannover region', 'score': 0.6199657922547619}, {'candidate': 'urban event', 'score': 0.6114179885934}, {'candidate': 'urban mobility', 'score': 0.601244325594708}, {'candidate': 'reliable supervised model', 'score': 0.5978226433648648}, {'candidate': 'event impact', 'score': 0.5975412037222774}, {'candidate': 'special event', 'score': 0.5905371636831865}, {'candidate': 'mobility and infrastructure', 'score': 0.5904952933793604}, {'candidate': 'spatial and temporal impact', 'score': 0.5846438503671256}, {'candidate': 'event context', 'score': 0.5803513749716418}, {'candidate': 'urban traffic', 'score': 0.5800361841741445}, {'candidate': 'urban planner', 'score': 0.5748577211409734}, {'candidate': 'historical data', 'score': 0.5710635481223756}, {'candidate': 'road traffic', 'score': 0.5668008042988258}, {'candidate': 'several venue', 'score': 0.5641862296051053}, {'candidate': 'football game', 'score': 0.5639343212943904}, {'candidate': 'reliable model', 'score': 0.5594755742433315}, {'candidate': 'evaluation result', 'score': 0.5554782283184686}, {'candidate': 'mobility service user', 'score': 0.5500247433908059}, {'candidate': 'superior capacity', 'score': 0.5433299658882045}, {'candidate': 'Large scale', 'score': 0.5307380603076896}, {'candidate': 'agnostic baseline', 'score': 0.5039019090859486}]"
7,300,"['overall city traffic system', 'Hyperledger Fabric blockchain', 'major priority', 'Edge Computing platform', 'research and development']","[{'candidate': 'overall city traffic system', 'score': 0.6617631704893663}, {'candidate': 'Hyperledger Fabric blockchain', 'score': 0.659256278725868}, {'candidate': 'Edge Computing platform', 'score': 0.6592542741834038}, {'candidate': 'traffic congestion anticipation', 'score': 0.6544521826362324}, {'candidate': 'traffic congestion', 'score': 0.6510828798736271}, {'candidate': 'traffic system', 'score': 0.6504710599615512}, {'candidate': 'future traffic clogging', 'score': 0.6461381706278982}, {'candidate': 'traffic load', 'score': 0.6342610702505804}, {'candidate': 'city infrastructure', 'score': 0.6314157437308445}, {'candidate': 'significant congestion', 'score': 0.6205934438214642}, {'candidate': 'efficient traffic', 'score': 0.6188760853061364}, {'candidate': 'city planning', 'score': 0.6131008555192244}, {'candidate': 'government infrastructure', 'score': 0.6113486748697254}, {'candidate': 'Urban planning', 'score': 0.6100436696199947}, {'candidate': 'vehicle detection', 'score': 0.600234443105482}, {'candidate': 'new communication infrastructure', 'score': 0.6000804456051857}, {'candidate': 'research and development', 'score': 0.5989482503314043}, {'candidate': 'security protocol', 'score': 0.5906871677884027}, {'candidate': 'expansion and modernization', 'score': 0.5893330664341296}, {'candidate': 'secure transaction', 'score': 0.5870213002194332}, {'candidate': 'system architecture', 'score': 0.585798067858005}, {'candidate': 'large scale implementation', 'score': 0.5843028352543009}, {'candidate': 'efficient system', 'score': 0.581536502020443}, {'candidate': 'efficient economy', 'score': 0.579408726470414}, {'candidate': 'permanent access control', 'score': 0.5737319487653056}, {'candidate': 'effective solution', 'score': 0.5691779397942311}, {'candidate': 'major priority', 'score': 0.5666960248752768}, {'candidate': 'real time', 'score': 0.5638333971819933}, {'candidate': 'costly investment', 'score': 0.5631305251698111}, {'candidate': 'major problem', 'score': 0.5629258813131715}, {'candidate': 'main reason', 'score': 0.5457172358341478}, {'candidate': 'native form', 'score': 0.5423490430039113}, {'candidate': 'massive change', 'score': 0.5411821276403238}]"
7,307,"['Accurate and reliable traffic flow forecasting', 'PSO ELM model', 'particle swarm optimization', ""Amsterdam's ring road"", 'experimental result']","[{'candidate': 'Accurate and reliable traffic flow forecasting', 'score': 0.6899679640871443}, {'candidate': 'traffic flow forecasting effect', 'score': 0.6841554435397044}, {'candidate': 'short term traffic flow forecasting', 'score': 0.6777559477065116}, {'candidate': 'traffic flow forecasting', 'score': 0.6708469227082521}, {'candidate': 'reasonable and robust forecasting model', 'score': 0.6585170585004867}, {'candidate': 'particle swarm optimization', 'score': 0.6493156055295808}, {'candidate': 'intelligent traffic management system', 'score': 0.646595558053628}, {'candidate': 'traffic flow data', 'score': 0.6404486221174507}, {'candidate': ""Amsterdam's ring road"", 'score': 0.6274923042459413}, {'candidate': 'PSO ELM model', 'score': 0.620950769692253}, {'candidate': 'urban planning and mitigation', 'score': 0.6083199531935888}, {'candidate': 'traffic flow', 'score': 0.6032396425436238}, {'candidate': 'experimental result', 'score': 0.6008344690906762}, {'candidate': 'traffic congestion', 'score': 0.5854376891409885}, {'candidate': 'global optimal solution', 'score': 0.575515678591421}, {'candidate': 'case study', 'score': 0.5727800628579331}, {'candidate': 'extreme learning machine', 'score': 0.5663879318478894}, {'candidate': 'highway A1', 'score': 0.5618199752701101}, {'candidate': 'nonlinear characteristic', 'score': 0.5542218471963465}, {'candidate': 'art model', 'score': 0.552501292103451}, {'candidate': 'nonlinear relationship', 'score': 0.5477901035132816}, {'candidate': 'challenging task', 'score': 0.5298061154597906}]"
