cluster,doc_id,keywords,candidates
24,11,"['future urban stormwater management model development', 'UAV image', 'green roofs and grass', 'urban blue green gray infrastructure classification', 'small catchment scale']","[{'candidate': 'future urban stormwater management model development', 'score': 0.6835677422821114}, {'candidate': 'urban blue green gray infrastructure classification', 'score': 0.6774543931775786}, {'candidate': 'blue green gray infrastructure classification', 'score': 0.649328251782707}, {'candidate': 'infrastructure classification framework', 'score': 0.6280965618040879}, {'candidate': 'unmanned aerial vehicle', 'score': 0.6244763736741309}, {'candidate': 'sustainable urban development', 'score': 0.6226816048250061}, {'candidate': 'UAV image', 'score': 0.6209079252192862}, {'candidate': 'machine learning algorithms', 'score': 0.6164726765174805}, {'candidate': 'sustainable urban planning', 'score': 0.6154902966534743}, {'candidate': 'green roofs and grass', 'score': 0.6090844320847607}, {'candidate': 'Green infrastructure', 'score': 0.6088247420531665}, {'candidate': 'machine learning algorithm', 'score': 0.6068241346564054}, {'candidate': 'green roofs', 'score': 0.5996781067170809}, {'candidate': 'support vector machine', 'score': 0.5976649490121229}, {'candidate': 'digital surface model', 'score': 0.5970580713801492}, {'candidate': 'classification and regression tree', 'score': 0.593059089682089}, {'candidate': 'model development', 'score': 0.5923772550604107}, {'candidate': 'classification accuracy', 'score': 0.5920181629502077}, {'candidate': 'infrared band and DSM information', 'score': 0.5885500608649474}, {'candidate': 'random forest', 'score': 0.5859058268188156}, {'candidate': 'mapping GI', 'score': 0.5842679715730963}, {'candidate': 'Science and Technology', 'score': 0.5811055495915203}, {'candidate': 'surface parameterization', 'score': 0.5807237535763925}, {'candidate': 'sampling method', 'score': 0.5806480027821199}, {'candidate': 'small catchment scale', 'score': 0.5763734113570478}, {'candidate': 'classification efficiency', 'score': 0.5756558932366693}, {'candidate': 'DJI Phantom', 'score': 0.5729913264806181}, {'candidate': 'classification method', 'score': 0.5727474112858318}, {'candidate': 'optimal sampling interval', 'score': 0.5727221236755515}, {'candidate': 'accurate mapping', 'score': 0.5715310608141377}, {'candidate': 'weather condition', 'score': 0.5697733359704411}, {'candidate': 'overcast day', 'score': 0.5697352028740033}, {'candidate': 'Bayes classifier', 'score': 0.561356493737265}, {'candidate': 'building and road', 'score': 0.5597816500027811}, {'candidate': 'neighbor classifier', 'score': 0.5593313952054959}, {'candidate': 'fuzzy classifier', 'score': 0.5575817785775594}, {'candidate': 'Southern University', 'score': 0.5567204221445969}, {'candidate': 'kappa coefficient', 'score': 0.5491040864028474}, {'candidate': 'accuracy and precision', 'score': 0.5472755336880272}, {'candidate': 'study case', 'score': 0.5429590197878422}, {'candidate': 'chessboard grid', 'score': 0.5370429941291132}, {'candidate': 'different image layer', 'score': 0.536741178397936}, {'candidate': 'winter day', 'score': 0.5303202571099997}, {'candidate': 'DSM layer', 'score': 0.5247996269237409}, {'candidate': 'bare land', 'score': 0.516315725272244}, {'candidate': 'red edge', 'score': 0.49706999163382104}]"
24,12,"['Unmanned Aircraft Systems', 'Large Eddy Simulation', 'dense urban space', 'neutral atmospheric boundary layer flow', 'Unanticipated wind gust']","[{'candidate': 'Unmanned Aircraft Systems', 'score': 0.6880941976546522}, {'candidate': 'Large Eddy Simulation', 'score': 0.6799730017267309}, {'candidate': 'Unmanned Aerial Vehicles', 'score': 0.6773667257576275}, {'candidate': 'coherent turbulent flow structure', 'score': 0.6699258240835899}, {'candidate': 'neutral atmospheric boundary layer flow', 'score': 0.6680950406268245}, {'candidate': 'UAS operation', 'score': 0.6618385043207672}, {'candidate': 'turbulent flow condition', 'score': 0.6464890347166576}, {'candidate': 'aerial infrastructure', 'score': 0.6413363658926442}, {'candidate': 'urban environment', 'score': 0.6384141496745875}, {'candidate': 'Unanticipated wind gust', 'score': 0.6320406847141283}, {'candidate': 'flow field', 'score': 0.6294379738887232}, {'candidate': 'dense urban space', 'score': 0.6213716452078188}, {'candidate': 'simplified urban setup', 'score': 0.6182338334838701}, {'candidate': 'safe wind', 'score': 0.6049641985784873}, {'candidate': 'various structure', 'score': 0.5994763277001525}, {'candidate': 'intrusive machine', 'score': 0.5867973716024599}, {'candidate': 'potential impact', 'score': 0.5818950160648948}, {'candidate': 'widespread adoption', 'score': 0.5801015960256115}, {'candidate': 'close proximity', 'score': 0.5783537538215479}, {'candidate': 'aware navigation system', 'score': 0.565685030448619}, {'candidate': 'significant challenge', 'score': 0.5580390860747482}, {'candidate': 'main concern', 'score': 0.5566925219064378}, {'candidate': 'first step', 'score': 0.5505534703545192}]"
24,24,"['geo informatics analysis', 'urban agenda', 'Si and Mn', 'micronutrient and trace nutrient', 'high altitude city']","[{'candidate': 'geo informatics analysis', 'score': 0.630666569387345}, {'candidate': 'urban planning decision', 'score': 0.6245793451014185}, {'candidate': 'soil sample', 'score': 0.6215961448898815}, {'candidate': 'ecological system quality', 'score': 0.6213695379746144}, {'candidate': 'micronutrient and trace nutrient', 'score': 0.6212698802248495}, {'candidate': 'urban agenda', 'score': 0.6109820690255013}, {'candidate': 'high altitude city', 'score': 0.6086962087947438}, {'candidate': 'multivariate analysis', 'score': 0.606067641118358}, {'candidate': 'machine learning', 'score': 0.6010849320788523}, {'candidate': 'machine learning method', 'score': 0.5991891823018388}, {'candidate': 'laboratory analysis', 'score': 0.5988090191231034}, {'candidate': 'population density', 'score': 0.5961481375990981}, {'candidate': 'anthropogenic factor', 'score': 0.5915280761022552}, {'candidate': 'Multivariate statistic', 'score': 0.5884326508781796}, {'candidate': 'field work', 'score': 0.5833532957391746}, {'candidate': 'Si and Mn', 'score': 0.583251458935817}, {'candidate': 'enrichment and contamination', 'score': 0.5810365343552404}, {'candidate': 'land use', 'score': 0.577639995375884}, {'candidate': 'spatial model', 'score': 0.5773994304708817}, {'candidate': 'concentration and distribution', 'score': 0.5742328523997139}, {'candidate': 'percentage R2', 'score': 0.5739421204665497}, {'candidate': 'road network', 'score': 0.5712862789486649}, {'candidate': 'spatial variation', 'score': 0.5704581268059503}, {'candidate': 'study model', 'score': 0.5693355494461801}, {'candidate': 'criterion and indicator', 'score': 0.5666953717606248}, {'candidate': 'output show', 'score': 0.5554181572255408}, {'candidate': '21st century', 'score': 0.5532456833576866}, {'candidate': 'moderate percentage', 'score': 0.5524957193388133}, {'candidate': 'fossil fuel vehicle', 'score': 0.5454546795242433}, {'candidate': 'Ni and Cr', 'score': 0.5420861363724285}, {'candidate': 'Li and Sr', 'score': 0.5365454893655988}, {'candidate': 'different dimension', 'score': 0.5261737581001867}]"
24,25,"['Wildfire risk', 'Chilean metropolitan area', 'principal component analysis', 'forestry government organization', 'geospatial data and satellite image']","[{'candidate': 'Wildfire risk', 'score': 0.6190990172475566}, {'candidate': 'Chilean metropolitan area', 'score': 0.6149502984492361}, {'candidate': 'severe and large wildfire', 'score': 0.61160369722733}, {'candidate': 'forestry plantation', 'score': 0.6081839374310107}, {'candidate': 'geospatial data and satellite image', 'score': 0.6064602541784043}, {'candidate': 'exotic forestry plantation', 'score': 0.604121361565435}, {'candidate': 'forest fire', 'score': 0.6000435616143032}, {'candidate': 'machine learning algorithm', 'score': 0.5927053389206971}, {'candidate': 'native forest', 'score': 0.5840154668427959}, {'candidate': 'fire occurrence', 'score': 0.583057609413006}, {'candidate': 'forestry government organization', 'score': 0.5806169425798393}, {'candidate': 'climate change', 'score': 0.5757453891204005}, {'candidate': 'fire hotspot', 'score': 0.5752664795625673}, {'candidate': 'moderate risk', 'score': 0.5740313985886804}, {'candidate': 'experimental scenario', 'score': 0.5736440634012059}, {'candidate': 'principal component analysis', 'score': 0.5722876414111308}, {'candidate': 'urban area', 'score': 0.5709784198615009}, {'candidate': 'Kohonen self', 'score': 0.5692850612505006}, {'candidate': 'anthropic biophysical factor', 'score': 0.5687641476435129}, {'candidate': 'metropolitan area', 'score': 0.5651578090065228}, {'candidate': 'human activity', 'score': 0.5610196558436558}, {'candidate': 'representative sample', 'score': 0.5568408694106379}, {'candidate': 'urban interface', 'score': 0.5536718479821071}, {'candidate': 'evident proximity', 'score': 0.5518290543532132}, {'candidate': 'fire hazard', 'score': 0.5474659655517046}, {'candidate': 'high risk', 'score': 0.5420949236182803}, {'candidate': ""CMA's surface area"", 'score': 0.5415759434863148}, {'candidate': 'low risk', 'score': 0.5413754521549516}, {'candidate': 'main driver', 'score': 0.5331922913883717}, {'candidate': 'strong presence', 'score': 0.5249365038468896}, {'candidate': 'discernible threshold', 'score': 0.5163440518740281}]"
24,29,"['seasonal solar exposure and irradiation uniformity', 'urban canyon geometry', 'test Random Forest classifier', 'Paris and Helsinki', 'early urban design and planning study']","[{'candidate': 'seasonal solar exposure and irradiation uniformity', 'score': 0.6640365365555115}, {'candidate': 'early urban design and planning study', 'score': 0.6516855859150201}, {'candidate': 'urban canyon geometry', 'score': 0.6490420523816007}, {'candidate': 'solar exposure and irradiation uniformity', 'score': 0.6456031815782808}, {'candidate': 'solar radiation simulation', 'score': 0.6445314894680358}, {'candidate': 'symmetrical urban canyon', 'score': 0.6400990931259876}, {'candidate': 'urban canyon surface', 'score': 0.6304529390581808}, {'candidate': 'symmetrical canyon geometry', 'score': 0.6223107098445984}, {'candidate': 'Solar Irradiation Ratio', 'score': 0.6204591590130988}, {'candidate': 'canyon geometry', 'score': 0.613293526709558}, {'candidate': 'orientation and surface reflectance', 'score': 0.6109676816057299}, {'candidate': 'Paris and Helsinki', 'score': 0.6065003395357446}, {'candidate': 'test Random Forest classifier', 'score': 0.6056841007918604}, {'candidate': 'solar performance', 'score': 0.5986020671961804}, {'candidate': 'European city', 'score': 0.5920728636625336}, {'candidate': 'simulation result', 'score': 0.5818610068461836}, {'candidate': 'qualitative classification scheme', 'score': 0.5773613855017475}, {'candidate': 'methodological framework', 'score': 0.5753159294551986}, {'candidate': 'quick classification', 'score': 0.569101946574708}, {'candidate': 'study train', 'score': 0.5596522950936926}, {'candidate': 'full scale simulation', 'score': 0.54847440172508}, {'candidate': 'decent performance', 'score': 0.539687459762592}, {'candidate': 'different latitude', 'score': 0.539184959122345}, {'candidate': 'different city and label', 'score': 0.5378327749221884}, {'candidate': 'quick estimate', 'score': 0.5305698305409903}]"
24,35,"['mobile LiDAR point clouds', 'urban design expert', 'fine grained visual quality', 'renewal project', 'random forest model']","[{'candidate': 'mobile LiDAR point clouds', 'score': 0.6787966923412674}, {'candidate': 'mobile LiDAR point cloud', 'score': 0.6756487469689472}, {'candidate': 'urban planning process', 'score': 0.6448418105705864}, {'candidate': 'urban vibrancy', 'score': 0.6209482561210409}, {'candidate': 'classified point cloud', 'score': 0.6204358911018603}, {'candidate': 'urban design expert', 'score': 0.6185249153846429}, {'candidate': 'urban street', 'score': 0.6114977651483265}, {'candidate': 'visibility model', 'score': 0.6088745773813569}, {'candidate': 'street view image', 'score': 0.6066929832833912}, {'candidate': 'fine grained visual quality', 'score': 0.6066713285114855}, {'candidate': 'visual quality', 'score': 0.6058294438152325}, {'candidate': 'urban street level', 'score': 0.6027999083108477}, {'candidate': 'perception sample', 'score': 0.6014462918934121}, {'candidate': 'urban community', 'score': 0.598798449173197}, {'candidate': 'random forest model', 'score': 0.5940116832515115}, {'candidate': 'm grid resolution', 'score': 0.5923470609408916}, {'candidate': 'motorization rate', 'score': 0.5865470838535249}, {'candidate': 'renewal project', 'score': 0.5853534448656588}, {'candidate': 'green space factor', 'score': 0.5836965814121483}, {'candidate': 'study area', 'score': 0.5806964797297883}, {'candidate': 'visual quality difference', 'score': 0.5802665145166592}, {'candidate': 'sky view factor', 'score': 0.5765001898941922}, {'candidate': 'spatial distribution', 'score': 0.5731753255959585}, {'candidate': 'public health', 'score': 0.5725041306583556}, {'candidate': 'architect and designer', 'score': 0.5701421545980645}, {'candidate': 'vehicle occurrence rate', 'score': 0.5687669123655313}, {'candidate': 'new approach', 'score': 0.5637818301098154}, {'candidate': 'Numerous study', 'score': 0.5633096002816694}, {'candidate': 'proposed method', 'score': 0.5596945473585757}, {'candidate': 'semantic information', 'score': 0.5593561061252684}, {'candidate': 'volume index', 'score': 0.556270297261581}, {'candidate': 'satisfying and comfortable experience', 'score': 0.5561981149478468}, {'candidate': 'positive effect', 'score': 0.5485732603618318}, {'candidate': 'social connection', 'score': 0.5450408763352801}, {'candidate': 'enclosure rate', 'score': 0.5430590402979519}, {'candidate': 'key design element', 'score': 0.5418367316903353}, {'candidate': 'common sense', 'score': 0.541770182630508}, {'candidate': 'vital importance', 'score': 0.524514393304087}]"
24,41,"['national empirical model', 'PLS K', 'spatial CV R2', 'microscale variable', 'air pollution']","[{'candidate': 'national empirical model', 'score': 0.6308804544988396}, {'candidate': 'Land Use Regression', 'score': 0.6136575834913729}, {'candidate': 'urban environment', 'score': 0.6015844277525332}, {'candidate': 'various modeling approach', 'score': 0.6004579168311328}, {'candidate': 'microscale variable', 'score': 0.5949173368482201}, {'candidate': 'spatial CV R2', 'score': 0.5942609059488893}, {'candidate': 'empirical model', 'score': 0.5942449007244672}, {'candidate': 'urban form', 'score': 0.592854852328577}, {'candidate': 'Machine Learning', 'score': 0.5928359463549319}, {'candidate': 'air pollution', 'score': 0.5888966737802478}, {'candidate': 'Stepwise Regression', 'score': 0.587947183621022}, {'candidate': 'fine spatial gradient', 'score': 0.5854323782083829}, {'candidate': 'ML K model', 'score': 0.5840677750107074}, {'candidate': 'modeling approach', 'score': 0.5835522514845419}, {'candidate': 'Google Street View', 'score': 0.5741590461948394}, {'candidate': 'criterion pollutant', 'score': 0.5722019363847245}, {'candidate': 'national model', 'score': 0.5717226710715493}, {'candidate': 'population density', 'score': 0.566978944996485}, {'candidate': 'predictor variable', 'score': 0.5644125778070302}, {'candidate': 'variable show promise', 'score': 0.5641430140366861}, {'candidate': 'land cover', 'score': 0.5629819397265012}, {'candidate': 'model type', 'score': 0.5595409576873414}, {'candidate': 'SW K framework', 'score': 0.5594642965467171}, {'candidate': 'imagery and satellite', 'score': 0.5571452108703693}, {'candidate': 'different geographic scale', 'score': 0.554431243071942}, {'candidate': 'United States', 'score': 0.5499292117935635}, {'candidate': 'National scale', 'score': 0.5472341499150466}, {'candidate': 'street level', 'score': 0.546214317732847}, {'candidate': 'ML K', 'score': 0.5397239083502114}, {'candidate': 'suitable substitute', 'score': 0.5280392916247314}, {'candidate': 'average difference', 'score': 0.5277115126939114}, {'candidate': 'SW K', 'score': 0.5078037438845533}, {'candidate': 'PLS K', 'score': 0.49053469474289857}]"
24,42,"['urban land market', 'spatial classification', 'unassisted and mixed method', 'Latin America', 'scarce and outdated information']","[{'candidate': 'urban land market', 'score': 0.6290293123284194}, {'candidate': 'spatial classification', 'score': 0.6180786225655098}, {'candidate': 'urbanized land', 'score': 0.6138376398953933}, {'candidate': 'speculative land value', 'score': 0.6085469287370937}, {'candidate': 'other geospatial variable', 'score': 0.6069795778384574}, {'candidate': 'other machine learning', 'score': 0.5958459029854309}, {'candidate': 'urban territory', 'score': 0.5944141192296566}, {'candidate': 'land use change', 'score': 0.5919031994193769}, {'candidate': 'Latin America', 'score': 0.5899921344744615}, {'candidate': 'urban area', 'score': 0.588120264227389}, {'candidate': 'data processing', 'score': 0.5833554417840763}, {'candidate': 'objective classification', 'score': 0.5766325349531056}, {'candidate': 'unassisted and mixed method', 'score': 0.5703228559475236}, {'candidate': 'K Means algorithm', 'score': 0.5671662652041685}, {'candidate': 'adequate classification', 'score': 0.56671565264143}, {'candidate': 'other intermediate city', 'score': 0.5649011149962533}, {'candidate': 'data collection medium', 'score': 0.5640136405463836}, {'candidate': 'urban limit', 'score': 0.5628474696350587}, {'candidate': 'Spectral Imagery', 'score': 0.557899023464157}, {'candidate': 'judgment method', 'score': 0.5524487100964722}, {'candidate': 'direct observation point', 'score': 0.5491108200572676}, {'candidate': 'primary road system', 'score': 0.543758042311751}, {'candidate': 'rapid dynamic', 'score': 0.536948422114717}, {'candidate': 'scarce and outdated information', 'score': 0.5348508559140235}, {'candidate': 'official slope', 'score': 0.5318266858396251}]"
24,51,"['urban analytics and GIScience', 'Google Street View', 'comprehensive systematic review', 'Mapillary and KartaView', 'notable trend']","[{'candidate': 'urban analytics and GIScience', 'score': 0.6950359513218587}, {'candidate': 'Street view imagery', 'score': 0.6842570907798566}, {'candidate': 'Mapillary and KartaView', 'score': 0.6830670332976554}, {'candidate': 'Google Street View', 'score': 0.6714926827588256}, {'candidate': 'geospatial data collection', 'score': 0.6536101107652015}, {'candidate': 'urban analytics', 'score': 0.6514277683038564}, {'candidate': 'street level imagery', 'score': 0.6358872511308563}, {'candidate': 'comprehensive systematic review', 'score': 0.6242789892939642}, {'candidate': 'computer vision', 'score': 0.620295676726173}, {'candidate': 'large scale imagery platform', 'score': 0.6035575732408094}, {'candidate': 'geographical coverage', 'score': 0.5919341620356046}, {'candidate': 'vegetation and transportation', 'score': 0.5917403148457159}, {'candidate': 'machine learning', 'score': 0.584034441964258}, {'candidate': 'important data source', 'score': 0.5822486054768159}, {'candidate': 'economic study', 'score': 0.5804609094294992}, {'candidate': 'main finding', 'score': 0.574751824514913}, {'candidate': 'numerous application', 'score': 0.5715601812857978}, {'candidate': 'recent paper', 'score': 0.5678998602566272}, {'candidate': 'Such surge', 'score': 0.5671832961280118}, {'candidate': 'notable trend', 'score': 0.5635187798005216}, {'candidate': 'informed decision', 'score': 0.55719258269434}, {'candidate': 'permissive licence', 'score': 0.5546033443481013}, {'candidate': 'temporal granularity', 'score': 0.5436360098701261}, {'candidate': 'entrenched component', 'score': 0.5265732837070745}]"
24,71,"['urban development and UHI', 'random forest', 'policy makers', 'thermal comfort', 'radiometric image processing algorithms']","[{'candidate': 'urban development and UHI', 'score': 0.6760930294976841}, {'candidate': 'urban heat island', 'score': 0.6655750641320937}, {'candidate': 'urbanization indicator', 'score': 0.6540169275831396}, {'candidate': 'rapid urban expansion', 'score': 0.6393735794089107}, {'candidate': 'land surface temperature', 'score': 0.6364728721864032}, {'candidate': 'urban expansion', 'score': 0.6334991748796233}, {'candidate': 'radiometric image processing algorithms', 'score': 0.62755887281036}, {'candidate': 'urban planning', 'score': 0.6213478783771059}, {'candidate': 'NDVI and NDBI', 'score': 0.6159755590924119}, {'candidate': 'Skin temperature', 'score': 0.6094080506204832}, {'candidate': 'continuous land transformation', 'score': 0.6087087895950092}, {'candidate': 'statistical analysis', 'score': 0.6014773696843654}, {'candidate': 'Landsat imagery', 'score': 0.5994384742568837}, {'candidate': 'random forest', 'score': 0.598320511444323}, {'candidate': 'heat energy balance', 'score': 0.593715498761939}, {'candidate': 'land use', 'score': 0.5914453176431959}, {'candidate': 'thermal comfort', 'score': 0.5910749978203769}, {'candidate': 'ecological impact', 'score': 0.590166169177324}, {'candidate': 'study area', 'score': 0.5895976508207272}, {'candidate': 'statistical and spectral indicator', 'score': 0.5882697889651537}, {'candidate': 'UHI indicator', 'score': 0.5832988705119562}, {'candidate': 'policy makers', 'score': 0.5810280309479985}, {'candidate': 'ecological consequence', 'score': 0.5806964909471864}, {'candidate': 'harsh environmental impact', 'score': 0.5802525803971015}, {'candidate': 'good correlation coefficient', 'score': 0.5802045041900703}, {'candidate': 'inevitable process', 'score': 0.5701057599185197}, {'candidate': 'upcoming year', 'score': 0.5624517568065874}, {'candidate': 'past decade', 'score': 0.5600749612698549}, {'candidate': 'study period', 'score': 0.559675107686101}, {'candidate': 'various artificial surface', 'score': 0.5589653736338727}, {'candidate': 'critical impact', 'score': 0.5525673793109405}, {'candidate': 'natural surface', 'score': 0.5509893424120975}, {'candidate': 'artificial surface', 'score': 0.5494749961183684}, {'candidate': 'NDBI and UTFVI', 'score': 0.5478407817191491}, {'candidate': 'accurate measure', 'score': 0.5476297769370397}, {'candidate': 'strong link', 'score': 0.5418342341530754}, {'candidate': 'LULC classes', 'score': 0.5342487760430441}, {'candidate': 'different date', 'score': 0.5280260898881781}]"
