cluster,doc_id,keywords,candidates
10,9,"['high resolution DEM data', 'Generative Adversarial Network', 'few work', 'DEM SR experiment', 'traditional interpolation method']","[{'candidate': 'high resolution DEM data', 'score': 0.659676393201017}, {'candidate': 'high resolution DEMs', 'score': 0.6581759883902703}, {'candidate': 'DEM SR experiment', 'score': 0.6560466406072034}, {'candidate': 'Generative Adversarial Network', 'score': 0.6525300099317288}, {'candidate': 'traditional DEM SR method', 'score': 0.6417279214411558}, {'candidate': 'low resolution DEMs', 'score': 0.6407478993096685}, {'candidate': 'image SR method', 'score': 0.6282922437102889}, {'candidate': 'machine learning', 'score': 0.6236397729383839}, {'candidate': 'art image SR method', 'score': 0.6235970368738708}, {'candidate': 'digital elevation model', 'score': 0.6230193328664125}, {'candidate': 'neural network', 'score': 0.6183819422628853}, {'candidate': 'geospatial database', 'score': 0.6107966489382542}, {'candidate': 'traditional interpolation method', 'score': 0.6102875447195026}, {'candidate': 'DEM SR', 'score': 0.6081254233913858}, {'candidate': 'Experimental result', 'score': 0.6067291964628249}, {'candidate': 'image RGB', 'score': 0.6037259281782614}, {'candidate': 'excellent SR method', 'score': 0.601478349306606}, {'candidate': 'bicubic interpolation', 'score': 0.598930075172265}, {'candidate': 'related study', 'score': 0.5985948224859098}, {'candidate': 'High resolution', 'score': 0.5972153443505135}, {'candidate': 'hydrological analysis', 'score': 0.5969355576173625}, {'candidate': 'accuracy evaluation', 'score': 0.5913446275825534}, {'candidate': 'elevation field', 'score': 0.591324771505632}, {'candidate': 'peak and valley', 'score': 0.5869441086930851}, {'candidate': 'many terrain', 'score': 0.5851422949616536}, {'candidate': 'terrain character', 'score': 0.57920161122661}, {'candidate': 'urban design', 'score': 0.5782943755397798}, {'candidate': 'high frequency region', 'score': 0.5754717139329513}, {'candidate': 'recent development', 'score': 0.5737290956275551}, {'candidate': 'great progress', 'score': 0.5649726303045076}, {'candidate': 'facility siting', 'score': 0.5649044923161096}, {'candidate': 'local variation', 'score': 0.5597359960739844}, {'candidate': 'value field', 'score': 0.5566924229671505}, {'candidate': 'few work', 'score': 0.5467538232586171}, {'candidate': 'Green and Blue', 'score': 0.5460384302776329}, {'candidate': 'big gap', 'score': 0.545695592787863}, {'candidate': 'practical idea', 'score': 0.5376583363994558}, {'candidate': 'huge difference', 'score': 0.5373333278669001}, {'candidate': 'critical role', 'score': 0.5295814161090112}]"
10,16,"['high performance image classification network ResNeXt', 'Building extraction', 'selective nonlocal operation', 'multiscale feature fusion', 'many powerful general semantic segmentation model']","[{'candidate': 'high performance image classification network ResNeXt', 'score': 0.7274486832597142}, {'candidate': 'segmentation network ResUNeXt', 'score': 0.6764418110787582}, {'candidate': 'Selective Nonlocal ResUNeXt', 'score': 0.6580335546856648}, {'candidate': 'new deep learning network', 'score': 0.6451165146182366}, {'candidate': 'many powerful general semantic segmentation model', 'score': 0.6449351289388017}, {'candidate': 'image processing', 'score': 0.6377012489907385}, {'candidate': 'Building extraction', 'score': 0.6320568116870662}, {'candidate': 'image datasets', 'score': 0.6277444837552888}, {'candidate': 'selective nonlocal operation', 'score': 0.6203024798944181}, {'candidate': 'multiscale feature fusion', 'score': 0.620134195799128}, {'candidate': 'multiscale prediction', 'score': 0.6182032747242553}, {'candidate': 'effectiveness and generalization ability', 'score': 0.6177628855385804}, {'candidate': 'high resolution', 'score': 0.596520451461586}, {'candidate': 'experimental result', 'score': 0.5962302539629258}, {'candidate': 'urban planning', 'score': 0.5924261801360732}, {'candidate': 'prediction performance', 'score': 0.58783443715805}, {'candidate': 'proposed method', 'score': 0.5736130947438998}, {'candidate': 'demographic analysis', 'score': 0.5719002895749685}, {'candidate': 'computational effort', 'score': 0.5701186786257196}, {'candidate': 'training and convergence', 'score': 0.5643945378247861}, {'candidate': 'range dependency', 'score': 0.5499258609871215}, {'candidate': 'different scale', 'score': 0.5432055621213268}, {'candidate': 'excessive noise', 'score': 0.5351226011337508}, {'candidate': 'recent year', 'score': 0.5350030375613359}, {'candidate': 'deep supervision', 'score': 0.5300422355051427}, {'candidate': 'important role', 'score': 0.5233803018130692}]"
10,23,"['Building change detection', 'DSA Net', 'atrous spatial pyramid', 'new deep supervision module', 'extensive attention']","[{'candidate': 'Building change detection', 'score': 0.6378426027419876}, {'candidate': 'deep learning', 'score': 0.6236564910556797}, {'candidate': 'change detection method', 'score': 0.6122782905047208}, {'candidate': 'detection performance', 'score': 0.60808263698591}, {'candidate': 'DSA Net', 'score': 0.6073036033956661}, {'candidate': 'new deep supervision module', 'score': 0.6051453492081617}, {'candidate': 'WHU Building datasets', 'score': 0.6022108535547526}, {'candidate': 'urban planning and development', 'score': 0.6005243126316452}, {'candidate': 'feature extraction', 'score': 0.5971750533599582}, {'candidate': 'spatial attention mechanism', 'score': 0.5956882403653514}, {'candidate': 'quantitative and qualitative experiment', 'score': 0.5913641979299009}, {'candidate': 'available datasets', 'score': 0.5836384006553033}, {'candidate': ""network's attention"", 'score': 0.5759140566885963}, {'candidate': 'atrous spatial pyramid', 'score': 0.5751044712661845}, {'candidate': 'high resolution image', 'score': 0.5711613753980053}, {'candidate': 'efficiency analysis', 'score': 0.5684261619540772}, {'candidate': 'raw image feature', 'score': 0.5682061939516884}, {'candidate': 'BCD performance', 'score': 0.5652244356736813}, {'candidate': 'supervised attention', 'score': 0.5604975194573175}, {'candidate': 'difference feature', 'score': 0.557979403468225}, {'candidate': 'scale feature', 'score': 0.5530180197155841}, {'candidate': 'level contextual information', 'score': 0.5523193260625595}, {'candidate': 'CLA Con SAM', 'score': 0.5513085338208992}, {'candidate': 'extensive attention', 'score': 0.5506608194801882}, {'candidate': 'BCD task', 'score': 0.5501306046822625}, {'candidate': 'LEVIR CD', 'score': 0.5465528672992118}, {'candidate': 'layer addition', 'score': 0.5462139362913758}, {'candidate': 'information loss', 'score': 0.5403590265507985}, {'candidate': 'middle layer', 'score': 0.5400916875367247}, {'candidate': 'distinctive feature', 'score': 0.5331707207245164}, {'candidate': 'great balance', 'score': 0.525588201526036}, {'candidate': 'inadequate capability', 'score': 0.5226676879249752}, {'candidate': 'limited accuracy', 'score': 0.5080388758618545}, {'candidate': 'crucial role', 'score': 0.4967779022548784}]"
10,37,"['novel semisupervised scene classification method', 'UC Merced', 'generative adversarial net', 'SAG module aim', 'pretrained Inception V3 branch']","[{'candidate': 'novel semisupervised scene classification method', 'score': 0.7236950371602149}, {'candidate': 'supervised scene classification method', 'score': 0.6894094909178858}, {'candidate': 'image classification method', 'score': 0.6562225499967721}, {'candidate': 'unsupervised scene classification', 'score': 0.6531584633440086}, {'candidate': 'generative adversarial net', 'score': 0.6277770384401478}, {'candidate': 'deep learning', 'score': 0.6236674899938872}, {'candidate': 'pretrained Inception V3 branch', 'score': 0.6217659493580596}, {'candidate': 'scene classification', 'score': 0.6192853958038542}, {'candidate': 'EuroSAT data', 'score': 0.6105645102525035}, {'candidate': 'extensive experimental result', 'score': 0.6059144111575958}, {'candidate': 'input image', 'score': 0.598773404735693}, {'candidate': 'natural disaster detection', 'score': 0.595158958041974}, {'candidate': 'feature map', 'score': 0.5943905443851165}, {'candidate': 'natural image field', 'score': 0.5940265286293878}, {'candidate': 'UC Merced', 'score': 0.5925475842787133}, {'candidate': 'environmental monitoring', 'score': 0.5900971793553763}, {'candidate': 'feature representation capability', 'score': 0.5891588550722309}, {'candidate': 'scene image', 'score': 0.5877576208047597}, {'candidate': 'semantic representation', 'score': 0.584531117351806}, {'candidate': 'important scene region', 'score': 0.5839704706953897}, {'candidate': 'gating unit', 'score': 0.5763979736016509}, {'candidate': 'Inception V3 branch aim', 'score': 0.5720358420130368}, {'candidate': 'self attention gating', 'score': 0.5708993687092968}, {'candidate': 'urban planning', 'score': 0.5706063828325321}, {'candidate': 'SAG module', 'score': 0.5702106030531693}, {'candidate': 'discriminative network', 'score': 0.5679342537371806}, {'candidate': 'proposed method', 'score': 0.5678154932083559}, {'candidate': 'new optimization term', 'score': 0.5644815244309755}, {'candidate': 'many field', 'score': 0.5631531337856162}, {'candidate': 'SAG module aim', 'score': 0.5608002868147667}, {'candidate': 'few sample', 'score': 0.5589057467270018}, {'candidate': 'discriminant ability', 'score': 0.553357709030191}, {'candidate': 'long range dependence', 'score': 0.5508303249606546}, {'candidate': 'high level', 'score': 0.5499517162103682}, {'candidate': 'generator loss', 'score': 0.5469373935402915}, {'candidate': 'actual need', 'score': 0.5364348538658583}, {'candidate': 'large number', 'score': 0.5322247651093248}, {'candidate': 'dependence relationship', 'score': 0.532057968440125}]"
10,46,"['new GeoAI research method', 'imagery and Digital Elevation Model', 'data fusion', 'object detection pipeline', 'simultaneous machine learning']","[{'candidate': 'new GeoAI research method', 'score': 0.7181265900459487}, {'candidate': 'object detection pipeline', 'score': 0.6755349798993033}, {'candidate': 'imagery and Digital Elevation Model', 'score': 0.6681273900434461}, {'candidate': 'source deep learning', 'score': 0.665165135980881}, {'candidate': 'data augmentation technique', 'score': 0.6650867326703063}, {'candidate': 'data fusion', 'score': 0.6650176603999829}, {'candidate': 'source geospatial data', 'score': 0.6644719461257592}, {'candidate': 'object detection model', 'score': 0.663271918536527}, {'candidate': 'deep machine learning', 'score': 0.6629117082502147}, {'candidate': 'deep learning', 'score': 0.6623784204440926}, {'candidate': 'new data fusion strategy', 'score': 0.6621501934203309}, {'candidate': 'convolutional neural network', 'score': 0.6593938547290777}, {'candidate': 'simultaneous machine learning', 'score': 0.648610276904984}, {'candidate': 'data level fusion', 'score': 0.6423425336058275}, {'candidate': 'natural feature detection', 'score': 0.6379503768721404}, {'candidate': 'source training data', 'score': 0.6359031574572822}, {'candidate': 'feature level fusion', 'score': 0.628269124007566}, {'candidate': 'blend DEM data', 'score': 0.6270093932379147}, {'candidate': 'much improved detection result', 'score': 0.6190894308718389}, {'candidate': 'feature level fusion strategy', 'score': 0.6184254582107869}, {'candidate': 'source data', 'score': 0.6183744404434958}, {'candidate': 'data source', 'score': 0.614869492857771}, {'candidate': 'image feature', 'score': 0.6095288385907506}, {'candidate': 'channel expansion', 'score': 0.6003862926035411}, {'candidate': 'new feature', 'score': 0.5964828634131826}, {'candidate': 'model performance', 'score': 0.5868437797253576}, {'candidate': 'enriched information content', 'score': 0.5839003446729134}, {'candidate': 'different set', 'score': 0.5508635584602906}]"
10,66,"['multiple binary semantic segmentation', 'open access Sentinel', 'urban planning', 'road network detection problem', 'robust experimental study']","[{'candidate': 'multiple binary semantic segmentation', 'score': 0.662327507426937}, {'candidate': 'binary semantic segmentation model', 'score': 0.6604541209988523}, {'candidate': 'binary decomposition technique', 'score': 0.640053706492434}, {'candidate': 'class semantic segmentation task', 'score': 0.6400393890806614}, {'candidate': 'binary segmentation model', 'score': 0.6367264659287939}, {'candidate': 'semantic segmentation problem', 'score': 0.6330300579966872}, {'candidate': 'road network detection problem', 'score': 0.6279857655373609}, {'candidate': 'convolutional neural network', 'score': 0.6251662945747362}, {'candidate': 'deep learning', 'score': 0.6135112869805737}, {'candidate': 'building and road class', 'score': 0.6101320030587296}, {'candidate': 'building and road map', 'score': 0.6096079746968739}, {'candidate': 'multiple binary one', 'score': 0.6032138697731824}, {'candidate': 'building and road', 'score': 0.5987019535954218}, {'candidate': 'decomposition strategy', 'score': 0.5928004974463315}, {'candidate': 'robust experimental study', 'score': 0.5908651146403148}, {'candidate': 'open access Sentinel', 'score': 0.5847602140691087}, {'candidate': 'spatial resolution', 'score': 0.5800095446409359}, {'candidate': 'depth study', 'score': 0.5799764645554178}, {'candidate': 'urban planning', 'score': 0.577215797974198}, {'candidate': 'challenging problem scheme', 'score': 0.5759709227743373}, {'candidate': 'Building footprint', 'score': 0.5755419645657049}, {'candidate': 'land surveying', 'score': 0.5718218190143827}, {'candidate': 'multiple class', 'score': 0.5685907265626503}, {'candidate': 'road network', 'score': 0.5677859946479468}, {'candidate': 'low spatial resolution', 'score': 0.5659915108454294}, {'candidate': 'final output label', 'score': 0.5539440393677135}, {'candidate': 'other novel approach', 'score': 0.5531985198345598}, {'candidate': 'wise classification', 'score': 0.5526927859336852}, {'candidate': 'multiclass problem', 'score': 0.5511726927296046}, {'candidate': 'learning scheme', 'score': 0.5500494054546122}, {'candidate': 'road map', 'score': 0.5497045643282763}, {'candidate': 'aggregation step', 'score': 0.5468640154804496}, {'candidate': 'class approach', 'score': 0.5459425733792274}, {'candidate': 'disaster response service', 'score': 0.5454131924205607}, {'candidate': 'overall performance', 'score': 0.5433672708823742}, {'candidate': 'different model', 'score': 0.5334793878729386}, {'candidate': 'important input', 'score': 0.5312966857983736}, {'candidate': 'class problem', 'score': 0.527387511184936}, {'candidate': 'automatic tool', 'score': 0.5259425844840904}, {'candidate': 'same pixel', 'score': 0.5210640403132617}, {'candidate': 'great deal', 'score': 0.5185772862959973}, {'candidate': 'last decade', 'score': 0.518420078206279}, {'candidate': 'single model', 'score': 0.5106398155200873}]"
10,87,"['Photogrammetry and Remote Sensing', 'shallow ML', 'different popular supervised ML model', 'building footprint extraction', 'urban morphology complexity']","[{'candidate': 'Photogrammetry and Remote Sensing', 'score': 0.635538126617993}, {'candidate': 'different popular supervised ML model', 'score': 0.6241823960809342}, {'candidate': 'urban morphology complexity', 'score': 0.6214431976802461}, {'candidate': 'support vector machine', 'score': 0.6131380459940279}, {'candidate': 'digital surface model', 'score': 0.6110010035968227}, {'candidate': 'building footprint extraction', 'score': 0.6079257031246285}, {'candidate': 'feature extraction', 'score': 0.6059275363973915}, {'candidate': 'benchmark dataset', 'score': 0.6050167622316037}, {'candidate': 'deep learning', 'score': 0.6029802118565812}, {'candidate': 'supervised machine learning', 'score': 0.5989056733172906}, {'candidate': 'convolutional network', 'score': 0.5906320493981687}, {'candidate': 'Automatic building extraction', 'score': 0.5881200527140451}, {'candidate': 'transfer learning', 'score': 0.5874290822789665}, {'candidate': 'urban context', 'score': 0.5870622428031771}, {'candidate': 'high resolution raster DSM', 'score': 0.5822220839594859}, {'candidate': 'environmental risk management', 'score': 0.5758501312343096}, {'candidate': 'shallow ML', 'score': 0.5756188514774241}, {'candidate': 'shallow neural network', 'score': 0.5743977613658893}, {'candidate': 'urban planning', 'score': 0.573773522658906}, {'candidate': 'urban area', 'score': 0.5716634685631083}, {'candidate': 'classical ML', 'score': 0.5716328281439954}, {'candidate': 'Potsdam and Toronto', 'score': 0.5706350628663809}, {'candidate': 'high resolution raster', 'score': 0.5701635929595867}, {'candidate': 'classifier training', 'score': 0.5621031282630929}, {'candidate': 'third model', 'score': 0.5600471378281588}, {'candidate': 'feature descriptor', 'score': 0.5581756401531609}, {'candidate': 'Used data', 'score': 0.5492187683441461}, {'candidate': 'high resolution', 'score': 0.5432322866208319}, {'candidate': 'extreme learning machine', 'score': 0.542967225334293}, {'candidate': 'International Society', 'score': 0.5426065601042072}, {'candidate': 'extensive range', 'score': 0.5343774005451273}, {'candidate': 'different method', 'score': 0.5334299828924935}, {'candidate': 'F1 scores', 'score': 0.5295855429053026}, {'candidate': 'major area', 'score': 0.5260805130564054}, {'candidate': 'der Enz', 'score': 0.4993922331154752}]"
10,89,"['airborne LiDAR point cloud', 'gable dormer', 'imbalanced data problem', 'roof superstructure classification', 'main methodological novelty']","[{'candidate': 'airborne LiDAR point cloud', 'score': 0.6644996223931848}, {'candidate': 'point clouds segmentation', 'score': 0.647623702744946}, {'candidate': 'roof superstructure classification', 'score': 0.6338869029810412}, {'candidate': 'Airborne Laser Scanning', 'score': 0.6251969470362828}, {'candidate': 'dormer and chimney', 'score': 0.6217868452688757}, {'candidate': 'LiDAR data', 'score': 0.6176830205025963}, {'candidate': 'machine learning method', 'score': 0.6085485059321576}, {'candidate': '3D point cloud', 'score': 0.6060158162887228}, {'candidate': 'gable dormer', 'score': 0.6051790547470575}, {'candidate': 'roof superstructure', 'score': 0.6044017913937383}, {'candidate': 'Support Vector Machine', 'score': 0.6003579274302884}, {'candidate': 'Light Detection and Ranging', 'score': 0.5954269805823487}, {'candidate': 'imbalanced data problem', 'score': 0.5946343562706258}, {'candidate': 'geoinformation extraction', 'score': 0.5925862654003293}, {'candidate': 'Random Forest', 'score': 0.5911671873515308}, {'candidate': 'connected component analysis', 'score': 0.5809498738202878}, {'candidate': 'main methodological novelty', 'score': 0.5750743716218966}, {'candidate': 'city design', 'score': 0.5729622541875548}, {'candidate': 'urban planning', 'score': 0.5701323229390549}, {'candidate': 'satisfying classification performance', 'score': 0.5700249241488203}, {'candidate': 'effective data', 'score': 0.568186011688261}, {'candidate': 'raw data', 'score': 0.5648239415019362}, {'candidate': 'nonplanar object', 'score': 0.5626142201804014}, {'candidate': 'Decision Tree', 'score': 0.5589854375067942}, {'candidate': 'urban area', 'score': 0.5578756989062403}, {'candidate': 'different geo information product', 'score': 0.5569750734894721}, {'candidate': 'ground and others', 'score': 0.5567472991736261}, {'candidate': 'imbalanced class problem', 'score': 0.5556248924696341}, {'candidate': 'low density', 'score': 0.553537773847623}, {'candidate': 'imbalanced class', 'score': 0.5531213150760402}, {'candidate': '3D component', 'score': 0.5515405707826943}, {'candidate': 'accurate classification', 'score': 0.5478750888565734}, {'candidate': 'major advantage', 'score': 0.5470087691792116}, {'candidate': 'new component size', 'score': 0.5329078461014554}, {'candidate': 'key element', 'score': 0.5212642862167367}, {'candidate': 'essential tool', 'score': 0.5126699054832653}]"
10,93,"['sparse and unordered 3D point cloud', 'Siamese network', 'Kernel Point Convolution', 'new construction', 'change detection']","[{'candidate': 'sparse and unordered 3D point cloud', 'score': 0.6702199163131956}, {'candidate': 'raw 3D point cloud', 'score': 0.657036706179437}, {'candidate': '3D point cloud', 'score': 0.6535678361934647}, {'candidate': 'Kernel Point Convolution', 'score': 0.6393656367740773}, {'candidate': 'deep neural network', 'score': 0.6256566946146171}, {'candidate': 'Digital Surface Models', 'score': 0.6250679192712665}, {'candidate': 'point cloud', 'score': 0.6243424565904099}, {'candidate': 'machine learning method', 'score': 0.6132379568952397}, {'candidate': '3D data', 'score': 0.6128910084921635}, {'candidate': 'Siamese network', 'score': 0.6055549733824648}, {'candidate': 'Siamese architecture', 'score': 0.6037810002756743}, {'candidate': 'change detection', 'score': 0.6016726770370567}, {'candidate': 'urban environment', 'score': 0.5978657350267863}, {'candidate': 'KPConv network', 'score': 0.5882726092228645}, {'candidate': 'conventional image processing tool', 'score': 0.5819832828488913}, {'candidate': 'new construction', 'score': 0.5720016430745313}, {'candidate': 'semantic segmentation', 'score': 0.5663083962650255}, {'candidate': 'efficient monitoring tool', 'score': 0.5595729571227278}, {'candidate': '2D image', 'score': 0.5536774425406373}, {'candidate': 'high quality result', 'score': 0.5529329361821855}, {'candidate': 'earth population', 'score': 0.5453634551855479}, {'candidate': 'existing method start', 'score': 0.5448567141579788}, {'candidate': 'deep method', 'score': 0.5419408855314661}, {'candidate': 'vertical axis', 'score': 0.5393116450258428}, {'candidate': 'crucial point', 'score': 0.5299520698384131}, {'candidate': 'valuable source', 'score': 0.5283118536461935}, {'candidate': 'significant loss', 'score': 0.5269362433073143}, {'candidate': 'average Intersection', 'score': 0.5245677997724465}]"
10,132,"['4D building reconstruction', 'geospatial analysis and visualisation', 'height data', 'evident and unavoidable prerequisite', 'machine learning technique']","[{'candidate': '4D building reconstruction', 'score': 0.6848013388158634}, {'candidate': '4D LoD1 building', 'score': 0.6689244271809065}, {'candidate': 'geospatial analysis and visualisation', 'score': 0.654649557390119}, {'candidate': '4D building model', 'score': 0.6546374627913449}, {'candidate': 'machine learning technique', 'score': 0.6503409735327006}, {'candidate': 'elevation data', 'score': 0.6245843805994266}, {'candidate': 'city modelling', 'score': 0.6220936961472862}, {'candidate': 'historical data', 'score': 0.6119169716976411}, {'candidate': 'height data', 'score': 0.6086177916143967}, {'candidate': 'urban study', 'score': 0.5981620838370686}, {'candidate': 'historical map', 'score': 0.5959671064161671}, {'candidate': 'temporal map', 'score': 0.5949262376499377}, {'candidate': 'Image and Light Detection', 'score': 0.5914381102392958}, {'candidate': 'Various evaluation metric', 'score': 0.5895481053364604}, {'candidate': 'data availability', 'score': 0.5886170039860925}, {'candidate': 'height information', 'score': 0.5873780065430968}, {'candidate': 'height prediction', 'score': 0.5852762127528139}, {'candidate': 'historical scenario', 'score': 0.5845493080588529}, {'candidate': 'urban scenario', 'score': 0.578394303135849}, {'candidate': 'ground truth information', 'score': 0.5769692323479905}, {'candidate': 'regression technique', 'score': 0.5769142660827129}, {'candidate': 'digital representation', 'score': 0.5745842867370549}, {'candidate': 'different application and advantage', 'score': 0.5678853485702666}, {'candidate': 'Several machine', 'score': 0.558183940557932}, {'candidate': 'many domain', 'score': 0.5562067849798786}, {'candidate': 'past scenario', 'score': 0.5525991722023766}, {'candidate': 'multitemporal version', 'score': 0.5438352160778211}, {'candidate': 'categorical attribute', 'score': 0.5404166630364307}, {'candidate': 'evident and unavoidable prerequisite', 'score': 0.5355556840533777}, {'candidate': 'common issue', 'score': 0.5305706596696912}, {'candidate': 'only source', 'score': 0.5198585275317993}]"
