Cluster,DocId,Cited by,Title,Author Keywords,Abstract,Year,Source title,Authors,DOI,Document Type,x,y
6,1,,Reconciling data-driven crime analysis with human-centered algorithms,Crime analysis; Machine learning; Social disorganization,"This study combines traditional statistical methods with machine learning to better understand locally relevant, contextual models for analyzing crime in two urban American cities. Using census tracts as the units of analysis and controlling for several structural characteristics associated with crime, we find that in Milwaukee, Wisconsin, violent crime is associated with concentrated disadvantage, residential stability, ethnic heterogeneity, total population, and spatial lag of violent crime. Yet, the most important variable is the spatial lag of violent crime, followed by residential stability, ethnic heterogeneity, total population, and concentrated disadvantage. In addition, we find that in Chicago, Illinois, violent crime is associated with immigration, owner-occupied housing, proportion in professional occupations, and proportion population with college degree or higher, as well as ethnic heterogeneity, total population, and the spatial lag for violent crime. Machine learning models suggest that for Chicago's violent crime, the most important variable is the spatial lag term for violent crime, followed by total population, immigration, college education or beyond, owner occupancy, ethnic heterogeneity, and employment in professional occupations. The findings for property crime are similar: in Milwaukee, we find that disadvantage, residential stability, ethnic heterogeneity, total population and spatial lag for property crime are significant predictors in the traditional regression models. However, the most important variable for property crime in Milwaukee is the spatial lag term, followed by total population, ethnic heterogeneity, residential stability and disadvantage. The statistically significant predictors of property crime in Chicago include immigration, owner-occupied housing units, living in the same house, proportion of workforce in professional occupations, college education and beyond, total population, and the spatial lag for property crime. In Chicago, the most important variable for property crime is the spatial lag term, then the total population, the proportion of individuals in professional occupations, concentrated immigration, college education and beyond, living in the same house, and the proportion of owner-occupied housing units. Urban planners must consider policies that can effectively reduce nearby crime and violence in all cities that experience high crime levels, but also design locally responsive policies that make sense within a local context: in Milwaukee, residential stability matters more for violent crime than for property crime, while in Chicago, total population is similarly important for both violent crime and property crime. In Milwaukee, ethnic heterogeneity is similarly important for violent and property crime, while in Chicago, ethnic heterogeneity is not a very important variable for violent crime and it is not a significant predictor of property crime. Therefore, urban policy must differently approach social disorganization indicators and support the nuances of the local context for urban planning and policy. © 2022 Elsevier Ltd",2022,Cities,"Clancy K., Chudzik J., Snowden A.J., Guha S.",10.1016/j.cities.2022.103604,Article,4.8638710976,5.9741883278
6,2,,"Subjective or objective measures of street environment, which are more effective in explaining housing prices?",Human Perception; Property value; Street design qualities; Street view imagery; Subjective measures,"Houses with better street design are found to relate to a price premium. Prior studies mainly present the street quality using objective indicators like tree counts and distance to parks with land use data, or most recently using the greenery view index extracted from street view imagery (SVI). We argue objective indicators cannot completely describe people's sense of a place, as perception is a highly subjective process. We hypothesize that subjective measures using visual surveys could capture more subtle human perceptions, thus providing stronger predictive power to housing prices. However, the role of subjectively measured street design qualities is less known due to the lack of large-scale perception data. To test our hypothesis, we first collected designers’ perceptions on five urban design qualities from pairwise SVIs rankings in Shanghai with an online visual survey. Unlike the mainstream of using generic image features, we followed urban design theory and used rule-based features, i.e., about thirty streetscape elements extracted from SVIs to train machine learning (ML) models to predict subjective perceptions. The predictive power of five qualities versus ten selected individual streetscapes on housing price were compared using the hedonic price model. Besides the standard ordinary least squares (OLS), spatial regression and geographical weighted regression (GWR) were also developed to account for the spatial dependence and heterogeneity effects. We found both subjectively measured design qualities and objective indicators outperformed housing structural attributes in explaining housing price. While the objective view indexes collectively explained more price variances, the five perceptions individually exhibited stronger strength. Third, less-studied perceptions like “human scale” showed stronger strength than commonly studied “safety” and “enclosure”. Fourth, less-studied view indexes like “person” and “fence” outperformed ubiquitous features like trees and buildings. Lastly, prior studies might have resulted in biased estimations due to ignoring the multicollinear issues between the sky, tree and building views. Our study addressed the effectiveness of incorporating subjective perceptions at a micro level to infer housing prices. correlations between subjective perceptions were strong while that of objective indicators were negligible, therefore subjective perceptions can complement the objective indicators. The findings provide important reference to decision makers when selecting street quality indicators to infer urban design, city planning and community and housing development plans. © 2022 Elsevier B.V.",2022,Landscape and Urban Planning,"Qiu W., Zhang Z., Liu X., Li W., Li X., Xu X., Huang X.",10.1016/j.landurbplan.2022.104358,Article,4.7126412392,5.8042259216000005
6,6,,Generative Adversarial Network Approach to Future Sermonizing of Housing Dispersal in Emerging Cities,Emerging cities; Generative adversarial network; Housing dispersal; Machine learning; Urban growth,"This study aims to visualize the future housing dispersal of expatriates, based on the predicted urban growth in emerging cities. Generalized adversarial networks (GANs) will be utilized to predict the future urban growth of Doha Metropolitan emerging city. The housing dispersal of expatriates will be visualized on the predicted urban growth map to investigate housing preferences, which will be based on Gordon's theory. This study will prove the feasibility of a process approach when practicing the management of urban growth in emerging cities worldwide. It could be a robust solution for the worsening imbalance in the urban morphology of metropolitan cities. The findings of the broad-spectrum housing dispersal guidelines could benefit the policymakers and planners for the realities of spatial patterns and future urban growth. © 2021 American Society of Civil Engineers.",2022,Journal of Urban Planning and Development,"Ibrahim H., Khattab Z., Khattab T., Abraham R.",10.1061/(ASCE)UP.1943-5444.0000783,Article,4.7720041275,5.8555612564
6,7,,Supervised Machine Learning Approaches to Modeling Residential Infill Development in the City of Los Angeles,,"While infill development is widely accepted by cities as an alternative to urban sprawl, a very dearth of research has attempted to measure infill development and identify contributing factors to infill development. Filling this research gap, this paper models residential infill development in the City of Los Angeles by employing five machine learning (ML) algorithms. This paper attempts to identify the best-performing ML algorithms by comparing the performance of the ML algorithms. Of the five ML algorithms tested, the random forest (RF) and k-nearest neighbor (kNN) algorithms are selected as the best-performing algorithms. The RF algorithm ranks independent variables from most to least important. Overall, the ranks suggested that residential infill development in the City of Los Angeles is significantly influenced by the physical conditions of property and neighborhood rather than socioeconomic characteristics. Diverse land uses, good housing mixes, and rail transit accessibility also, importantly, contributed to the infill development. This finding suggests that the city's planning efforts, such as the promotion of accessory dwelling unit (ADU) development and the expansion of rail transit, can create a virtuous circle for sustainable urban development. © 2021 American Society of Civil Engineers.",2022,Journal of Urban Planning and Development,"Kim D., Shim J., Park J., Cho J., Kumar S.",10.1061/(ASCE)UP.1943-5444.0000787,Article,4.772769928,5.8721237183
6,11,,Urban Catchment-Scale Blue-Green-Gray Infrastructure Classification with Unmanned Aerial Vehicle Images and Machine Learning Algorithms,blue infrastructure; classification; green infrastructure; machine learning; unmanned aerial vehicle images,"Green infrastructure (GI), such as green roofs, is now widely used in sustainable urban development. An accurate mapping of GI is important to provide surface parameterization for model development. However, the accuracy and precision of mapping GI is still a challenge in identifying GI at the small catchment scale. We proposed a framework for blue-green-gray infrastructure classification using machine learning algorithms and unmanned aerial vehicle (UAV) images that contained digital surface model (DSM) information. We used the campus of the Southern University of Science and Technology in Shenzhen, China, as a study case for our classification method. The UAV was a DJI Phantom 4 Multispectral, which measures the blue, green, red, red-edge, and near-infrared bands and DSM information. Six machine learning algorithms, i.e., fuzzy classifier, k-nearest neighbor classifier, Bayes classifier, classification and regression tree, support vector machine (SVM), and random forest (RF), were used to classify blue (including water), green (including green roofs, grass, trees (shrubs), bare land), and gray (including buildings, roads) infrastructure. The highest kappa coefficient was observed for RF and the lowest was observed for SVM, with coefficients of 0.807 and 0.381, respectively. We optimized the sampling method based on a chessboard grid and got the optimal sampling interval of 11.6 m to increase the classification efficiency. We also analyzed the effects of weather conditions, seasons, and different image layers, and found that images in overcast days or winter days could improve the classification accuracy. In particular, the DSM layer was crucial for distinguishing green roofs and grass, and buildings and roads. Our study demonstrates the feasibility of using UAV images in urban blue-green-gray infrastructure classification, and our infrastructure classification framework based on machine learning algorithms is effective. Our results could provide the basis for the future urban stormwater management model development and aid sustainable urban planning. Copyright © 2022 Jia, Cui and Liu.",2022,Frontiers in Environmental Science,"Jia J., Cui W., Liu J.",10.3389/fenvs.2021.778598,Article,4.7879142761,5.8430809974999995
6,12,,Investigation of Airflow around Buildings using Large-Eddy Simulations for Unmanned Aircraft Systems Applications,,"The ever-increasing demand for Unmanned Aircraft Systems (UAS) has led to the desire for integrating them into spaces in close proximity of humans like dense urban spaces, a reality previously thought of as inconceivable. One of the main concerns to be addressed before its widespread adoption is safety, especially in areas of operation adjacent to structures like buildings. This work investigates the effect of building geometries on the flow field in a simplified urban setup consisting of an isolated building to predict their potential impacts on UAS operations. Unanticipated wind gusts or turbulent flow conditions prevalent around various structures constitute a significant challenge for UAS operations in urban environments. We use Large-Eddy Simulation to better understand the unsteady and highly coherent turbulent flow structures produced by buildings in neutral atmospheric boundary layer flow. Furthermore, we also demonstrate a non-intrusive machine learning methodology to predict flow fields to augment safe wind-aware navigation systems for Unmanned Aerial Vehicles as a first step towards safely integrating UAS into existing aerial infrastructure. © 2022, American Institute of Aeronautics and Astronautics Inc.. All rights reserved.",2022,"AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2022","Landua T.R., Vuppala R.K.S.S., Kara K.",10.2514/6.2022-1688,Conference Paper,4.6896123886000005,5.917869091
6,18,,Towards a Multi-agents Model for Automatic Big Data Processing to Support Urban Planning,Automation; Big data; Big data analytics; Decision-making; Machine learning; Multi-agent system; Smart data; Urban planning,"The objective of this paper was to propose a multi-agents model for automating big data processing, to improve the process of decision-making and urban planning. The huge amounts of collected data from different domains, such as urban management and remote sensing, are characterized as big data with a spatial component. Smart data is the approach to deal with big data characteristics and challenges by focusing on the Value aspect. The focus on smart data on the relevant data and the mechanism of automation and collaboration of the agents, will contribute to the efficient automating for big data analytics and processing. The proposed approach is based on a collection of agents, and adopt the concept of smart data, this paradigm focus on the aspect value from the big data and help to retrieve the useful information from the large volumes of data by intelligent processing. The proposed model describes the functionalities of the agents. The agents receive data in real time, perform the operations of storing data, pre-processing, streaming processing and batch processing and finally transfer the results of analysis to the services and applications. Machine learning techniques can be used to enhance the aspect of cognition of the agents; through a case study, we used supervised learning methods to build a classification model to support the process of urban planning by predicting the type of habitat adequate for the population based on their demographic and socio-economic characteristics. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2022,"Advances in Science, Technology and Innovation","Sassite F., Addou M., Barramou F.",10.1007/978-3-030-80458-9_1,Book Chapter,4.7915658951,6.0333871841
6,24,1.0,Urban soils as a spatial indicator of quality for urban socio-ecological systems,Andes; Cities; Environmental Quality; Machine learning; Volcanic urban soils,"The development of criteria and indicators to quantify the transition to sustainability of the urban socio-ecological systems quality is determinant for planning policies and the 21st century urban agenda. This study models the spatial variation in the concentration and distribution of some macronutrients, micronutrients, and trace nutrients in the soil of a high-altitude city in the Andes. Meanwhile, machine learning methods were employed to study some interactions between the different dimensions that constitute an urban socio-ecosystem that caused these variations. We proposed a methodology that considered two phases: a) field work to collect data on 300 soil samples; laboratory analysis to measure the concentrations of 24 macronutrients, micronutrients, and trace nutrients; and the design of geophysical, spectral, and urban co-variables; b) statistical and geo-informatics analysis, where multivariate analysis grouped the elements into factors; and, machine learning integrated with co-variables was applied to derive the intensity of each factor across the city. Multivariate statistics described the variation in soil co-concentrations with a moderate percentage (42%). Four factors were determined that grouped some of the analyzed elements, as follows: F1 (Zn, S, Cu, Pb, Ni, and Cr), F2 (Ba, Ag, K, In, and Mg), F3 (B, V, Li, and Sr), and F4 (Si and Mn). The percentage R2 out-of-bag of the spatial model were: F1 = 20%, F2 = 8%, F3 = 14%, and F4 = 10%. Our outputs show that the enrichment and contamination by anthropogenic factors, such as the increase in population density, land use, road network, and traffic generated by fossil fuel vehicles, should be prioritized in urban planning decisions. © 2021",2021,Journal of Environmental Management,"Bonilla-Bedoya S., López-Ulloa M., Mora-Garcés A., Macedo-Pezzopane J.E., Salazar L., Herrera M.Á.",10.1016/j.jenvman.2021.113556,Article,4.7816720009,5.8494334221
6,25,,Data-based wildfire risk model for Mediterranean ecosystems-case study of the Concepción metropolitan area in central Chile,,"Wildfire risk is latent in Chilean metropolitan areas characterized by the strong presence of wildland-urban interfaces (WUIs). The Concepción metropolitan area (CMA) constitutes one of the most representative samples of that dynamic. The wildfire risk in the CMA was addressed by establishing a model of five categories (near zero, low, moderate, high, and very high) that represent discernible thresholds in fire occurrence, using geospatial data and satellite images describing anthropic-biophysical factors that trigger fires. Those were used to deliver a model of fire hazard using machine learning algorithms, including principal component analysis and Kohonen self-organizing maps in two experimental scenarios: Only native forest and only forestry plantation. The model was validated using fire hotspots obtained from the forestry government organization. The results indicated that 12.3% of the CMA's surface area has a high and very high risk of a forest fire, 29.4% has a moderate risk, and 58.3% has a low and very low risk. Lastly, the observed main drivers that have deepened this risk were discussed: First, the evident proximity between the increasing urban areas with exotic forestry plantations and, second, climate change that threatens triggering more severe and large wildfires because of human activities. © 2021 Edilia Jaque Castillo et al.",2021,Natural Hazards and Earth System Sciences,"Jaque Castillo E., Fernández A., Fuentes Robles R., Ojeda C.G.",10.5194/nhess-21-3663-2021,Article,4.6980414391,5.9592504501
6,29,,Classification of the influence of urban canyon geometry and reflectance on seasonal solar irradiation in three European cities,Classification; Machine Learning; Reflectance; Simulation; Solar radiation; Urban canyon,"The study presents a methodological framework for simulating, analyzing and classifying the seasonal solar exposure and irradiation uniformity of symmetrical urban canyons in three European cities with different latitudes: Athens, Paris and Helsinki. Parametric solar radiation simulations are conducted by varying the urban canyon geometry, orientation and surface reflectance. The study proposes the Solar Irradiation Ratio (SIR) and develops a qualitative classification scheme for solar exposure and irradiation uniformity in order to compare simulation results from different cities and label each urban canyon surface accordingly. Finally, the study trains and tests Random Forest classifiers which enable the quick classification of any symmetrical canyon geometry by providing canyon geometry, orientation and surface reflectance as inputs. Testing reveals that the classifiers have decent performance (accuracy: 0.89 – 0.94, precision: 0.82 – 0.92) and consequently may be used in early urban design and planning studies to get a quick estimate of the solar performance of a given symmetrical urban canyon, before full-scale simulations take place. © 2021",2021,Sustainable Cities and Society,Vartholomaios A.,10.1016/j.scs.2021.103379,Article,4.5955815315,6.0165524483
