0,1
urban flood risk,[-1]
flood risk mapping,[-1]
risk mapping using,[-1]
machine learning technique,"[-1, 1, 2]"
prevent urban flood,[-1]
urban flood damage,[-1]
flood risk map,[-1]
hydraulic data using,[-1]
data using two,[-1]
machine learning model,"[-1, 0, 1, 2]"
Quick Unbiased Efficient,[-1]
Unbiased Efficient Statistical,[-1]
Efficient Statistical Tree,[-1]
flood conditioning factor,[-1]
conditioning factor used,[-1]
flooded zone assigned,[-1]
different conditioning factor,[-1]
including urban density,[-1]
analyze flood vulnerability,[-1]
Fuzzy Analytical Network,[-1]
Analytical Network Process,[-1]
produced using flood,[-1]
using flood hazard,[-1]
flood vulnerability map,[-1]
evaluate model performance,[-1]
higher performance accuracy,[-1]
result also indicated,"[-1, 1]"
elevation played major,[-1]
played major role,[-1]
flood hazard determination,[-1]
whereas population density,[-1]
urban land use,"[-1, 0, 1]"
land cover classification,"[-1, 1]"
cover classification using,[-1]
classification using remotely,[-1]
using remotely sensed,[-1]
remotely sensed sar,[-1]
sensed sar data,[-1]
deep belief network,[-1]
modern urban planning,[-1]
machine learning recently,[-1]
gradually extract feature,[-1]
Deep Belief Networks,[-1]
deployed deep learning,[-1]
deep learning architecture,[-1]
archive good classification,[-1]
good classification performance,[-1]
classification approach based,[-1]
detailed urban mapping,[-1]
urban mapping using,[-1]
mapping using polarimetric,[-1]
using polarimetric synthetic,[-1]
polarimetric synthetic aperture,[-1]
synthetic aperture radar,[-1]
effective contextual mapping,[-1]
contextual mapping feature,[-1]
Great Toronto Area,[-1]
support vector machine,"[-1, 1, 2]"
conventional neural network,[-1]
experimental result show,"[-1, 1, 2]"
method outperform three,[-1]
produces homogenous mapping,[-1]
homogenous mapping result,[-1]
preserved shape detail,[-1]
optimal integration level,[-1]
better urban land,[-1]
urban land cover,[-1]
land cover mapping,[-1]
Pearl River Delta,"[-1, 1]"
integrating synthetic aperture,[-1]
improve urban land,[-1]
suitable remain unclear,[-1]
compare different integration,[-1]
different integration level,[-1]
study using optical,[-1]
decision level using,[-1]
level using four,[-1]
using four typical,[-1]
four typical machine,[-1]
typical machine learning,[-1]
machine learning method,"[-1, 1, 2]"
experimental result indicated,[-1]
extracted feature achieved,[-1]
using optical data,[-1]
optical data alone,[-1]
fusion required different,[-1]
required different suitable,[-1]
different suitable method,[-1]
suitable method depending,[-1]
maximum likelihood method,[-1]
using texture feature,[-1]
research also shown,[-1]
guarantee improvement compared,[-1]
using single data,[-1]
single data source,[-1]
appropriate fusion level,[-1]
urban water resource,[-1]
water resource management,"[-1, 1]"
sustainable environment planning,[-1]
environment planning using,[-1]
planning using artificial,[-1]
using artificial intelligence,"[-1, 0, 2]"
artificial intelligence technique,[-1]
properly controlled water,[-1]
controlled water resource,[-1]
conventional Water system,[-1]
Water system Management,[-1]
system Management maximizes,[-1]
existing water flows,[-1]
water flows available,[-1]
Climatic change would,[-1]
change would intensify,[-1]
sustainable water resource,[-1]
sustainable water development,[-1]
Adaptive Intelligent Dynamic,[-1]
Intelligent Dynamic Water,[-1]
Dynamic Water Resource,[-1]
Water Resource Planning,[-1]
adaptive intelligent approach,[-1]
artificial intelligence modeling,[-1]
intelligence modeling improve,[-1]
modeling improve water,[-1]
improve water efficiency,[-1]
combining numeric AI,[-1]
numeric AI tool,[-1]
human intellectual skill,[-1]
Markov Decision Process,[-1]
dynamic water resource,[-1]
resource management issue,[-1]
released locational constraint,[-1]
optimize several efficient,[-1]
several efficient environmental,[-1]
efficient environmental planning,[-1]
local economic efficiency,[-1]
mapping urban form,[-1]
city block level,[-1]
block level using,[-1]
level using spatial,[-1]
using spatial metric,[-1]
urban metric describing,[-1]
open space area,[-1]
mapping distinct type,[-1]
space area along,[-1]
along contour parallel,[-1]
urban block boundary,[-1]
identifying different type,"[-1, 1]"
Brussels Capital Region,[-1]
decision tree classification,[-1]
urban form classification,[-1]
form classification based,[-1]
traditional landscape ecological,[-1]
landscape ecological metric,[-1]
analysing urban landscape,[-1]
Urban Forms Based,[-1]
provide unprecedented insight,[-1]
help planner develop,[-1]
current method either,[-1]
method either lack,[-1]
either lack quantitative,[-1]
lack quantitative measurement,[-1]
interactive visual analytic,[-1]
visual analytic system,[-1]
helps planner leverage,[-1]
urban form based,[-1]
street view image,"[-1, 1, 2]"
novel parallel coordinate,[-1]
parallel coordinate plot,[-1]
integrate visualization technique,[-1]
street view pattern,[-1]
New York City,"[-1, 1, 2]"
domain expert demonstrate,[-1]
facilitating various analytical,[-1]
various analytical task,[-1]
land Classification Using,[-1]
Classification Using Remotely,[-1]
Using Remotely Sensed,[-1]
Remotely Sensed Data,[-1]
challenging task due,[-1]
radically novel approach,[-1]
remote sensing satellite,[-1]
sensing satellite imagery,[-1]
land cover map,"[-1, 1]"
acquired satellite image,[-1]
drastically different approach,[-1]
different approach compared,[-1]
unsupervised spectral unmixing,[-1]
European Environment Agency,[-1]
supervised classification framework,[-1]
present result using,[-1]
result using several,[-1]
multilabel learning classifier,[-1]
annotated training example,[-1]
different time instance,[-1]
land cover estimation,[-1]
experimental result suggest,[-1]
achieve excellent prediction,[-1]
excellent prediction accuracy,[-1]
diverse training example,[-1]
spectral unmixing method,[-1]
microsite condition dominate,[-1]
condition dominate habitat,[-1]
dominate habitat selection,[-1]
red mason bee,[-1]
common wild bee,[-1]
citizen science approach,[-1]
investigate driver behind,[-1]
volunteer hung trap,[-1]
hung trap nest,[-1]
local flower availability,[-1]
digital GIS biotope,[-1]
GIS biotope data,[-1]
biotope data map,[-1]
urban matrix property,[-1]
nearby floral resource,[-1]
open housing structure,[-1]
higher sun exposure,[-1]
Place without suitable,[-1]
without suitable nesting,[-1]
suitable nesting opportunity,[-1]
landslide susceptibility using,[-1]
Three Gorges Reservoir,[-1]
landslide susceptibility mapping,[-1]
landslide risk management,[-1]
used three statistical,[-1]
three statistical model,[-1]
landslide inventory map,[-1]
prepared using earlier,[-1]
using earlier geotechnical,[-1]
earlier geotechnical investigation,[-1]
geotechnical investigation report,[-1]
initial fourteen landslide,[-1]
fourteen landslide causal,[-1]
landslide causal factor,[-1]
causal factor via,[-1]
factor via factor,[-1]
via factor correlation,[-1]
factor correlation analysis,[-1]
effective causal factor,[-1]
landslide susceptibility evaluation,[-1]
receiver operating characteristic,[-1]
respective optimal case,[-1]
ROC curve analysis,[-1]
curve analysis showed,[-1]
learning model performed,[-1]
model performed better,[-1]
travel block based,[-1]
GIS hotspot analysis,[-1]
hotspot analysis using,[-1]
analysis using spatial,[-1]
using spatial distribution,[-1]
spatial distribution learning,[-1]
distribution learning algorithm,[-1]
improving urban planning,"[-1, 1]"
take full advantage,[-1]
fully mechanically control,[-1]
built environment conducive,[-1]
evaluate travel carbon,[-1]
travel carbon emission,[-1]
index data collected,[-1]
conducted hotspot analysis,[-1]
comprehensive carbon emission,[-1]
hotspot density surface,[-1]
E block within,[-1]
lowest travel carbon,[-1]
public service facility,[-1]
old urban district,[-1]
residential building area,[-1]
total road area,[-1]
transit site buffered,[-1]
shopping service buffered,[-1]
recreational facility buffered,[-1]
dense road network,[-1]
higher volume rate,[-1]
bus station coverage,[-1]
carbon emission assessment,[-1]
deep computer vision,[-1]
modelling urban system,[-1]
artificial intelligence across,[-1]
computer vision show,[-1]
vision show promising,[-1]
show promising potential,[-1]
computer vision shows,[-1]
vision shows progress,[-1]
subdivide computer vision,[-1]
computer vision algorithms,[-1]
understanding urban system,[-1]
urban system related,[-1]
one another relying,[-1]
also show recommendation,[-1]
multiscale road centerline,[-1]
road centerline extraction,[-1]
accurate road extraction,[-1]
vehicle navigation system,[-1]
common road extraction,[-1]
road extraction method,[-1]
design robust handcrafted,[-1]
robust handcrafted feature,[-1]
road centerlines extraction,[-1]
centerlines extraction problem,[-1]
feature learning based,[-1]
extract robust feature,[-1]
robust feature automatically,[-1]
extract road centerline,[-1]
road centerline based,[-1]
multiscale Gabor filter,[-1]
proposed algorithm consists,[-1]
following four step,"[-1, 2]"
convolutional neural network,[-1]
raw data automatically,[-1]
resulting classification map,[-1]
original imagery serving,[-1]
accurate road network,[-1]
higher quantitative result,[-1]
satisfactory visual performance,[-1]
progressively Expanded Neural,[-1]
Expanded Neural Network,[-1]
hyperspectral image classification,[-1]
new neural network,[-1]
neural network paradigm,[-1]
remote sensing image,"[-1, 1]"
sensing image analysis,[-1]
application including forestry,[-1]
machine learning based,[-1]
learning based algorithms,[-1]
shown promising result,[-1]
insufficient information abstraction,[-1]
interpreting hyperspectral pixel,[-1]
novel neural network,[-1]
neural network based,[-1]
network based classification,[-1]
based classification algorithm,[-1]
named Progressively Expanded,[-1]
Progressively Expanded Neural,[-1]
effectively interpret hyperspectral,[-1]
interpret hyperspectral pixel,[-1]
nonlinear feature space,[-1]
HSI classification framework,[-1]
four standard hyperspectral,[-1]
standard hyperspectral dataset,[-1]
hyperspectral dataset illustrate,[-1]
PEN Net classifier,[-1]
Net classifier yield,[-1]
classifier yield better,[-1]
yield better accuracy,[-1]
competitive processing speed,[-1]
HSI classification task,[-1]
classification task compared,[-1]
layer based PEN,[-1]
based PEN Net,[-1]
PEN Net generally,[-1]
Net generally provides,[-1]
generally provides better,[-1]
provides better performance,[-1]
single hidden layer,[-1]
hidden layer one,[-1]
based HSI classification,[-1]
proposed neural network,[-1]
neural network architecture,[-1]
network architecture opens,[-1]
urban traffic flow,[-1]
traffic flow analysis,[-1]
flow analysis based,[-1]
deep learning car,[-1]
learning car detection,[-1]
cctv image series,[-1]
road traffic infrastructure,[-1]
automatic number plate,[-1]
number plate recognition,[-1]
travel time estimation,[-1]
deep learning convolutional,[-1]
