1-gram,1-gram-score,1-gram-freq,1-gram-docs,1-gram-clusters,2-gram,2-gram-score,2-gram-freq,2-gram-docs,2-gram-clusters,3-gram,3-gram-score,3-gram-freq,3-gram-docs,3-gram-clusters,N-gram,N-gram-score,N-gram-freq,N-gram-docs,N-gram-clusters
practice,0.0027074001,35,24,1,case study,0.0023895889,15,11,1,urban regime theory,0.0021613647,4,1,1,practice,0.0027074001,35,24,1
landscape,0.0023979830000000002,31,9,1,typhoid fever,0.0017523652000000002,11,1,1,ethnic minority group,0.0016210235,3,1,1,landscape,0.0023979830000000002,31,9,1
festival,0.0021659201,28,2,1,young people,0.0015930593,10,5,1,urban forest manager,0.0016210235,3,1,1,case study,0.0023895889,15,11,1
strategy,0.0017017944,22,15,1,city planning,0.0015930593,10,5,1,human sensory assessment,0.0016210235,3,1,1,festival,0.0021659201,28,2,1
experience,0.0016244401,21,12,1,urban development,0.0014337534,9,8,1,site interpretation centre,0.0016210235,3,1,1,urban regime theory,0.0021613647,4,1,1
book,0.0016244401,21,11,1,urban study,0.0012744474,8,6,1,typhoid fever case,0.0010806823,2,1,1,typhoid fever,0.0017523652000000002,11,1,1
interest,0.0016244401,21,13,1,residential standard,0.0012744474,8,1,1,public green space,0.0010806823,2,1,1,strategy,0.0017017944,22,15,1
vision,0.0015470858,20,9,1,new town,0.0011151415,7,1,1,social impact assessment,0.0010806823,2,1,1,experience,0.0016244401,21,12,1
place,0.001541655,54,22,2,urban area,0.0009558356,6,5,1,different thermal index,0.0010806823,2,1,1,book,0.0016244401,21,11,1
state,0.0014697315000000001,19,12,1,urban environment,0.0009558356,6,5,1,cultural ecosystem service,0.0010806823,2,1,1,interest,0.0016244401,21,13,1
theory,0.0013923772,18,10,1,everyday life,0.0009558356,6,6,1,urban sustainability transition,0.0010806823,2,1,1,ethnic minority group,0.0016210235,3,1,1
perspective,0.0013150229,17,11,1,urban sustainability,0.0009558356,6,2,1,urban planning process,0.0010806823,2,2,1,urban forest manager,0.0016210235,3,1,1
waterfront,0.0013150229,17,4,1,regime theory,0.0009558356,6,1,1,greenhouse gas emission,0.0010806823,2,2,1,human sensory assessment,0.0016210235,3,1,1
indicator,0.0013150229,17,4,1,modern city,0.0009558356,6,3,1,urban growth boundary,0.0010806823,2,1,1,site interpretation centre,0.0016210235,3,1,1
knowledge,0.0012376686000000001,16,5,1,social science,0.0007965296,5,4,1,using social medium,0.0010806823,2,1,1,young people,0.0015930593,10,5,1
form,0.0011603143,15,12,1,social life,0.0007965296,5,2,1,last two decade,0.0010806823,2,2,1,city planning,0.0015930593,10,5,1
child,0.0011603143,15,6,1,urban life,0.0007965296,5,4,1,urban public space,0.0010806823,2,2,1,vision,0.0015470858,20,9,1
approach,0.0010848683,38,22,2,urban growth,0.0007965296,5,4,1,relationship among people,0.0010806823,2,1,1,place,0.001541655,54,22,2
need,0.00108296,14,10,1,planning process,0.0007965296,5,3,1,satisfy project requirement,0.0010806823,2,1,1,state,0.0014697315000000001,19,12,1
youth,0.00108296,14,5,1,local people,0.0007965296,5,4,1,multilocal creative knowledge,0.0010806823,2,1,1,urban development,0.0014337534,9,8,1
