0,1
land cover pattern,{-1}
used multivariate regression,{-1}
multivariate regression technique,{-1}
otherwise biased parameter,{-1}
biased parameter estimate,{-1}
using hydrological modeling,{-1}
watershed soil erosion,{-1}
largest patch index,{-1}
patch cohesion index,"{0, -1}"
patch land cover,{-1}
land cover type,"{0, -1}"
significantly accelerate soilerosion,{-1}
increase sediment export,{-1}
providing quantitative information,{-1}
allow decision maker,{-1}
make better choice,{-1}
choice regarding landscape,{-1}
regarding landscape planning,{-1}
remote sensing data,"{1, -1}"
geographic information system,"{1, -1}"
simple plsr approach,{-1}
urban flood risk,{-1}
machine learning technique,"{0, 1, -1}"
flood risk mapping,{-1}
prevent urban flood,{-1}
urban flood damage,{-1}
flood risk map,{-1}
machine learning model,"{0, 1, -1}"
flood conditioning factor,{-1}
different conditioning factor,{-1}
including urban density,{-1}
analyze flood vulnerability,{-1}
using flood hazard,{-1}
flood vulnerability map,{-1}
evaluate model performance,{-1}
higher performance accuracy,{-1}
played major role,{-1}
flood hazard determination,{-1}
whereas population density,{-1}
building energy disclosure,{-1}
energy efficiency market,{-1}
carbon reduction plan,{-1}
using training data,{-1}
energy disclosure policy,{-1}
use statistical model,{-1}
energy use attribute,{-1}
energy use data,{-1}
support vector regression,{-1}
energy benchmarking data,{-1}
natural gas use,{-1}
zip code level,{-1}
using actual consumption,{-1}
actual consumption data,{-1}
ols model performs,{-1}
lowest mean absolute,{-1}
mean absolute error,"{0, -1}"
predicting energy use,{-1}
predicted electric energy,{-1}
electric energy use,{-1}
energy use intensity,{-1}
mean absolute log,{-1}
absolute log accuracy,{-1}
log accuracy ratio,{-1}
higher consumption level,{-1}
higher electric consumption,{-1}
larger building use,{-1}
use less energy,{-1}
per square foot,{-1}
shared party wall,{-1}
lower natural gas,{-1}
gas use intensity,{-1}
using actual data,{-1}
relatively small subset,{-1}
integrating artificial immune,{-1}
artificial immune system,{-1}
simulating urban expansion,{-1}
urban ca model,{-1}
deriving transition rule,{-1}
inertia ca model,{-1}
possible external intervention,{-1}
particularly planning policy,{-1}
use artificial immune,{-1}
incorporating external intervention,{-1}
biological immune system,{-1}
incorporates planning policy,{-1}
generating different scenario,{-1}
evaluate different option,{-1}
urban agglomeration development,{-1}
various planning scenario,{-1}
spatial heterogeneity perspective,{-1}
landscape pattern change,{-1}
urban ecological management,{-1}
using four landscape,{-1}
geographically weighted regression,{-1}
gross domestic production,{-1}
urban landscape pattern,{-1}
different urbanization mode,{-1}
spatial differentiation characteristic,{-1}
using image recognition,{-1}
cultural ecosystem service,{-1}
social medium photographs,{-1}
mapping cultural ecosystem,{-1}
mapping cultural use,{-1}
manual content analysis,{-1}
automating content analysis,{-1}
ecosystem service assessment,{-1}
particular natural attraction,{-1}
high vegetation cover,{-1}
inform urban planning,{-1}
artificial intelligence solution,{-1}
urban land dynamic,{-1}
land dynamic modeling,{-1}
dynamic modeling process,{-1}
land dynamic domain,{-1}
hybrid ai system,{-1}
although challenge exist,{-1}
offer promising solution,{-1}
artificial neural network,{-1}
last three decade,{-1}
land change science,{-1}
shown considerable merit,{-1}
determining transition rule,{-1}
consider neighborhood effect,{-1}
determining ca transition,{-1}
ca transition rule,{-1}
using standard evaluation,{-1}
standard evaluation measure,{-1}
proposed integrated model,{-1}
modified luc model,{-1}
consistently better goodness,{-1}
fit calibration value,{-1}
improved urban planning,{-1}
artificial intelligence technology,{-1}
assisted urban search,{-1}
structural collapse disaster,{-1}
routinely inspire sympathy,{-1}
heroic rescue personnel,{-1}
often frustrating task,{-1}
frustrating task environment,{-1}
involving collapsed structure,{-1}
remote inspection industry,{-1}
inspection industry show,{-1}
show great potential,{-1}
discusses key issue,{-1}
discus ongoing development,{-1}
automated search asset,{-1}
numerical method shortcoming,{-1}
search asset allocation,{-1}
initial expert system,{-1}
expert system prototype,{-1}
various structural collapse,{-1}
structural collapse simulation,{-1}
collapse simulation package,{-1}
specific entry point,{-1}
various collapsed structure,{-1}
collapsed structure entry,{-1}
structure entry point,{-1}
decision support tool,{-1}
overall search efficiency,{-1}
related military application,{-1}
urban water resource,{-1}
water resource management,{-1}
using artificial intelligence,{-1}
artificial intelligence technique,{-1}
properly controlled water,{-1}
controlled water resource,{-1}
conventional water system,{-1}
sustainable water resource,{-1}
sustainable water development,{-1}
adaptive intelligent approach,{-1}
intelligence modeling improves,{-1}
modeling improves water,{-1}
improves water efficiency,{-1}
numeric ai tool,{-1}
human intellectual skill,{-1}
dynamic water resource,{-1}
resource management issue,{-1}
released locational constraint,{-1}
efficient environmental planning,{-1}
local economic efficiency,{-1}
mapping urban form,{-1}
city block level,{-1}
open space area,{-1}
mapping distinct type,{-1}
along contour parallel,{-1}
urban block boundary,{-1}
identifying different type,{-1}
decision tree classification,{-1}
urban form classification,{-1}
analysing urban landscape,{-1}
guiding urban planner,{-1}
protect urban dweller,{-1}
adverse heat impact,{-1}
estimated statistical model,{-1}
remotely sensed temperature,{-1}
sensed temperature data,{-1}
urban vegetation configuration,{-1}
vegetation configuration influence,{-1}
influence urban temperature,{-1}
panel regression model,{-1}
larger cooling effect,{-1}
location reduces surface,{-1}
reduces surface temperature,{-1}
urban vegetation type,{-1}
weighted regression model,{-1}
showed spatial variation,{-1}
different vegetation type,{-1}
across urban landscape,{-1}
different urban vegetation,{-1}
summer surface temperature,{-1}
location increases cooling,{-1}
urban vegetation structure,{-1}
capturing local detail,{-1}
entire city coverage,{-1}
spatially explicit tool,{-1}
serious fine particulate,{-1}
fine particulate matter,"{0, -1}"
corresponding landscape pattern,{-1}
six urban agglomeration,{-1}
four landscape index,{-1}
represent land use,{-1}
landscape index refer,{-1}
fractal dimension index,{-1}
potential urban planning,{-1}
land use coverage,{-1}
relatively large scale,{-1}
improve air quality,{-1}
present positive correlation,{-1}
urban thermal condition,{-1}
urban heat island,"{0, -1}"
recognized ten factor,{-1}
two main shortcoming,{-1}
spatial vector data,{-1}
common spatial resolution,{-1}
learning statistical model,"{0, -1}"
boosted regression tree,"{0, -1}"
land surface temperature,"{0, -1}"
cooler surface temperature,{-1}
established uhi definition,{-1}
different spatial structure,{-1}
