1-gram,1-gram-score,1-gram-freq,1-gram-docs,1-gram-clusters,2-gram,2-gram-score,2-gram-freq,2-gram-docs,2-gram-clusters,3-gram,3-gram-score,3-gram-freq,3-gram-docs,3-gram-clusters,N-gram,N-gram-score,N-gram-freq,N-gram-docs,N-gram-clusters
landscape,0.010643596200000001,136,26,7,garden landscape,0.0067562842000000005,9,3,1,landscape pattern analysis,0.009607340300000001,5,1,1,landscape,0.010643596200000001,136,26,7
tourism,0.010156207700000001,25,5,4,aesthetic space,0.0060055859,8,1,1,regional architectural culture,0.009607340300000001,5,1,1,tourism,0.010156207700000001,25,5,4
connotation,0.0073124695,9,8,2,landscape design,0.0057553532000000004,23,10,4,rural aesthetic space,0.0076858722,4,1,1,landscape pattern analysis,0.009607340300000001,5,1,1
garden,0.0071621047000000005,26,6,5,mountain tourism,0.0052548877,7,1,1,mountain tourism town,0.0076858722,4,1,1,regional architectural culture,0.009607340300000001,5,1,1
style,0.0060937246,15,6,4,landscape configuration,0.0045041895,6,1,1,experience urban landscape,0.0076858722,4,1,1,rural aesthetic space,0.0076858722,4,1,1
quarry,0.0060937246,5,1,1,landscape preference,0.0045041895,9,1,2,new tourism village,0.0076858722,4,1,1,mountain tourism town,0.0076858722,4,1,1
superiority,0.0060937246,5,1,1,landscape pattern,0.0045041895,6,1,1,urban landscape configuration,0.0057644042,3,1,1,experience urban landscape,0.0076858722,4,1,1
decoration,0.0060937246,5,3,1,waterfront landscape,0.0045041895,6,2,1,water diversion project,0.0057644042,3,1,1,new tourism village,0.0076858722,4,1,1
sculpture,0.0056874763,7,1,2,environmental sculpture,0.0045041895,6,1,1,basin water transfer,0.0057644042,3,1,1,connotation,0.0073124695,9,8,2
art,0.0052338457,19,8,5,new tourism,0.0045041895,6,1,1,architectural design style,0.0057644042,3,1,1,garden,0.0071621047000000005,26,6,5
corridor,0.0051737093,9,2,3,cultural heritage,0.0038949759,11,6,3,red revolutionary culture,0.0057644042,3,1,1,garden landscape,0.0067562842000000005,9,3,1
planting,0.0048749797000000004,4,1,1,pattern analysis,0.0037534912,5,1,1,internal building space,0.0057644042,3,1,1,style,0.0060937246,15,6,4
construction,0.0041478721,53,15,7,abandoned quarry,0.0037534912,5,1,1,new socialist countryside,0.0057644042,3,1,1,superiority,0.0060937246,5,1,1
water,0.0041319835,15,6,5,space environment,0.0037534912,5,3,1,local landscape configuration,0.0038429361,2,1,1,decoration,0.0060937246,5,3,1
heritage,0.0041319835,15,7,5,building space,0.0037534912,5,3,1,natural aesthetic philosophy,0.0038429361,2,1,1,aesthetic space,0.0060055859,8,1,1
engineering,0.0041319835,15,2,5,rural landscape,0.0035032585,7,2,2,road landscape design,0.0038429361,2,1,1,urban landscape configuration,0.0057644042,3,1,1
layout,0.0040624831,5,2,2,public art,0.0031867985,9,2,3,urban road landscape,0.0038429361,2,1,1,water diversion project,0.0057644042,3,1,1
countryside,0.0040239961,7,3,3,rural area,0.003002793,12,7,4,ecological garden landscape,0.0038429361,2,1,1,basin water transfer,0.0057644042,3,1,1
mountain,0.0036562348000000002,9,3,4,garden design,0.003002793,4,2,1,marine coastal construction,0.0038429361,2,1,1,architectural design style,0.0057644042,3,1,1
charm,0.0036562348000000002,3,3,1,ecological environment,0.003002793,4,3,1,urban landscape design,0.0038429361,3,1,2,red revolutionary culture,0.0057644042,3,1,1
diversion,0.0036562348000000002,3,1,1,architectural style,0.003002793,6,3,2,intangible cultural heritage,0.0038429361,3,1,2,internal building space,0.0057644042,3,1,1
appearance,0.0036562348000000002,9,4,4,rural design,0.003002793,6,2,2,rural housing reconstruction,0.0038429361,2,1,1,new socialist countryside,0.0057644042,3,1,1
protection,0.0034491395,6,4,3,lighting scheme,0.003002793,4,1,1,cross basin water,0.0038429361,2,1,1,landscape design,0.0057553532000000004,23,10,4
