1-gram,1-gram-score,1-gram-freq,1-gram-docs,1-gram-clusters,2-gram,2-gram-score,2-gram-freq,2-gram-docs,2-gram-clusters,3-gram,3-gram-score,3-gram-freq,3-gram-docs,3-gram-clusters,N-gram,N-gram-score,N-gram-freq,N-gram-docs,N-gram-clusters
park,0.0283119439,62,7,5,urban park,0.0129081434,16,5,3,public open space,0.027092699600000002,9,4,2,park,0.0283119439,62,7,5
biodiversity,0.0107751229,8,3,2,park user,0.0119727839,7,3,1,artificial lake space,0.027092699600000002,6,1,1,public open space,0.027092699600000002,9,4,2
visitor,0.0101016777,15,5,4,lake space,0.010262386200000001,6,1,1,social carrying capacity,0.027092699600000002,6,1,1,artificial lake space,0.027092699600000002,6,1,1
utilisation,0.0101016777,5,1,1,public park,0.0091221211,8,1,2,urban national park,0.018061799700000002,4,1,1,social carrying capacity,0.027092699600000002,6,1,1
restorativeness,0.0101016777,5,1,1,artificial lake,0.0091221211,8,1,2,towards urban park,0.013546349800000001,3,1,1,urban national park,0.018061799700000002,4,1,1
specie,0.0087547873,13,5,4,national park,0.0085519885,5,1,1,use urban park,0.013546349800000001,3,1,1,towards urban park,0.013546349800000001,3,1,1
soundscape,0.008081342200000001,6,1,2,green space,0.008067589600000001,10,4,3,urban park user,0.013546349800000001,3,2,1,use urban park,0.013546349800000001,3,1,1
carrying,0.008081342200000001,4,1,1,open space,0.007981855900000001,14,4,4,sustainable land use,0.0090308999,2,1,1,urban park user,0.013546349800000001,3,2,1
tree,0.0076236015,8,2,3,carrying capacity,0.0068415908,6,1,2,urban green space,0.0090308999,3,3,2,urban park,0.0129081434,16,5,3
square,0.007407897,11,1,4,plant specie,0.0068415908,4,3,1,old masonry wall,0.0090308999,2,1,1,park user,0.0119727839,7,3,1
garden,0.0073063081000000005,16,2,5,social carrying,0.0068415908,4,1,1,public park design,0.0090308999,2,1,1,biodiversity,0.0107751229,8,3,2
plant,0.0053875614,8,4,4,attitude towards,0.0051311931000000005,3,1,1,community social interaction,0.0090308999,2,1,1,visitor,0.0101016777,15,5,4
flower,0.0053875614,4,2,2,community garden,0.0051311931000000005,3,1,1,mounting empirical evidence,0.0045154499,1,1,1,utilisation,0.0101016777,5,1,1
lake,0.0053875614,8,1,4,ornamental plant,0.0051311931000000005,3,1,1,delivers measurable benefit,0.0045154499,1,1,1,restorativeness,0.0101016777,5,1,1
pandemic,0.0053875614,4,1,2,stonewall tree,0.0051311931000000005,3,1,1,construct novel typology,0.0045154499,1,1,1,public park,0.0091221211,8,1,2
masonry,0.0040406711000000005,3,1,2,wellbeing benefit,0.0051311931000000005,3,1,1,geographically biased towards,0.0045154499,1,1,1,artificial lake,0.0091221211,8,1,2
relaxing,0.0040406711000000005,2,2,1,emotion dynamic,0.0051311931000000005,3,1,1,towards high latitude,0.0045154499,1,1,1,sustainable land use,0.0090308999,2,1,1
woody,0.0040406711000000005,2,1,1,positive emotion,0.0051311931000000005,3,1,1,key ecological feature,0.0045154499,1,1,1,urban green space,0.0090308999,3,3,2
serene,0.0040406711000000005,2,1,1,prevention strategy,0.0045610605,4,1,2,deliver human benefit,0.0045154499,1,1,1,old masonry wall,0.0090308999,2,1,1
prevention,0.0038118007,4,1,3,recreational facility,0.0034207954,3,2,2,several experimental study,0.0045154499,1,1,1,public park design,0.0090308999,2,1,1
satisfaction,0.0033672259,5,3,4,perceived health,0.0034207954,3,1,2,importance among culture,0.0045154499,1,1,1,community social interaction,0.0090308999,2,1,1
benefit,0.0031136616,24,4,7,local context,0.0034207954,3,3,2,promote high quality,0.0045154499,1,1,1,specie,0.0087547873,13,5,4
emotion,0.00279505,10,2,6,public attitude,0.0034207954,2,2,1,high quality interaction,0.0045154499,1,1,1,national park,0.0085519885,5,1,1
gardening,0.0026937807,2,1,2,sustainable land,0.0034207954,2,1,1,rapidly urbanising world,0.0045154499,1,1,1,soundscape,0.008081342200000001,6,1,2
crowding,0.0026937807,2,1,2,community gardening,0.0034207954,2,1,1,provide valuable insight,0.0045154499,1,1,1,green space,0.008067589600000001,10,4,3
evidence,0.00223604,8,4,6,emotion perception,0.0034207954,2,1,1,two overarching group,0.0045154499,1,1,1,open space,0.007981855900000001,14,4,4
latitude,0.0020203355,1,1,1,old masonry,0.0034207954,2,1,1,offer strong support,0.0045154499,1,1,1,tree,0.0076236015,8,2,3
ecologist,0.0020203355,1,1,1,masonry wall,0.0034207954,2,1,1,nearby natural environment,0.0045154499,1,1,1,square,0.007407897,11,1,4
greenspaces,0.0020203355,1,1,1,associated tree,0.0034207954,2,1,1,natural environment play,0.0045154499,1,1,1,garden,0.0073063081000000005,16,2,5
picnicking,0.0020203355,1,1,1,biodiversity people,0.0034207954,2,1,1,provide nature contact,0.0045154499,1,1,1,plant specie,0.0068415908,4,3,1
cleanliness,0.0020203355,1,1,1,woody plant,0.0034207954,2,1,1,across diverse culture,0.0045154499,1,1,1,social carrying,0.0068415908,4,1,1
heal,0.0020203355,1,1,1,neighbourhood level,0.0034207954,2,1,1,offer continued evidence,0.0045154499,1,1,1,plant,0.0053875614,8,4,4
empower,0.0020203355,1,1,1,functional property,0.0034207954,2,1,1,ethnic group value,0.0045154499,1,1,1,flower,0.0053875614,4,2,2
granting,0.0020203355,1,1,1,recreation perception,0.0034207954,2,1,1,developing appropriate design,0.0045154499,1,1,1,pandemic,0.0053875614,4,1,2
easement,0.0020203355,1,1,1,artificial element,0.0034207954,2,1,1,explores public attitude,0.0045154499,1,1,1,attitude towards,0.0051311931000000005,3,1,1
eumotion,0.0020203355,1,1,1,two town,0.0034207954,2,1,1,public attitude towards,0.0045154499,1,1,1,community garden,0.0051311931000000005,3,1,1
violet,0.0020203355,1,1,1,two type,0.0034207954,2,1,1,popular urban park,0.0045154499,1,1,1,ornamental plant,0.0051311931000000005,3,1,1
orange,0.0020203355,1,1,1,modern park,0.0034207954,2,1,1,passive recreational activity,0.0045154499,1,1,1,stonewall tree,0.0051311931000000005,3,1,1
tulip,0.0020203355,1,1,1,overall restorativeness,0.0034207954,2,1,1,universally similar attitude,0.0045154499,1,1,1,wellbeing benefit,0.0051311931000000005,3,1,1
gesneriana,0.0020203355,1,1,1,soundscape restorativeness,0.0034207954,2,1,1,land use planning,0.0045154499,1,1,1,emotion dynamic,0.0051311931000000005,3,1,1
hybrida,0.0020203355,1,1,1,perceived crowding,0.0034207954,2,1,1,typically distinct enterprise,0.0045154499,1,1,1,positive emotion,0.0051311931000000005,3,1,1
longiflorum,0.0020203355,1,1,1,visitor use,0.0034207954,2,1,1,contemporary ecological movement,0.0045154499,1,1,1,prevention strategy,0.0045610605,4,1,2
scutellarioides,0.0020203355,1,1,1,reduce visitor,0.0034207954,2,1,1,conventional urban development,0.0045154499,1,1,1,mounting empirical evidence,0.0045154499,1,1,1
croton,0.0020203355,1,1,1,public square,0.0034207954,2,1,1,permanent community garden,0.0045154499,1,1,1,delivers measurable benefit,0.0045154499,1,1,1
variegatum,0.0020203355,1,1,1,behaviour pattern,0.0034207954,2,1,1,linking community gardening,0.0045154499,1,1,1,construct novel typology,0.0045154499,1,1,1
wall,0.0020203355,3,1,4,traditional square,0.0034207954,2,1,1,must build landscape,0.0045154499,1,1,1,geographically biased towards,0.0045154499,1,1,1
affinity,0.0020203355,1,1,1,recreational activity,0.0024202769,3,3,3,native plant specie,0.0045154499,1,1,1,towards high latitude,0.0045154499,1,1,1
stonewall,0.0020203355,1,1,1,large city,0.0024202769,3,2,3,city planning official,0.0045154499,1,1,1,key ecological feature,0.0045154499,1,1,1
demonstrates,0.0020203355,1,1,1,health benefit,0.0024202769,3,1,3,addresses emerging issue,0.0045154499,1,1,1,deliver human benefit,0.0045154499,1,1,1
septempunctata,0.0020203355,1,1,1,environmental factor,0.0024202769,3,1,3,providing food production,0.0045154499,1,1,1,several experimental study,0.0045154499,1,1,1
