0,1
infill development,{-1}
urban sprawl,{-1}
research gap,{-1}
paper model,{-1}
residential infill,{-1}
machine learning,"{0, 1, -1}"
ml algorithms,"{1, -1}"
rf algorithm,{-1}
algorithm rank,{-1}
independent variable,{-1}
physical condition,{-1}
diverse land,{-1}
good housing,{-1}
housing mix,{-1}
transit accessibility,{-1}
planning effort,{-1}
rail transit,{-1}
virtuous circle,{-1}
urban development,"{0, -1}"
automatic identification,{-1}
systematic literature,{-1}
literature review,{-1}
central role,{-1}
various level,{-1}
data integration,{-1}
different source,{-1}
urban planning,"{0, 1, -1}"
census operation,{-1}
several challenge,{-1}
incomplete address,{-1}
address record,{-1}
complex language,{-1}
current limitation,{-1}
automated approach,{-1}
final set,{-1}
great majority,{-1}
chinese author,{-1}
main finding,{-1}
consistent move,{-1}
traditional approach,"{1, -1}"
attention mechanism,{-1}
recent adoption,{-1}
hybrid approach,{-1}
spatial constraint,{-1}
method stand,{-1}
future study,{-1}
environment factor,{-1}
pregnancy care,{-1}
mental health,{-1}
health outcome,{-1}
risk factor,{-1}
preventive care,{-1}
built environment,{-1}
prenatal care,{-1}
urban setting,{-1}
retrospective observational,{-1}
observational study,{-1}
care event,{-1}
environment experience,{-1}
different pattern,{-1}
clinical event,{-1}
adverse outcome,{-1}
pattern detection,{-1}
encounter type,{-1}
clinical problem,{-1}
medication prescription,{-1}
structural equation,{-1}
equation modeling,{-1}
care variation,{-1}
pregnancy outcome,{-1}
main outcome,{-1}
postpartum depression,{-1}
electronic health,{-1}
health record,{-1}
pregnant woman,{-1}
live delivery,{-1}
medical center,{-1}
care pattern,{-1}
common type,{-1}
homogeneous land,{-1}
land use,"{1, -1}"
pollutant concentration,{-1}
retail floor,{-1}
floor ratio,{-1}
average education,{-1}
education level,{-1}
marital status,{-1}
income inequality,{-1}
walkable community,{-1}
urban design,"{1, -1}"
design policy,{-1}
care provider,{-1}
healthy pregnancy,{-1}
conflation framework,{-1}
data serf,{-1}
valuable source,{-1}
semantic information,{-1}
geospatial application,{-1}
real estate,{-1}
different data,{-1}
data source,"{1, -1}"
poi conflation,{-1}
valuable technique,{-1}
data quality,{-1}
poi data,{-1}
multiple source,{-1}
data procurement,{-1}
schema standardisation,{-1}
taxonomy mapping,{-1}
poi matching,{-1}
poi unification,{-1}
data verification,{-1}
case study,"{1, -1}"
eastern region,{-1}
poi dataset,{-1}
unified dataset,{-1}
poi match,{-1}
average run,{-1}
run time,{-1}
scale implementation,{-1}
urban contexts,{-1}
morphological feature,{-1}
feature extraction,{-1}
similarity analysis,{-1}
deep learning,{-1}
learning approach,{-1}
urban morphology,{-1}
morphology contributes,{-1}
sustainable development,"{0, -1}"
practical framework,{-1}
many study,{-1}
current built,{-1}
novel design,{-1}
conventional method,{-1}
qualitative description,{-1}
symbolical interpretation,{-1}
subjective bias,{-1}
morphological description,{-1}
information abundance,{-1}
residential plot,{-1}
related infrastructure,{-1}
infrastructure information,{-1}
neural network,"{1, -1}"
feature vector,{-1}
euclidean distance,{-1}
comparison study,{-1}
plot shape,{-1}
