No,DocId,key-phrases
1,4,"['smart city', 'big data', 'Big Data processing', 'urban potential', 'AI technology']"
2,7,"['urban health monitoring', 'smart city network', 'coronavirus', 'safe city concept', 'urban data']"
3,129,"['urban planning', 'perceives AI technology', 'AI application area', 'Artificial intelligence technology', 'intelligence technology']"
4,190,"['regional development', 'futuristic urban design', 'thin globalization', 'globalization', 'advantage innovation']"
5,192,"['human design process', 'urban design problem', 'interactive design', 'interactive machine learning', 'urban design']"
6,230,"['Drone Future', 'drone', 'urban space', 'landscape observation', 'construction monitoring']"
7,231,"['complex urban governance', 'smart urbanization', 'urban governance', 'smart city initiative', 'urban governance dilemma']"
8,268,"['smart urban environment', 'videogame environment', 'game environment', 'smart environment', 'playable city']"
9,275,"['space conceptualization', 'cooperative space conceptualization', 'space perception', 'spatial agent', 'urban environment']"
10,279,"['smart city model', 'omnichannel service', 'city model', 'urban economy', 'city model composition']"
11,282,"['planning support system', 'effective digital planning', 'planning support', 'digital planning', 'participatory analytics']"
12,305,"['participatory AI affords', 'smart city evolve', 'responsible AI outcome', 'participatory planning', 'AI outcome']"
13,316,"['layout synthesis', 'designer interact', 'functional layout', 'design task', 'constructive preference elicitation']"
14,317,"['urban aesthetic evaluation', 'generative urban design', 'generative urban aesthetic', 'urban aesthetic', 'aesthetic evaluation']"
15,337,"['intelligent system', 'sustainable city', 'city', 'urban life', 'smart healthcare']"
16,343,"['Online citizen participation', 'powerful workshop tool', 'user input', 'workshop tool', 'citizen participation']"
17,354,"['urban future', 'Urban Experiment', 'human designer', 'AI assistant', 'designer']"
18,357,"['Urban designer work', 'urban design practice', 'urban morphology', 'intricate design world', 'designer work']"
19,376,"['Accessibility', 'land use practitioner', 'transport planning', 'transport planning issue', 'urban planner']"
20,377,"['future city ecosystem', 'city ecosystem', 'future city', 'urban landscape', 'electric city']"
21,395,"['space ontology', 'Spacescapes', 'spatial cognition', 'Spacescape Experimentation', 'spacescape quality']"
22,402,"['design thinking', 'design', 'thinking', 'research', 'question']"
23,433,"['Finnish city official', 'artificial intelligence', 'intelligence', 'Finnish city', 'city official']"
24,489,"['AI urbanism', 'architectural urban theory', 'algorithmic governance', 'urban zoning', 'urban form']"
25,495,"['Smart urban infrastructure', 'urban intelligence', 'urban infrastructure', 'urban tech', 'smart technology']"
26,500,"['smart infrastructure system', 'smart infrastructure', 'smart city subsystem', 'effective smart infrastructure', 'city infrastructure']"
27,501,"['smart city construction', 'smart city development', 'mobile communication technology', 'mobile communication', 'future information technology']"
28,514,"['urban scenario', 'service infrastructure', 'plan management', 'physical infrastructure', 'delivery system']"
29,515,"['Smart urban future', 'smart city planning', 'future smart city', 'dynamic urban theory', 'urban economics']"
30,519,"['digital society', 'democracy', 'representative democracy', 'digital revolution', 'digital social contract']"
31,523,"['urban virtual modelling', 'virtual modelling platform', 'virtual modelling', 'modelling platform', 'design process']"
32,525,"['smart sustainable city', 'smart city governance', 'urban critical infrastructure', 'sensor data', 'sensor data fusion']"
33,530,"['IoT big data', 'smart city application', 'big data analysis', 'urban data management', 'big data analytics']"
34,534,"['Autonomous Vehicle', 'machine', 'cryptography', 'Mind', 'neuroscience']"
35,547,"['smart city ecosystem', 'urban innovation', 'mobility sector', 'smart transport', 'smart city grid']"
36,549,"['ambient intelligence', 'smart home', 'Ambient explanation', 'activity recognition', 'environmental sensor']"
37,555,"['algorithmic space planning', 'spatial planning', 'algorithmic spatial planning', 'architecture', 'space planning']"
38,556,"['visualization', 'Material', 'Printing', 'paper', 'conference']"
39,581,"['smart digital city', 'UX machine', 'user experience design', 'smart city transportation', 'digital city']"
40,582,"['Procedural urban environment', 'procedural generation', 'game engine', 'playable video game', 'genetic algorithm']"
41,584,"['creative eMedia', 'information system', 'interactive machine', 'city initiative', 'machine learning']"
42,589,"['conduct cooperative design', 'Online cooperative design', 'online design', 'cooperative design', 'urban design aspect']"
43,593,"['construction game', 'construction simulation', 'virtual construction site', 'game technology', 'modern game technology']"
