No,DocId,key-phrases
1,11,"['place sentiment', 'deep learning model', 'deep learning', 'street view', 'street view image']"
2,14,"['cultural ecosystem service', 'cultural ecosystem', 'nature photograph', 'ecosystem service assessment', 'social medium photograph']"
3,15,"['urban visual experience', 'urbanising city', 'urban environment', 'city appearance', 'urban space']"
4,16,"['street walkability', 'Street View imagery', 'urban design quality', 'urban design', 'streetscape']"
5,27,"['visible street greenery', 'urban greenery', 'accessed street greenery', 'street greenery', 'urban planning']"
6,43,"['street view pattern', 'urban form', 'Visual Exploration', 'visual analytics', 'interactive visual analytics']"
7,51,"['urban plan', 'public transit ridership', 'transit ridership', 'public transportation demand', 'predicted ridership']"
8,59,"['urban perception datasets', 'urban perception assessment', 'urban perception derivation', 'urban perception', 'local urban perception']"
9,62,"['visual quality', 'perceived visual quality', 'street renewal', 'efficient street renewal', 'experienced urban designer']"
10,66,"['common wild bee', 'urban habitat', 'habitat selection', 'solitary bee', 'bee']"
11,69,"['soundscape classification model', 'soundscape classification', 'urban soundscape evaluation', 'comprehensive urban soundscape', 'urban soundscapes']"
12,79,"['environmental sensor', 'human physiological change', 'machine learning', 'signal processing', 'feature selection']"
13,91,"['urban greening', 'urban greening policy', 'streetscapes', 'street accessibility', 'new urban data']"
14,93,"['public space', 'subjective perception', 'landscape', 'perception', 'perceptual variable']"
15,103,"['pedestrian landscape', 'pedestrian environment', 'good pedestrian landscape', 'pedestrian space', 'decision tree']"
16,115,"['street quality', 'Urban data', 'urban planning practice', 'street', 'clustering']"
17,117,"['urban segregation', 'residential segregation', 'ethnoracial residential segregation', 'spatial segregation', 'segregation']"
18,135,"['urban identity', 'new urban pattern', 'urban pattern', 'city', 'feature extraction']"
19,136,"['soundscape assessment', 'urban soundscape mapping', 'soundscape mapping', 'urban soundscape', 'future soundscape mapping']"
20,181,"['urban sound recognition', 'sound recognition', 'audio descriptor', 'automatic sound recognizer', 'automatic sound recognition']"
21,195,"['gaze analysis system', 'visual gaze analysis', 'gaze analysis', 'gaze vector', 'visual gaze']"
22,200,"['emotional computing technics', 'emotion information', 'emotional computing concept', 'emotional computing', 'human emotion']"
23,212,"['city life', 'sociodemographics', 'urban sociology', 'crowdsourcing game', 'urban scene']"
24,232,"['urban policy', 'urban infrastructure', 'urban infrastructure investment', 'urban data framework', 'inclusive planning']"
25,239,"['urban valuation estimation', 'urban valuation', 'urban scene data', 'property assessment', 'land value']"
26,246,"['soundscape recognition', 'soundscape recognition aim', 'soundscapes', 'soundscape', 'sound recognition task']"
27,252,"['greenway planning', 'optimized greenway suitability', 'urban greenway network', 'greenway suitability analysis', 'urban design theory']"
28,269,"['urban multisensory laboratory', 'urban multisensory', 'urban sensory lab', 'urban sensory', 'multisensory laboratory']"
29,271,"['land use mapping', 'land use information', 'urban land use', 'land use map', 'urban land']"
30,290,"['reduced residential segregation', 'immigrant assimilation', 'urban area', 'open urban area', 'assimilation']"
31,308,"['artificial urban modeling', 'automated urban modeling', 'artificial urban environment', 'proposed urban modeling', 'urban modeling technique']"
32,309,"['machine learning model', 'semantic information', 'novel semantic model', 'level semantic information', 'machine learning technique']"
33,331,"['street imagery data', 'street imagery', 'large street imagery', 'heterogeneous perception', 'safety perception']"
34,333,"['city safety', 'global urban data', 'city safety security', 'cluster dynamic analysis', 'safe city']"
35,336,"['urban community life', 'urban community', 'life circle planning', 'location selection', 'activity space estimation']"
36,346,"['auditory perception map', 'auditory perception', 'auditory data', 'auditory landscape', 'perception map']"
37,355,"['Transit urban design', 'urban design dimension', 'urbanity', 'streetlife intensity', 'transit node']"
38,360,"['urban vitality feature', 'urban street vitality', 'urban space quality', 'urban street landscape', 'urban landscape']"
39,365,"['complex urban environment', 'satellite image', 'visual image interpretation', 'human perception', 'mapping']"
40,366,"['mediatized urban heritage', 'urban heritage', 'digital excavation', 'big data', 'image recognition']"
41,375,"['city safety perception', 'people safety perception', 'safety perception model', 'safety perception measurement', 'city image']"
42,379,"['architectural color icon', 'architectural color', 'color icon creation', 'color icon', 'google map']"
43,390,"['holistic visual data', 'complex urban feature', 'intricate urban matrix', 'urban feature', 'Random Forest model']"
44,410,"['crowdsourced street view', 'urban analytics', 'geospatial data', 'geospatial data collection', 'crowdsourced street']"
45,422,"['street image evaluation', 'street design', 'street space image', 'street image', 'street space']"
46,423,"['streetscape perception', 'urban scene quality', 'streetscape view', 'streetscape view index', 'urban amenity']"
47,427,"['conventional urban data', 'urban analysis', 'urban modelling', 'urban data source', 'urban research']"
48,436,"['urban morphological feature', 'urban morphology contributes', 'urban morphology', 'morphological feature', 'quantitative morphological description']"
49,457,"['building reconstruction', 'city modelling', 'elevation data', 'height data', 'height prediction']"
50,468,"['tree planting policy', 'tree location data', 'tree planting', 'tree placement', 'tree location']"
51,470,"['urban landscape perception', 'historical urban landscape', 'streetscape improvement', 'city planning', 'urban planning policy']"
52,476,"['participatory planning', 'participatory planning process', 'sonic environment', 'city planning process', 'city planning professional']"
53,492,"['visitor experience', 'urban public life', 'public space management', 'urban design strategy', 'sentiment']"
54,513,"['historical preservation', 'historical site', 'tourism', 'Shanghai city', 'data']"
55,517,"['landscape design', 'landscape architecture system', 'landscape architecture', 'landscape architecture art', 'garden landscape']"
56,518,"['urban environment perception', 'residential urban environment', 'environment perception', 'urban context', 'machine learning method']"
57,542,"['architectural beauty', 'classification', 'city census', 'city census information', 'public place']"
58,546,"['generative urban network', 'autoencoders', 'convolutional variational autoencoders', 'spatial network', 'deep convolutional network']"
59,553,"['urban emotion measurement', 'urban emotion', 'emotion measurement', 'emotion measurement tool', 'human emotion recognition']"
60,554,"['perceived walkability', 'walkability', 'spatial evaluation', 'environmental evaluation', 'spatial data']"
61,557,"['urban public space', 'urban research method', 'established urban research', 'urban location', 'different urban location']"
62,562,"['public transportation accessibility', 'pedestrian accessibility level', 'pedestrian accessibility', 'transportation accessibility', 'Towards sustainable transit']"
63,567,"['multidimensional livability', 'livability management', 'multidimensional livability index', 'livability index', 'livability']"
