No,DocId,key-phrases
1,13,"['urban activity inference', 'foursquare', 'specific urban activity', 'Foursquare place category', 'urban activity']"
2,32,"['urban functional region', 'geodemographic classification', 'geographical space', 'probabilistic topic model', 'region extraction']"
3,33,"['mobility data mining', 'human mobility data', 'Urban human mobility', 'mobility data', 'mobility data set']"
4,40,"['human mobility analysis', 'Human mobility pattern', 'mobility analysis', 'human mobility', 'mobility pattern']"
5,65,"['social medium data', 'urban data analysis', 'urban data', 'probabilistic topic', 'mobility flow']"
6,78,"['restaurant data', 'socioeconomic data', 'urban neighborhood', 'timely socioeconomic data', 'neighborhood level']"
7,82,"['crime prediction', 'Traditional crime prediction', 'crime prediction model', 'census feature', 'predictive feature']"
8,87,"['public transportation data', 'transportation data', 'visual analytics', 'public transport commuter', 'transport commuter']"
9,92,"['smart city', 'modern smart city', 'Twitter data', 'urban function', 'modern city']"
10,97,"['impact pedestrian activity', 'local pedestrian activity', 'influence pedestrian activity', 'pedestrian behavior modeling', 'urban walkability']"
11,107,"['urban planning', 'urban system', 'many urban planning', 'local urban context', 'urban location']"
12,118,"['travel behavior interpretation', 'Automated urban travel', 'urban travel interpretation', 'trajectory segmentation', 'travel mode detection']"
13,124,"['Extracting leisure activity', 'urban leisure', 'leisure ontology', 'leisure activity potential', 'tourism research']"
14,127,"['crime security game', 'opportunistic crime security', 'optimal police', 'police strategy', 'urban crime']"
15,159,"['Inferring urban performance', 'discrete urban space', 'various urban feature', 'urban design', 'urban morphology']"
16,175,"['graph machine learning', 'Graph convolutional network', 'citation network', 'social network', 'graph machine']"
17,180,"['business zone recommender', 'zone recommender system', 'zone recommender', 'zone recommendation system', 'business zone']"
18,191,"['human mobility prediction', 'mobility prediction model', 'mobility prediction', 'urban traffic gravity', 'traffic gravity model']"
19,193,"['mobile phone activity', 'phone activity', 'land use classification', 'phone data', 'mobile phone data']"
20,203,"['urban functional zoning', 'spatial clustering', 'smart city field', 'traffic data', 'taxi trajectory']"
21,227,"['city image dimension', 'city image', 'latent Dirichlet allocation', 'city branding', 'Dirichlet allocation']"
22,233,"['urban redevelopment', 'topic modeling', 'text mining', 'redevelopment', 'building information']"
23,258,"['community detection algorithm', 'clustering process', 'clustering', 'clustering result', 'community detection']"
24,260,"['mobility pattern discovery', 'big transit data', 'geovisual analytics', 'transit network data', 'transit mobility']"
25,264,"['topic identification', 'several subject area', 'data mining technique', 'data mining', 'machine learning']"
26,265,"['spatiotemporal pattern mining', 'city spatiotemporal pattern', 'tensor factorization', 'spatiotemporal data', 'matrix tensor factorization']"
27,270,"['activity prediction', 'prediction challenging', 'decision tree', 'prediction', 'prediction capability']"
28,283,"['geographical cluster', 'Geographical measure', 'urban place detection', 'urban place', 'place detection']"
29,284,"['commercial district discovery', 'unsupervised commercial district', 'graph convolution network', 'district discovery framework', 'hierarchical clustering']"
30,296,"['geographic contextual information', 'graph attention network', 'learned embeddings', 'embeddings', 'flow prediction']"
31,310,"['crime data', 'random forest', 'Support vector machine', 'Support vector', 'safer parking']"
32,334,"['GPS trajectory data', 'trajectory data', 'route recommendation', 'complex network analysis', 'complex network']"
33,341,"['big data', 'traffic crash location', 'location data', 'urban infrastructure', 'geolocated dataset']"
34,350,"['network analysis', 'topological connectivity', 'connectivity cluster', 'transportation system', 'interface network consist']"
35,369,"['topic modeling extraction', 'topic probability', 'metropolitan area', 'urban setting', 'learning model']"
36,370,"['crowdsensed datasets', 'available crowdsensed datasets', 'mobile crowdsensing', 'crowdsensing', 'urban decision']"
37,371,"['population map', 'urban population distribution', 'urban population', 'mobile phone trajectory', 'mobile phone dataset']"
38,372,"['location category', 'socioeconomic indicator', 'socioeconomic status', 'city', 'city level']"
39,373,"['retail store placement', 'heterogeneous urban data', 'store placement', 'store placement problem', 'prospective retail store']"
40,374,"['city region partitioning', 'city region partition', 'city region', 'accessible urban data', 'various urban task']"
41,381,"['travel activity pattern', 'distinctive activity pattern', 'driver survey data', 'dimensionality reduction', 'principal component analysis']"
42,392,"['urban region', 'nonnegative matrix factorization', 'mobility information', 'matrix factorization', 'joint matrix factorization']"
43,393,"['urban data exploration', 'massive urban data', 'massive spatiotemporal data', 'itinerary request dataset', 'data exploration']"
44,397,"['Data mining tourism', 'mining tourism pattern', 'tourism pattern', 'travel pattern', 'transportation information']"
45,404,"['location semantic predicting', 'urban location annotation', 'location annotation', 'Semantic location', 'Semantic location name']"
46,405,"['Urban computing', 'human urban behavior', 'urban environment', 'urban behavior', 'city experience']"
47,409,"['street context distribution', 'urban science', 'street context type', 'urban science framework', 'different street context']"
48,417,"['Spatial crime simulation', 'crime simulation', 'crime simulation contribute', 'crime pattern', 'Spatial crime']"
49,419,"['urban mobility structure', 'transit mobility structure', 'meaningful transit mobility', 'transit mobility pattern', 'urban mobility']"
50,442,"['individual travel behavior', 'travel behavior', 'geographic context problem', 'geographic context', 'Travel mode likelihood']"
51,447,"['intercity corporate network', 'intercity network', 'network big data', 'network model', 'corporate network']"
52,448,"['urban network analysis', 'urban network path', 'Graph input representation', 'taxi journey dataset', 'urban network']"
53,449,"['placement recommendation', 'chain store', 'new store', 'geospatial feature', 'recommendation']"
54,453,"['urban space', 'urban study', 'popular place', 'locational model', 'urban planner']"
55,491,"['urban health', 'neighborhood disorder', 'neighborhood scale', 'predictive model', 'machine learning algorithm']"
56,494,"['urban human activity', 'natural language processing', 'social activity', 'population movement pattern', 'social medium']"
57,496,"['geographic knowledge graph', 'understanding urban space', 'geographic information retrieval', 'geographic knowledge', 'Yelp hierarchical dataset']"
58,507,"['street functionality prediction', 'street functionality classification', 'urban street functionality', 'urban street network', 'urban road']"
59,511,"['distinguish geographical proximity', 'semantic proximity', 'latent semantic relationship', 'geographical proximity', 'trajectory']"
60,512,"['land use detection', 'urban land use', 'urban land', 'land use algorithm', 'land use type']"
61,520,"['implicit geographic movement', 'geographic movement', 'word embeddings', 'corpus training', 'animal migration']"
62,528,"['traffic incident analysis', 'Twitter interaction', 'word embedding', 'Twitter', 'traffic']"
63,529,"['travel mode choice', 'commute', 'travel type', 'transportation', 'travel mode']"
64,541,"['logistics service network', 'big data mining', 'logistics service', 'data mining technology', 'urban area']"
65,550,"['bike trajectory data', 'bike flow pattern', 'flow pattern discovery', 'bike activity', 'bike flow']"
66,566,"['Urban placeness', 'placeness', 'place', 'geography', 'contextual information']"
67,574,"['massive urban datasets', 'urban datasets', 'data', 'urban stakeholder', 'smart meter']"
68,577,"['collaborative heterogeneous information', 'social recommendation', 'similarity computation', 'taxicab platform', 'intelligent taxi']"
69,578,"['thematic analytics', 'geospatial information', 'urban ground sensing', 'geotagging', 'thematic analytics framework']"
70,587,"['workshop', 'overview', 'conjunction', 'paper']"
