No,DocId,key-phrases
1,4,"['smart city', 'big data', 'Big Data processing', 'urban potential', 'AI technology']"
2,7,"['urban health monitoring', 'smart city network', 'coronavirus', 'safe city concept', 'urban data']"
3,47,"['semantic framework', 'model urban data', 'IoT application', 'pollution detection', 'city']"
4,60,"['urban traffic management', 'traffic light control', 'traffic light system', 'traffic management', 'urban traffic']"
5,94,"['urban governance', 'data dashboard', 'analytics infrastructure', 'data', 'data capture']"
6,116,"['pedestrian motion', 'pedestrian behavior', 'pedestrian crossing', 'crosswalk', 'pedestrian']"
7,122,"['navigate intersection', 'automated vehicle', 'complex urban environment', 'scene decomposition', 'scene decomposition approach']"
8,190,"['regional development', 'futuristic urban design', 'thin globalization', 'globalization', 'advantage innovation']"
9,192,"['human design process', 'urban design problem', 'interactive design', 'interactive machine learning', 'urban design']"
10,196,"['urban space', 'spatial environment concern', 'spacescapes', 'spatial agent', 'spatial environment']"
11,210,"['traffic path', 'lighter traffic path', 'traffic condition', 'deep neural network', 'traffic grid']"
12,215,"['intelligent driver assist', 'intelligent driver', 'driver assist system', 'driver assist', 'driver assist device']"
13,219,"['medical IoT sensor', 'sustainable smart city', 'IoT sensor network', 'IoT sensor', 'deep learning']"
14,230,"['drone Future', 'drone', 'landscape observation', 'construction monitoring', 'urban condition']"
15,231,"['complex urban governance', 'smart urbanization', 'smart city initiative', 'urban governance dilemma', 'AI economy']"
16,240,"['vehicular data', 'interactive traffic control', 'vehicular traffic', 'traffic control system', 'traffic control']"
17,261,"['railway safety', 'railway enable safety', 'big data analysis', 'data mining', 'passenger data']"
18,268,"['smart urban environment', 'videogame environment', 'game environment', 'smart environment', 'playable city']"
19,273,"['urban traffic control', 'air quality concern', 'air quality limitation', 'vehicle emission', 'intelligent routing']"
20,275,"['space conceptualization', 'urban planning', 'cooperative space conceptualization', 'space perception', 'urban environment']"
21,276,"['automated vacuum waste', 'waste collection optimization', 'vacuum waste collection', 'urban waste disposal', 'waste collection']"
22,279,"['smart city model', 'omnichannel service', 'city model', 'urban economy', 'city model composition']"
23,281,"['intelligent city', 'terrorist action signal', 'intelligence identification layer', 'intelligent city construction', 'intelligence inference layer']"
24,282,"['planning support system', 'effective digital planning', 'planning support', 'digital planning', 'participatory analytics']"
25,288,"['urban traffic flow', 'intelligent transportation', 'traffic trajectory', 'clustering algorithm', 'traditional clustering algorithm']"
26,289,"['Machine Learning technique', 'ML model', 'improved urban planning', 'unprecedented urban growth', 'urban growth']"
27,299,"['traffic system', 'city traffic system', 'blockchain', 'future traffic clogging', 'Edge Computing platform']"
28,305,"['participatory AI affords', 'smart city evolve', 'responsible AI outcome', 'participatory planning', 'AI outcome']"
29,311,"['monitoring road traffic', 'urban traffic network', 'road traffic information', 'traffic network', 'traffic information collection']"
30,316,"['layout synthesis', 'layout synthesis refers', 'designer interact', 'functional layout', 'design task']"
31,317,"['urban aesthetic evaluation', 'generative urban design', 'generative urban aesthetic', 'urban aesthetic', 'aesthetic evaluation']"
32,321,"['traffic control intelligence', 'whole traffic control', 'mixed traffic condition', 'regional traffic control', 'mixed traffic flow']"
33,337,"['intelligent system', 'sustainable city', 'aI', 'urban life', 'smart healthcare']"
34,343,"['online citizen participation', 'powerful workshop tool', 'user input', 'workshop tool', 'citizen participation']"
35,354,"['urban future', 'urban Experiment', 'human designer', 'AI assistant', 'designer']"
36,357,"['urban designer work', 'urban design practice', 'urban morphology', 'intricate design world', 'designer work']"
37,368,"['intrusion detection method', 'intrusion detection', 'ensemble learning approach', 'IoT system', 'IoT service']"
38,376,"['accessibility', 'land use practitioner', 'transport planning', 'transport planning issue', 'urban planner']"
39,377,"['future city ecosystem', 'city ecosystem', 'future city', 'urban landscape', 'electric city']"
40,386,"['urban simulation', 'multiple urban simulation', 'city configuration', 'cityMatrix', 'unseen city configuration']"
41,387,"['video surveillance', 'person detection method', 'video surveillance system', 'anomaly detection', 'anomaly detection method']"
42,395,"['space ontology', 'spatial cognition', 'Spacescape Experimentation', 'spacescape quality', 'Spacescape']"
43,402,"['design thinking', 'design', 'thinking', 'research', 'question']"
44,406,"['virtual city environment', 'virtual city', 'city environment', 'autonomous AI behaviour', 'AI character']"
45,408,"['road traffic safety', 'traffic safety management', 'traffic safety strategy', 'traffic safety', 'traffic safety portfolio']"
46,433,"['intelligence technology', 'artificial intelligence technology', 'Finnish city official', 'artificial intelligence', 'intelligence']"
47,464,"['intelligent transportation system', 'mobility data', 'autonomous mobility', 'support autonomous mobility', 'predict traffic condition']"
48,466,"['urban design research', 'sustainable urban design', 'sustainable urban development', 'urban development towards', 'urban development']"
49,478,"['requirement engineering', 'suitable requirement engineering', 'requirement engineering perspective', 'human factor requirement', 'AV development']"
50,482,"['urban computing', 'urban model', 'urban service', 'mainstream urban model', 'mobile computing']"
51,489,"['aI urbanism', 'architectural urban theory', 'algorithmic governance', 'urban zoning', 'urban form']"
52,490,"['urban traffic condition', 'traffic management strategy', 'represent urban traffic', 'road urban network', 'traffic management solution']"
53,495,"['smart urban infrastructure', 'urban intelligence', 'urban infrastructure', 'urban tech', 'smart technology']"
54,498,"['arterial road control', 'heterogeneous traffic flow', 'urban road network', 'road control', 'traffic flow']"
55,500,"['smart infrastructure system', 'smart infrastructure', 'smart city subsystem', 'effective smart infrastructure', 'city infrastructure']"
56,501,"['smart city construction', 'smart city development', 'mobile communication technology', 'mobile communication', 'future information technology']"
57,502,"['simulate human intelligence', 'learning', 'human intelligence', 'automation', 'planner']"
58,508,"['urban mobility landscape', 'urban transportation system', 'urban transportation', 'transportation intervention strategy', 'urban mobility']"
59,514,"['urban scenario', 'service infrastructure', 'plan management', 'physical infrastructure', 'delivery system']"
60,515,"['smart urban future', 'smart city planning', 'future smart city', 'dynamic urban theory', 'urban economics']"
61,523,"['urban virtual modelling', 'virtual modelling platform', 'virtual modelling', 'modelling platform', 'design process']"
62,524,"['AI storm water', 'storm water management', 'stormwater management', 'complex hydrological system', 'LID stormwater management']"
63,525,"['smart sustainable city', 'smart city governance', 'urban critical infrastructure', 'sensor data', 'sensor data fusion']"
64,530,"['IoT big data', 'smart city application', 'urban data management', 'big data analytics', 'deep learning algorithm']"
65,533,"['sustainable Mobility', 'energy Storage', 'bus', 'energy', 'Car Restriction Policy']"
66,534,"['Autonomous Vehicle', 'machine', 'cryptography', 'Mind', 'neuroscience']"
67,543,"['motion planning', 'safe trajectory', 'reachable area', 'reachability analysis', 'reachability']"
68,545,"['IoT data', 'smart IoT application', 'data mining technique', 'IoT data set', 'ioT']"
69,547,"['smart city ecosystem', 'urban innovation', 'mobility sector', 'smart transport', 'smart city grid']"
