No,DocId,key-phrases
1,2,"['land cover change', 'new urban land', 'Landsat imagery', 'Landsat data', 'Landsat satellite data']"
2,17,"['Land use', 'remote sensing', 'environmental impact analysis', 'GIS modelling', 'evident environmental impact']"
3,49,"['landscape ecology', 'urban land use', 'landscape pattern index', 'land cover', 'landscape shape index']"
4,53,"['random forest', 'support vector machine', 'SVM classifier', 'heterogeneous landscape', 'classifier']"
5,68,"['urban land cover', 'thematic land cover', 'land cover map', 'urban land', 'urban growth']"
6,72,"['big geo data', 'Sentinel datasets', 'GEE platform', 'big data analysis', 'Big Data Application']"
7,76,"['land use mapping', 'Random Forest landcover', 'Forest landcover classification', 'landcover classification', 'Random Forest classification']"
8,77,"['land use classification', 'land cover classification', 'land cover class', 'land use class', 'complex urban area']"
9,84,"['land use datasets', 'land use change', 'SVM model', 'SVM model building', 'SVM technique']"
10,90,"['future land management', 'land management', 'land use land', 'Landsat image', 'land management practice']"
11,102,"['land cover data', 'classification algorithm', 'resolution land cover', 'different land cover', 'green space analysis']"
12,109,"['urban vegetation mapping', 'vegetation mapping', 'urban vegetation', 'SAR imagery', 'extreme learning machine']"
13,113,"['land cover mapping', 'surface land cover', 'image classification', 'use land cover', 'machine learning technique']"
14,126,"['anthropogenic impervious surface', 'remote sensing technique', 'impervious surface extraction', 'urban runoff', 'impervious surface']"
15,147,"['urban hydrologic modelling', 'urban catchment area', 'hydrologic modelling', 'satellite imagery', 'detailed land cover']"
16,166,"['land cover information', 'coastal area development', 'planning coastal area', 'area development', 'dense vegetation']"
17,176,"['landscape structural transformation', 'landscape structure', 'urbanization', 'agricultural land', 'urban governance implication']"
18,182,"['urban feature extraction', 'urban area', 'athens agglomeration', 'urbanization rate', 'urban feature']"
19,204,"['urban forest cover', 'urban forest', 'Random Forest machine', 'forest cover', 'forest']"
20,224,"['accelerated land use', 'land use transformation', 'land use harmonization', 'major land use', 'land cover category']"
21,245,"['accurate land cover', 'image classification technique', 'image classification approach', 'Decision tree', 'machine learning algorithm']"
22,300,"['annual urbanization', 'mean annual urbanization', 'annual urbanization rate', 'cropland area', 'satellite big data']"
23,313,"['SAR image', 'multisource Sentinel image', 'synthetic aperture radar', 'Sentinel image', 'optical Sentinel image']"
24,332,"['landscape diversity', 'landscape change', 'satellite image fusion', 'landscape planning', 'ecosystem service']"
25,361,"['image classification method', 'UAV image', 'cover classification', 'classification method', 'classification accuracy']"
26,382,"['land cover extraction', 'urban greenery land', 'greenery land cover', 'greenery auto extraction', 'greenery extraction method']"
27,407,"['land cover pattern', 'land use map', 'various land cover', 'vegetation cover', 'rural land use']"
28,459,"['urban development', 'construction material consumption', 'urban planning', 'material consumption analysis', 'urban expansion']"
29,471,"['agricultural land area', 'land area', 'vegetation agricultural land', 'unexpected land use', 'efficient urban planning']"
30,521,"['sustainable urban planning', 'sustainable urban development', 'environmental green area', 'Landsat satellite imagery', 'air quality data']"
31,532,"['land cover feature', 'land cover zone', 'urban slum area', 'urban slum region', 'artificial neural network']"
32,539,"['OLI image classification', 'cover mapping', 'use land', 'training dataset', 'mapping']"
33,540,"['feature extraction', 'satellite image', 'urban settlement', 'Data mining', 'modern urban settlement']"
34,548,"['multispectral satellite image', 'cover classification map', 'classification map', 'change detection analysis', 'RF classifier']"
