No,DocId,key-phrases
1,140,"['Urban planning', 'Urban planning student', 'urban planner', 'big data', 'planning education']"
2,142,"['Predictive analytics', 'proactive property vacancy', 'prevent vacant property', 'property vacancy policy', 'property vacancy']"
3,153,"['personality classification method', 'personality classification', 'data mining technique', 'natural language processing', 'data mining']"
4,162,"['subjective data', 'machine learning', 'data science technique', 'urban green space', 'data science']"
5,164,"['Social medium data', 'participatory urban planning', 'Computational social medium', 'city structure', 'data analysis']"
6,170,"['Smart City dimension', 'classifier', 'city service dimension', 'social network message', 'urban data']"
7,188,"['international development', 'Positive deviance', 'data', 'positive deviance face', 'development impact']"
8,208,"['unstructured community input', 'crowdsourcing', 'collaborative city planning', 'collaborative city', 'unstructured community']"
9,248,"['sustainable urban planning', 'big data mining', 'urban dynamic', 'unstructured data', 'medium big data']"
10,277,"['personality classification task', 'player personality behavior', 'player personality', 'personality behavior', 'possible personality class']"
11,278,"['collaborative chat', 'computational linguistics', 'natural language', 'novel computational linguistics', 'online educational game']"
12,312,"['AI data collection', 'urban environment', 'AI data', 'interactive data', 'data collection']"
13,328,"['urban waterlogging', 'urban flood', 'recurrent neural network', 'microblogging data', 'urban flood disaster']"
14,344,"['urban data science', 'urban informatics', 'urban analytics', 'urban analysis', 'understand urban dynamic']"
