group,score,key-phrase
0,0.59608686,path loss prediction
0,0.491484,prediction path loss
0,0.48444545,loss prediction
0,0.47034073,path loss dataset
0,0.46666157,path loss model
0,0.45411056,path loss
0,0.42261356,path loss information
1,0.60097206,RF fingerprint localization
1,0.557598,GNSS signal detection
1,0.5295547,GPS signal
1,0.52699316,RF fingerprint database
1,0.5217335,RF fingerprint
1,0.5062626,fingerprint localization
1,0.5045079,effective localization method
1,0.4938677,global positioning system
1,0.49045563,raw GPS measurement
1,0.4881628,navigation satellite
1,0.486103,GPS measurement
1,0.48525512,positioning accuracy
1,0.4767714,navigation satellite system
1,0.47458184,robust GNSS positioning
1,0.47123927,GNSS satellite
1,0.4674164,localization accuracy
1,0.4668331,navigation system
1,0.4648989,positioning system
1,0.46369302,conventional GNSS positioning
1,0.46310982,distance localization
1,0.4567661,GNSS positioning
1,0.4545597,global navigation satellite
1,0.44960982,GNSS signal
1,0.44914895,receiver location
1,0.4400161,GNSS receiver
1,0.43252528,attenuate GPS signal
1,0.4231161,mean distance localization
1,0.39440417,average localization accuracy
1,0.38633448,distance localization error
1,0.3779621,positioning performance
1,0.3647382,source localization
1,0.36027247,satellite
1,0.35874984,visible satellite
1,0.31910196,position solution
2,0.5177536,nLOS multipath detection
2,0.49450085,sVM model
2,0.4903452,NLOS classifier
2,0.48546985,signal reception classifier
2,0.47180054,LOS multipath classifier
2,0.45181698,support vector
2,0.44809777,multipath classifier
2,0.41258126,NLOS signal
2,0.4110404,signal classification method
-1,0.52000123,UAV communication
-1,0.51235014,reliable UAV communication
-1,0.47663504,urban propagation environment
-1,0.44792563,urban propagation
-1,0.4389016,radio propagation model
-1,0.43370175,LTE network
-1,0.42708957,cellular tower
-1,0.40298307,unmanned aerial vehicle
-1,0.38360065,cellular base transceiver
-1,0.3380183,urban environment
