group,score,key-phrase
0,0.56426126,graph machine learning
0,0.55537117,Graph convolutional network
0,0.4746361,graph convolution network
0,0.45165214,graph attention network
0,0.38316238,graph machine
1,0.5017513,tensor factorization
1,0.48495603,matrix tensor factorization
1,0.4527013,nonnegative matrix factorization
1,0.41381484,matrix factorization
1,0.40759856,joint matrix factorization
2,0.4908714,topic modeling
2,0.48890197,latent Dirichlet allocation
2,0.48310935,topic modeling extraction
2,0.4743236,topic identification
2,0.45777392,Dirichlet allocation
2,0.4379369,probabilistic topic
2,0.42116994,probabilistic topic model
2,0.36998725,topic probability
3,0.7611406,Data mining tourism
3,0.75221586,Spatial crime simulation
3,0.7456572,human mobility analysis
3,0.72432137,mobility data mining
3,0.71419,crime prediction
3,0.7123051,business zone recommender
3,0.7121422,urban data exploration
3,0.71101016,human mobility prediction
3,0.7085372,human mobility data
3,0.69789755,crime simulation
3,0.6958798,Urban computing
3,0.6884916,crime simulation contribute
3,0.68767905,urban activity inference
3,0.68107235,Traditional crime prediction
3,0.6779152,crime prediction model
3,0.6763509,location semantic predicting
3,0.6630585,crime security game
3,0.659495,Urban placeness
3,0.65856755,urban location annotation
3,0.6545156,urban mobility structure
3,0.65037566,geographical cluster
3,0.64391327,impact pedestrian activity
3,0.6415539,mobility prediction model
3,0.63931227,Urban human mobility
3,0.6322437,zone recommender system
3,0.63080394,massive urban data
3,0.62936497,mobility prediction
3,0.6236103,location annotation
3,0.6232838,transit mobility structure
3,0.617324,mobility data
3,0.616307,opportunistic crime security
3,0.6136365,Human mobility pattern
3,0.6128996,meaningful transit mobility
3,0.61212546,mobility data set
3,0.6106627,Extracting leisure activity
3,0.6106018,Inferring urban performance
3,0.6075208,urban network analysis
3,0.60587764,spatiotemporal pattern mining
3,0.6013315,smart city
3,0.6007867,mobility pattern discovery
3,0.5999898,zone recommender
3,0.5998844,big transit data
3,0.5997075,local pedestrian activity
3,0.5991894,zone recommendation system
3,0.59783137,city region partitioning
3,0.59660244,human urban behavior
3,0.59208894,travel behavior interpretation
3,0.5900626,urban health
3,0.58814085,transit mobility pattern
3,0.5877829,geovisual analytics
3,0.5873107,street functionality prediction
3,0.5871379,massive urban datasets
3,0.58648145,influence pedestrian activity
3,0.5829029,Geographical measure
3,0.58110964,pedestrian behavior modeling
3,0.581053,land use detection
3,0.5807558,mining tourism pattern
3,0.57844806,urban space
3,0.5780974,urban walkability
3,0.57704115,mobility analysis
3,0.57659537,urban mobility
3,0.5762689,Semantic location
3,0.57615316,Automated urban travel
3,0.57344604,street functionality classification
3,0.5729841,tourism pattern
3,0.5697024,crime pattern
3,0.56619513,modern smart city
3,0.56553864,human mobility
3,0.5646794,transit network data
3,0.56423974,Spatial crime
3,0.5638336,urban datasets
3,0.56340194,discrete urban space
3,0.5631323,various urban feature
3,0.5619329,public transportation data
3,0.56154805,urban design
3,0.56133604,urban morphology
3,0.560892,urban network path
3,0.55888474,placeness
3,0.5567239,bike trajectory data
3,0.5567017,massive spatiotemporal data
3,0.55455863,city region partition
3,0.5504204,urban land use
3,0.55005515,urban travel interpretation
3,0.5499885,urban redevelopment
3,0.5494499,urban environment
3,0.548177,urban human activity
3,0.54532474,mobile phone activity
3,0.54491174,urban street functionality
3,0.53958714,street context distribution
3,0.53902465,urban planning
3,0.5365947,travel activity pattern
3,0.5360545,urban leisure
3,0.5360209,Twitter data
3,0.53545547,geographic knowledge graph
3,0.5349895,Semantic location name
3,0.5307596,understanding urban space
3,0.5300118,individual travel behavior
3,0.52650267,geographic information retrieval
3,0.5252896,commercial district discovery
3,0.52338624,urban science
3,0.5230706,urban system
3,0.5214931,heterogeneous urban data
3,0.51969457,many urban planning
3,0.5191591,urban functional region
3,0.5190454,intercity corporate network
3,0.5188304,travel pattern
3,0.5175972,taxi journey dataset
3,0.5146682,transit mobility
3,0.51414347,geographic movement
3,0.51347506,travel mode choice
3,0.51256514,local urban context
3,0.5121269,city spatiotemporal pattern
3,0.512022,clustering process
3,0.5119435,urban behavior
3,0.5115196,clustering
3,0.510829,travel mode detection
3,0.50984,urban crime
3,0.5069244,city image
3,0.5062043,location category
