group,score,key-phrase
0,0.55025005,satellite image segmentation
0,0.54950637,semantic segmentation
0,0.53516966,semantic segmentation task
0,0.5286567,video semantic segmentation
0,0.48832187,semantic segmentation method
0,0.4821508,semantic segmentation algorithm
0,0.47059286,superpixel segmentation
0,0.43090156,Automatic semantic segmentation
0,0.4279618,image semantic segmentation
0,0.40129948,explainable semantic segmentation
0,0.38290474,image segmentation
0,0.33878106,segmentation
0,0.29573786,learning semantic segmentation
1,0.63751954,classification road extraction
1,0.6327002,Accurate road extraction
1,0.6198072,road extraction algorithm
1,0.6026827,road centerline extraction
1,0.55590355,road extraction method
1,0.54323363,Multiscale road centerline
1,0.52234244,road detection
1,0.5118952,road extraction
1,0.496318,road edge detection
1,0.48871395,road infrastructure extraction
1,0.47804633,complex road network
1,0.45768046,complete road network
1,0.45066193,classification road
1,0.44414496,complex road
1,0.44014817,automatic road centerline
1,0.41863084,road network
1,0.40715635,centerline extraction
1,0.4051942,centerline extraction method
1,0.34062302,edge detection
2,0.66694975,lidar point cloud
2,0.64383566,urban lidar
2,0.61877203,point cloud labelling
2,0.6148023,urban lidar point
2,0.6128802,point cloud classification
2,0.61094844,urban point cloud
2,0.5758841,classify LiDAR point
2,0.56223917,airborne LIDAR data
2,0.54964757,LiDAR data fusion
2,0.5416899,airborne lidar
2,0.53124976,lidar
2,0.53041375,LiDAR imagery
2,0.5286655,raw LiDAR data
2,0.5252462,cloud classification
2,0.51394534,different LIDAR data
2,0.49704686,LiDAR data
2,0.495023,LIDAR data need
2,0.49233025,LiDAR data set
2,0.48633742,point cloud data
2,0.4789927,point cloud segmentation
2,0.47661102,airborne LiDAR datasets
2,0.47372633,LiDAR datasets
2,0.46915525,Aerial point cloud
2,0.46585402,airborne LiDAR point
2,0.45951733,LiDAR scanner
2,0.45227098,LiDAR point
2,0.45162576,point cloud
2,0.3933562,cloud segmentation
2,0.38903224,Terrestrial laser scanner
2,0.33661208,laser scanner
3,0.63837266,hyperspectral image classification
3,0.58057845,hyperspectral datasets
3,0.5532315,hyperspectral imagery
3,0.5305685,hyperspectral data
3,0.52618635,hyperspectral image
3,0.52273345,standard hyperspectral datasets
3,0.5101281,hyperspectral pixel
3,0.48177585,multispectral image
3,0.47367993,hyperspectral system
