group,score,key-phrase
0,0.61297226,city safety perception
0,0.5627526,city safety
0,0.53216964,people safety perception
0,0.5187305,safety perception model
0,0.5152803,safety perception measurement
0,0.5117855,city safety security
0,0.47371197,safe city
0,0.3997032,safety perception
1,0.74752754,urban emotion measurement
1,0.61716664,emotional computing technics
1,0.6070371,urban emotion
1,0.59335816,emotion information
1,0.5848178,emotional computing concept
1,0.5818137,emotional computing
1,0.5609988,emotion measurement
1,0.5286093,emotion measurement tool
1,0.5050583,human emotion recognition
2,0.5576153,auditory perception map
2,0.5245981,auditory perception
2,0.51160073,auditory data
2,0.47737494,perception map
2,0.43655875,human perception
2,0.40088287,heterogeneous perception
2,0.37488842,subjective perception
2,0.3351194,perception
3,0.73471975,urban public space
3,0.71954644,urban environment perception
3,0.6929036,urban landscape perception
3,0.68193626,residential urban environment
3,0.67594254,artificial urban modeling
3,0.6755621,historical urban landscape
3,0.6743928,streetscape perception
3,0.67077446,urban morphological feature
3,0.6620457,automated urban modeling
3,0.6496428,artificial urban environment
3,0.6496067,urban perception datasets
3,0.6382949,urban vitality feature
3,0.63460267,crowdsourced street view
3,0.632986,proposed urban modeling
3,0.63068223,urban morphology contributes
3,0.62629366,urban street vitality
3,0.62376094,urban space quality
3,0.6229924,urban modeling technique
3,0.6147407,urban perception assessment
3,0.6002057,conventional urban data
3,0.5935194,urban morphology
3,0.5925793,urban visual experience
3,0.5920942,urban scene quality
3,0.589911,urban analysis
3,0.5846368,urban analytics
3,0.5840062,landscape design
3,0.5839324,landscape architecture system
3,0.5826057,urban modelling
3,0.5819718,urban street landscape
3,0.5794686,urban landscape
3,0.56863415,landscape architecture
3,0.56376135,street image evaluation
3,0.562586,urban land use
3,0.5583956,streetscape view
3,0.5525369,streetscape improvement
3,0.552432,urban data source
3,0.5521793,urban policy
3,0.5475862,urban scene data
3,0.5434973,urban planning
3,0.5422907,streetscape view index
3,0.542001,street design
3,0.5381019,geospatial data
3,0.5321964,urbanising city
3,0.53202903,urban environment
3,0.5318818,mediatized urban heritage
3,0.531803,geospatial data collection
3,0.5299349,urban perception derivation
3,0.52880573,landscape architecture art
3,0.52848816,city planning
3,0.5246718,city appearance
3,0.5234848,Street View imagery
3,0.5230222,global urban data
3,0.5209929,urban amenity
3,0.5208472,urban land
3,0.5200591,urban perception
3,0.51212376,urban identity
3,0.51088977,city life
3,0.50990814,urban design quality
3,0.5090795,complex urban feature
3,0.508939,new urban pattern
3,0.5069088,urban design dimension
3,0.50552297,urban pattern
3,0.50495017,urban space
3,0.50436944,urban heritage
3,0.5040683,urban community life
3,0.50262856,urban design theory
3,0.50228745,city modelling
3,0.50068605,environment perception
3,0.5003047,local urban perception
3,0.4975959,urban habitat
3,0.49702007,street space image
3,0.4957379,urban plan
3,0.49562913,streetscapes
3,0.49120453,Urban data
3,0.49047416,urban research method
3,0.48799348,urban community
3,0.48741594,garden landscape
3,0.48574886,complex urban environment
3,0.48420367,crowdsourced street
3,0.4831086,city image
3,0.48164934,urban design
3,0.48093656,urban data framework
3,0.4760325,urban planning policy
3,0.4748136,urban sociology
3,0.4703746,urban research
3,0.46718046,street imagery data
3,0.46398297,streetscape
3,0.4597797,street imagery
3,0.4592113,city planning process
3,0.4529249,street image
3,0.44930208,intricate urban matrix
3,0.44871494,street space
3,0.44640946,urbanity
3,0.44224003,urban area
3,0.44136566,established urban research
3,0.44023687,urban location
3,0.43821016,urban feature
