No,DocId,key-phrases
1,11,"['place sentiment', 'deep learning model', 'deep learning', 'street view', 'street view image']"
2,14,"['cultural ecosystem service', 'cultural ecosystem', 'nature photograph', 'ecosystem service assessment', 'social medium photograph']"
3,15,"['urban visual experience', 'urbanising city', 'urban environment', 'city appearance', 'urban space']"
4,16,"['street walkability', 'Street View imagery', 'urban design quality', 'urban design', 'streetscape']"
5,27,"['visible street greenery', 'urban greenery', 'accessed street greenery', 'street greenery', 'urban planning']"
6,59,"['urban perception datasets', 'urban perception assessment', 'urban perception derivation', 'urban perception', 'local urban perception']"
7,62,"['visual quality', 'perceived visual quality', 'street renewal', 'efficient street renewal', 'experienced urban designer']"
8,69,"['soundscape classification model', 'soundscape classification', 'urban soundscape evaluation', 'comprehensive urban soundscape', 'urban soundscapes']"
9,79,"['environmental sensor', 'human physiological change', 'machine learning', 'signal processing', 'feature selection']"
10,93,"['public space', 'subjective perception', 'landscape', 'perception', 'perceptual variable']"
11,103,"['pedestrian landscape', 'pedestrian environment', 'good pedestrian landscape', 'pedestrian space', 'decision tree']"
12,115,"['street quality', 'new urban data', 'Urban data', 'urban planning practice', 'street']"
13,135,"['urban identity', 'new urban pattern', 'urban pattern', 'city', 'Feature extraction']"
14,136,"['soundscape assessment', 'urban soundscape mapping', 'soundscape mapping', 'urban soundscape', 'future soundscape mapping']"
15,194,"['sidewalk design', 'random forest', 'random forest classifier', 'sidewalk', 'sidewalk segment']"
16,212,"['city life', 'sociodemographics', 'urban sociology', 'crowdsourcing game', 'urban scene']"
17,239,"['urban valuation estimation', 'urban valuation', 'urban scene data', 'property assessment', 'land value']"
18,314,"['urban visual environment', 'advertising construction', 'detected advertising object', 'Outdoor advertising', 'advertising object']"
19,331,"['street imagery data', 'street imagery', 'large street imagery', 'heterogeneous perception', 'safety perception']"
20,346,"['auditory perception map', 'auditory perception', 'auditory data', 'auditory landscape', 'perception map']"
21,360,"['urban vitality feature', 'urban street vitality', 'urban space quality', 'urban street landscape', 'urban landscape']"
22,363,"['French neighbourhood', 'neighbourhood', 'neighborhood', 'real estate search', 'spatial concept']"
23,365,"['complex urban environment', 'satellite image', 'visual image interpretation', 'human perception', 'mapping']"
24,366,"['mediatized urban heritage', 'urban heritage', 'Digital excavation', 'big data', 'image recognition']"
25,375,"['City safety perception', 'City safety', 'people safety perception', 'safety perception model', 'Safety perception measurement']"
26,379,"['architectural color icon', 'architectural color', 'color icon creation', 'color icon', 'google map']"
27,390,"['Holistic visual data', 'complex urban feature', 'intricate urban matrix', 'urban feature', 'Random Forest model']"
28,410,"['crowdsourced street view', 'urban analytics', 'geospatial data', 'geospatial data collection', 'crowdsourced street']"
29,422,"['street image evaluation', 'Street design', 'street space image', 'street image', 'street space']"
30,423,"['streetscape perception', 'urban scene quality', 'streetscape view', 'streetscape view index', 'urban amenity']"
31,427,"['conventional urban data', 'urban analysis', 'urban modelling', 'urban data source', 'urban research']"
32,436,"['Urban morphological feature', 'urban morphology contributes', 'urban morphology', 'morphological feature', 'quantitative morphological description']"
33,470,"['urban landscape perception', 'historical urban landscape', 'streetscape improvement', 'city planning', 'urban planning policy']"
34,492,"['visitor experience', 'urban public life', 'public space management', 'urban design strategy', 'sentiment']"
35,513,"['historical preservation', 'historical site', 'tourism', 'Shanghai city', 'data']"
36,517,"['landscape design', 'landscape architecture system', 'landscape architecture', 'landscape architecture art', 'garden landscape']"
37,518,"['urban environment perception', 'residential urban environment', 'environment perception', 'urban context', 'machine learning method']"
38,542,"['architectural beauty', 'classification', 'city census', 'Machine learning model', 'city census information']"
39,554,"['perceived walkability', 'walkability', 'urban area', 'spatial evaluation', 'environmental evaluation']"
40,557,"['urban public space', 'urban research method', 'established urban research', 'urban location', 'different urban location']"
