0,1
together produces heat,[-1]
conflicting social interaction,[-1]
north american investor,[-1]
brazilian rubber tapper,[-1]
un funding agency,[-1]
study global interconnection,[-1]
creative cultural difference,[-1]
study public life,[-1]
growing urban population,[-1]
design public infrastructure,[-1]
studying city life,[-1]
inviting public space,[-1]
noise control policy,[-1]
new multidisciplinary approach,[-1]
soundscapes across country,[-1]
considers environmental sound,[-1]
emerging soundscape science,[-1]
although significant research,[-1]
significant research activity,[-1]
last question aim,[-1]
implications soundscape research,[-1]
treats environmental sound,[-1]
systematically discuss soundscape,[-1]
good soundscape practice,[-1]
explores cultural variation,[-1]
introduces binaural measurement,[-1]
binaural measurement technology,[-1]
physiological restorative mechanism,[-1]
environment present soundscape,[-1]
present soundscape mapping,[-1]
leading international figure,[-1]
eu cost project,[-1]
different thermal index,[-1]
outdoor urban environment,"[-1, 4, 6]"
hot dry city,[-1]
different thermal environment,[-1]
thermal comfort range,[-1]
comprehensive micrometeorological measurement,[-1]
different outdoor environment,[-1]
outdoor environment vary,[-1]
physiologically equivalent temperature,[-1]
standard effective temperature,[-1]
lower comfort limit,[-1]
thermal sensation vote,[-1]
chinese wine consumption,[-1]
examine chinese consumer,[-1]
chinese new year,[-1]
consume chinese spirit,[-1]
consume red wine,[-1]
selling red wine,[-1]
drinking red wine,[-1]
shows good taste,[-1]
another key point,[-1]
little wine knowledge,[-1]
australia produces wine,[-1]
purchase inexpensive wine,[-1]
small sample size,[-1]
limited wine knowledge,[-1]
make chinese consumer,[-1]
wine purchasing decision,[-1]
wine making country,[-1]
wine pose difficulty,[-1]
first academic study,[-1]
offers important insight,[-1]
chinese cultural value,[-1]
structural equation modeling,[-1]
several major city,[-1]
would benefit practitioner,[-1]
general consumption pattern,[-1]
prc urban consumer,[-1]
also benefit researcher,[-1]
characterize chinese consumer,[-1]
relationship among value,[-1]
develops new scale,[-1]
ethnic minority group,[-1]
public open scape,[-1]
white british people,[-1]
different ethnic minority,[-1]
towards inclusive design,[-1]
study programme protocol,[-1]
countless societal benefit,[-1]
top recreational destination,[-1]
although underlying mechanism,[-1]
public health impact,[-1]
natural blue space,[-1]
associated urban infrastructure,[-1]
maximise health benefit,[-1]
around aquatic environment,[-1]
secondary data set,[-1]
bespoke international survey,[-1]
without direct access,[-1]
future societal contexts,[-1]
develop key input,[-1]
local ethic committee,[-1]
project advisory board,[-1]
intervention taking place,[-1]
open data repository,[-1]
formal data management,[-1]
data management plan,[-1]
provide key input,[-1]
environmental improvement scheme,[-1]
public art help,[-1]
specific cultural quarter,[-1]
city centre area,[-1]
urban design technique,[-1]
wider cultural regeneration,[-1]
low atmospheric pressure,[-1]
poorly maintained flood,[-1]
maintained flood defence,[-1]
often single storey,[-1]
flood risk management,[-1]
risk management policy,[-1]
new design standard,[-1]
coastal flood defence,[-1]
improving coastal defence,[-1]
substantial new research,[-1]
new research effort,[-1]
improved coastal forecasting,[-1]
global environmental change,[-1]
urban design challenge,[-1]
poor urban settlement,[-1]
autonomous adaptation strategy,[-1]
argue urban slum,[-1]
identifying local adaptation,[-1]
densely populated suburb,[-1]
rapid environmental change,[-1]
expected coping strategy,[-1]
despite uncertain tenure,[-1]
critical public service,[-1]
action toward adaptation,[-1]
toward adaptation pathway,[-1]
prevails among government,[-1]
among government official,[-1]
reduce risk exist,[-1]
urban health strategy,[-1]
public health opportunity,[-1]
million notified infection,[-1]
local capacity resilient,[-1]
health strategic objective,[-1]
sustainable mobility network,[-1]
domestic living space,[-1]
basic care service,[-1]
existing environmental emergency,[-1]
environmental emergency plan,[-1]
public health expert,[-1]
salutogenic living environment,[-1]
emerging collective experiment,[-1]
hot arid climate,[-1]
outdoor urban space,[-1]
social background matter,[-1]
space within city,[-1]
increase economic activity,[-1]
open public space,"[-1, 4, 5]"
two different part,[-1]
similar climatic context,[-1]
include structured interview,[-1]
subjective thermal evaluation,[-1]
influencing corrupt action,[-1]
australian construction industry,[-1]
explore behavioural factor,[-1]
influence corrupt action,[-1]
high goal feasibility,[-1]
supportive subjective norm,[-1]
perceived behavioural control,[-1]
relatively small sample,[-1]
research took place,[-1]
highly politicised environment,[-1]
normalise corrupt behaviour,[-1]
many formal policy,[-1]
global construction industry,[-1]
needed urban regeneration,[-1]
individual human right,[-1]
throws new light,[-1]
informal institution work,[-1]
constrain formal rule,[-1]
understand whether amongst,[-1]
across various population,[-1]
various population group,[-1]
across varying population,[-1]
varying population group,[-1]
many marginalized group,[-1]
average uk entrepreneur,[-1]
rural area display,[-1]
finding raise question,[-1]
enterprise culture agenda,[-1]
promote greater inclusiveness,[-1]
amongst different population,[-1]
different population group,[-1]
intergenerational urban space,[-1]
integrate young people,[-1]
paper describes approach,[-1]
effectively involve youth,[-1]
embed diverse youth,[-1]
diverse youth voice,[-1]
although recent scholarship,[-1]
promoting student engagement,[-1]
scaffolding sanctioned form,[-1]
nurturing critical consciousness,[-1]
positioned within classroom,[-1]
culturally relevant pedagogy,[-1]
school english literature,[-1]
english literature course,[-1]
urban high school,[-1]
collected using field,[-1]
using field note,[-1]
challenge various ideology,[-1]
produce new knowledge,[-1]
cohesive community replete,[-1]
rapidly advancing knowledge,[-1]
contemporary public policy,[-1]
behaviour change policy,[-1]
geographically informed set,[-1]
urban development argue,[-1]
individual farm owner,[-1]
possible future change,[-1]
future urban development,[-1]
possible future increase,[-1]
also shows similarity,[-1]
urban fringe population,[-1]
effective executional technique,[-1]
product category study,[-1]
urban young adult,[-1]
likeable executional technique,[-1]
five asian country,[-1]
weak overall model,[-1]
overall model fit,[-1]
cohort broadly share,[-1]
moderate cultural influence,[-1]
persuasive executional technique,[-1]
buy green product,[-1]
environmentally conscious consumer,[-1]
seven focus group,[-1]
theoretical thematic analysis,[-1]
identified additional barrier,[-1]
two new neutralisation,[-1]
new neutralisation technique,[-1]
impact consumer culture,[-1]
study took place,[-1]
urban centre hence,[-1]
place individual goal,[-1]
encourage behavioural change,[-1]
green attitudebehaviour gap,[-1]
provides fresh insight,[-1]
consumer culture context,[-1]
cultural political economy,[-1]
means toward urban,[-1]
celebrate human diversity,[-1]
distribute educational resource,[-1]
economy sheds doubt,[-1]
activist made sense,[-1]
reproduce material inequity,[-1]
school desegregation struggle,[-1]
semistructured ethnographic interview,[-1]
school desegregation politics,[-1]
supreme court ruling,[-1]
systematic political effort,[-1]
along racial line,[-1]
school desegregation policy,[-1]
develop political strategy,[-1]
affects physical activity,[-1]
older woman living,[-1]
experienced health condition,[-1]
various personal factor,[-1]
good outdoor area,[-1]
accessible physical training,[-1]
physical training facility,[-1]
included worsening health,[-1]
woman within retirement,[-1]
within retirement community,[-1]
target pa intervention,[-1]
chinese consumer value,[-1]
contemporary chinese culture,[-1]
general research approach,[-1]
following established guideline,[-1]
numerically significant number,[-1]
study turns towards,[-1]
two better help,[-1]
data collection process,[-1]
frequent casual observation,[-1]
casual observation point,[-1]
yet retaining core,[-1]
retaining core value,[-1]
sometimes alien input,[-1]
materialistic societal development,[-1]
consumer research literature,[-1]
exploring consumer experience,[-1]
consumer experience conflict,[-1]
social status transition,[-1]
qualitative data collection,[-1]
historically different site,[-1]
horizontally determined transition,[-1]
identity role transition,[-1]
instead emphasising consumer,[-1]
loose social structure,[-1]
resulting consumption strategy,[-1]
although lifestyle transition,[-1]
concrete consumption strategy,[-1]
social status position,[-1]
require careful consideration,[-1]
indigenous school age,[-1]
school age youth,[-1]
reports emergent design,[-1]
emergent design principle,[-1]
design research project,[-1]
emergent principle focus,[-1]
science learning environment,[-1]
urban indigenous youth,[-1]
strengthen learning environment,[-1]
culture mediates relationship,[-1]
technologically related discipline,[-1]
rural folk house,[-1]
climate adaptive design,[-1]
perform daily activity,[-1]
thermal comfort field,[-1]
comfort field survey,[-1]
recorded via questionnaire,[-1]
ambient environment parameter,[-1]
indoor operative temperature,[-1]
thermal neutral temperature,[-1]
rural living condition,[-1]
contemporary memorial engage,[-1]
memorial engage visitor,[-1]
often surprising way,[-1]
combine first hand,[-1]
first hand analysis,[-1]
europe include official,[-1]
without official sanction,[-1]
discus important issue,[-1]
around three topic,[-1]
issue memorial raise,[-1]
meant different thing,[-1]
former indigenous way,[-1]
faced deep transformation,[-1]
numerous industrial value,[-1]
abandoned industrial landscape,[-1]
develop new mechanism,[-1]
complex ecosystem case,[-1]
ecosystem case study,[-1]
discusses ecological development,[-1]
two typical case,[-1]
typical case study,[-1]
integrative learning process,[-1]
integrative design process,[-1]
interactive adaptation process,[-1]
behaviorally feasible development,[-1]
systematically responsible planning,[-1]
totally functional design,[-1]
ecologically vivid management,[-1]
since several decade,[-1]
ecological administrative unit,[-1]
including ecological county,[-1]
helps local people,[-1]
helping local people,[-1]
traditional architectural form,[-1]
oriented chinese city,[-1]
urban regeneration project,"[-1, 1]"
historical chinese city,[-1]
traditional architectural element,[-1]
role local government,[-1]
market oriented economy,[-1]
historical urban environment,[-1]
must make place,[-1]
certain traditional form,[-1]
real cultural identity,[-1]
generating sustainable town,[-1]
system modeling approach,[-1]
already existing village,[-1]
become industrial worker,[-1]
traditional village model,[-1]
increasingly unsustainable pattern,[-1]
unprecedented mass migration,[-1]
chinese culture survive,[-1]
plus agricultural village,[-1]
new industrial town,[-1]
industrial town survive,[-1]
commission sponsored research,[-1]
sponsored research program,[-1]
find viable answer,[-1]
several small village,[-1]
system dynamic model,[-1]
inherently unsustainable mean,[-1]
harmful agricultural chemical,[-1]
small chinese farming,[-1]
chinese farming village,[-1]
educated chinese aspires,[-1]
one viable path,[-1]
become full service,[-1]
full service town,[-1]
brightest young people,[-1]
many trial iteration,[-1]
expert using software,[-1]
civil society process,[-1]
process involving villager,[-1]
sustainable chinese town,[-1]
new urban model,[-1]
traditional chinese village,[-1]
sustainable urban pattern,[-1]
scientific design process,[-1]
dynamic creative hub,[-1]
many characteristic typical,[-1]
cultural industry metropolis,[-1]
city using culture,[-1]
makes one conclude,[-1]
invaluable reference source,[-1]
concepts seriesrecent volume,[-1]
key concepts series,[-1]
series provides student,[-1]
encourages critical evaluation,[-1]
enquiry concerning reproduction,[-1]
publication dataa catalogue,[-1]
dataa catalogue record,[-1]
chris rojekeditorial assistant,[-1]
martine jonsrudproduction editor,[-1]
jacque woolleymarketing manager,[-1]
alison borgcover design,[-1]
author viiacknowledgements viiiintroduction,[-1]
viiacknowledgements viiiintroduction ixauthenticity,[-1]
key research interest,[-1]
various edited book,[-1]
edited book collection,[-1]
teaching interest mirror,[-1]
postgraduate tourism management,[-1]
event management programme,[-1]
programme teaching module,[-1]
