0,1
reconfigures urban life,{-1}
involving distinct way,{-1}
trace urban sociology,{-1}
makes instantaneous time,{-1}
within fragmented moment,{-1}
urban social life,{-1}
entailed various mobility,{-1}
modern civil society,{-1}
perceived sensory dimension,{-1}
urban green space,{-1}
perceive green space,{-1}
people reporting stress,{-1}
reporting stress prefer,{-1}
randomly selected informant,{-1}
nine swedish city,{-1}
analyzed using factor,{-1}
using factor analysis,{-1}
city planning perspective,{-1}
public mental health,{-1}
urban planning contribution,{-1}
provide valuable insight,{-1}
outdoor urban environment,{-1}
two overarching group,{-1}
offer strong support,{-1}
nearby natural environment,{-1}
natural environment play,{-1}
provide nature contact,{-1}
across diverse culture,{-1}
urban resident worldwide,{-1}
offer continued evidence,{-1}
detect febrile case,{-1}
typhoid fever case,{-1}
fever among preschooler,{-1}
urban study area,{-1}
noise control policy,{-1}
new multidisciplinary approach,{-1}
soundscapes across country,{-1}
considers environmental sound,{-1}
emerging soundscape science,{-1}
although significant research,{-1}
significant research activity,{-1}
last question aim,{-1}
transnational capitalist class,{-1}
major transnational corporation,{-1}
major global consumer,{-1}
global consumer good,{-1}
aspiring global city,{-1}
deliberately iconic architecture,{-1}
central urban manifestation,{-1}
beyond binary choice,{-1}
unaided individual mind,{-1}
much human creativity,{-1}
embody collective knowledge,{-1}
proper collaboration model,{-1}
supporting distributed cognition,{-1}
evolutionary process model,{-1}
support spontaneous design,{-1}
spontaneous design activity,{-1}
new design competence,{-1}
individual creative action,{-1}
personally meaningful activity,{-1}
paper offers example,{-1}
including urban planning,{-1}
transdisciplinary system approach,{-1}
different landscape concept,{-1}
concept exist side,{-1}
new complex concept,{-1}
enable transdisciplinary landscape,{-1}
transdisciplinary landscape research,{-1}
transdisciplinary landscape concept,{-1}
concept promotes landscape,{-1}
among us writer,{-1}
century european tradition,{-1}
writer regard victim,{-1}
grant sensory information,{-1}
inform serious reflection,{-1}
historical period surprising,{-1}
local environmental planning,{-1}
human mind work,{-1}
intellectual bona fides,{-1}
pure environmental aesthetic,{-1}
form emotional attachment,{-1}
surrounding industrial development,{-1}
inform local resident,{-1}
relationship among culture,{-1}
