HDBSCAN_Cluster,DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI,x,y
-1,1,594.0,2000,Article,The city and the car,"The social sciences have generally ignored the motor car and its awesome consequences for social life, especially in their analysis of the urban. Urban studies in particular has failed to consider the overwhelming impact of the automobile in transforming the time-space 'scapes' of the modern urban/suburban dweller. Focusing on forms of mobility into, across and through the city, we consider how the car reconfigures urban life, involving distinct ways of dwelling, travelling and socializing in, and through, an automobilized time-space. We trace urban sociology's paradoxical resistance to cultures of mobility, and argue that civil society should be reconceptualized as a 'civil society of automobility'. We then explore how automobility makes instantaneous time and the negotiation of extensive space central to how social life is configured. As people dwell in and socially interact through their cars, they become hyphenated car-drivers: at home in movement, transcending distance to complete a series of activities within fragmented moments of time. Urban social life has always entailed various mobilities but the car transforms these in a distinct combination of flexibility and coercion. Automobility is a complex amalgam of interlocking machines, social practices and ways of dwelling which have reshaped citizenship and the public sphere via the mobilization of modern civil societies. In the conclusion we trace a vision of an evolved automobility for the cities of tomorrow in which public space might again be made 'public'.",,"Sheller M., Urry J.",10.1111/1468-2427.00276,0.81,5.97
-1,4,303.0,1999,Article,Typhoid fever in children aged less than 5 years,"Background. Calculation of the incidence of typhoid fever during preschool years is important to define the optimum age of immunisation and the choice of vaccines for public-health programmes in developing countries. Hospital-based studies have suggested that children younger than 5 years do not need vaccination against typhoid fever, but this view needs to be re-examined in community-based longitudinal studies. We undertook a prospective follow-up study of residents of a low-income urban area of Delhi, India, with active surveillance for case detection. Methods. A baseline census was undertaken in 1995. Between Nov 1, 1995, and Oct 31, 1996, we visited 8172 residents of 1820 households in Kalkaji, Delhi, twice weekly to detect febrile cases. Blood samples were obtained from febrile patients, and those who tested positive for Salmonella typhi were treated with ciprofloxacin. Findings. 63 culture-positive typhoid fever cases were detected. Of these, 28 (44%) were in children aged under 5 years. The incidence rate of typhoid per 1000 person-years was 27.3 at age under 5 years, 11.7 at 5-19 years, and 1.1 between 19 and 40 years. The difference in the incidence of typhoid fever between those under 5 years and those aged 5-19 years (15.6 per 1000 person-years [95% CI 4.7-26.5]), and those aged 19-40 years (26.2 [16.0-36.3]) was significant (p < 0.001 far both). The difference between the incidence of typhoid at 5-19 years and the incidence at 19-40 years was also significant (10.6 [6.3-14.8], p < 0 001). Morbidity in those under 5 and in older people was similar in terms of duration of fever, signs and symptoms, and need for hospital admission. Interpretation. Our findings challenge the common view that typhoid fever is a disorder of school-age children and of adults. Typhoid is a common and significant cause of morbidity between 1 and 5 years of age. The optimum age of typhoid immunisation and the choice of vaccines needs to be reassessed.This study was conducted to measure the incidence of typhoid fever among preschoolers. It was suggested that children aged 5 years do not need vaccination against typhoid fever. However, it is important to re-examine this view, particularly in infants and young children in the low-income urban area of Delhi, India, through active surveillance. Blood samples were obtained from febrile patients, and those who tested positive for Salmonella typhi were treated with ciprofloxacin. Findings revealed 63 culture-positive typhoid fever cases, about 44% of which were in children under 5 years of age. Morbidity in children under age 5 and in older people was similar in terms of duration of fever, signs and symptoms, and the need for hospital admission. The incidence of typhoid fever and the age distribution of the case varied between developing countries. Thus, the age patterns of typhoid fever observed in the urban study area may differ in rural areas within India or in other developing countries. A reevaluation of the optimum age and vaccine of choice is needed.",,"Sinha A., Sazawal S., Kumar R., Sood S., Reddaiah V.P., Singh B., Rao M., Naficy A., Clemens J.D., Bhan M.K.",10.1016/S0140-6736(98)09001-1,1.56,6.4
-1,11,110.0,2009,Article,Making friends in Zurich's urban forests and parks: The role of public green space for social inclusion of youths from different cultures,"Integrating the distinct cultures of foreign resident youths is a challenge for Swiss political and educational institutions. An empirical survey of pupils (n = 437) and teachers in selected schools of the city and metropolitan area of Zurich investigated leisure activities in urban forests and public green spaces for their potential to facilitate social interaction between Swiss and immigrant young people. Patterns of socialising and making friends in these outdoor locations were found to differ depending on age, school level, gender and the percentage of immigrants in each residential area. Public urban green spaces were found to play an important role for children and youths in making contacts and friends across cultures, which is considered a prerequisite for social inclusion. © 2008 Elsevier B.V. All rights reserved.",Cross-cultural friendships; Leisure activities; Social inclusion; Switzerland; Urban forest; Urban green space; Youth,"Seeland K., Dübendorfer S., Hansmann R.",10.1016/j.forpol.2008.07.005,1.41,8.71
-1,13,107.0,2008,Article,Social impact assessment and public participation in China: A case study of land requisition in Guangzhou,"This study examines the current prospects for and obstacles facing the implementation of social impact assessment (SIA) and participatory planning in the People's Republic of China. During the past two decades, rapid urbanisation and the conversion of rural land for urban development have led to numerous social conflicts and tensions between the Chinese government and its people. SIA and public participation in development decisions have received increasing attention from the Chinese authorities as possible ways to tackle the problem. Based on a Guangzhou case study, this paper argues that the assessment and mitigation of adverse impacts on the community from urban development have been carried out with different objectives, core values and principles when compared with those in Western societies. It concludes that the poor prospects of SIA and collaborative planning in China lie not only in the weak framework for environmental legislation, but also in all institutions concerning state-society relations, the socialist governing ideology and traditional Chinese culture. © 2007 Elsevier Inc. All rights reserved.",China; Land requisition; Public participation; Social impact assessment; Urban development,"Tang B.-s., Wong S.-w., Lau M.C.-h.",10.1016/j.eiar.2007.03.004,2.41,6.91
1,16,98.0,2013,Article,"Evaluating the behaviour of different thermal indices by investigating various outdoor urban environments in the hot dry city of Damascus, Syria","Consideration of urban microclimate and thermal comfort is an absolute neccessity in urban development, and a set of guidelines for every type of climate must be elaborated. However, to develop guidelines, thermal comfort ranges need to be defined. The aim of this study was to evaluate the behaviour of different thermal indices by investigating different thermal environments in Damascus during summer and winter. A second aim was to define the lower and upper limits of the thermal comfort range for some of these indices. The study was based on comprehensive micrometeorological measurements combined with questionnaires. It was found that the thermal conditions of different outdoor environments vary considerably. In general, Old Damascus, with its deep canyons, is more comfortable in summer than modern Damascus where there is a lack of shade. Conversely, residential areas and parks in modern Damascus are more comfortable in winter due to more solar access. The neutral temperatures of both the physiologically equivalent temperature (PET) and the outdoor standard effective temperature (OUT_SET*) were found to be lower in summer than in winter. At 80 % acceptability, the study defined the lower comfort limit in winter to 21.0 °C and the upper limit in summer to 31.3 °C for PET. For OUT_SET*, the corresponding lower and upper limits were 27.6 °C and 31.3 °C respectively. OUT_SET* showed a better correlation with the thermal sensation votes than PET. The study also highlighted the influence of culture and traditions on people's clothing as well as the influence of air conditioning on physical adaptation. © 2012 ISB.",Damascus; Microclimate; Thermal comfort; Thermal indices; Thermal sensation; Urban design,"Yahia M.W., Johansson E.",10.1007/s00484-012-0589-8,-0.56,7.1
-1,17,93.0,2010,Article,"Revanchist sanitisation or coercive care? The use of enforcement to combat begging, street drinking and rough sleeping in England","This paper examines recent responses to 'problematic street culture' in England, where increasing pressure has been exerted to prevent people from begging and street drinking in public spaces, with rough sleeping also targeted in some areas. Drawing upon in-depth interviews with enforcement agents, support providers and targeted individuals, it assesses the extent to which the strategies employed are indicative of a 'revanchist expulsion' of the deviant Other and/or an expression of 'coercive care' for the vulnerable Other. It concludes that, whilst the recent developments appear, at first glance, to be symptomatic of revanchist sanitisation of public space, closer examination reveals that the situation is actually much more complex than a revanchist reading of the situation might suggest, and perhaps not as devoid of compassion. © 2010 Urban Studies Journal Limited.",,"Johnsen S., Fitzpatrick S.",10.1177/0042098009356128,0.69,8.66
-1,18,90.0,2012,Article,Defining Suburbs,"There is no consensus as to what exactly constitutes a suburb. This article examines the range of suburban definitions in terms of their structure and the topical issues that they grapple with. Suburbs have been defined according to many different dimensions from location and transportation modes to culture and physical appearance. Given this confusion, one approach is to abandon the term; another is to use it with greater precision. This is more than just an issue of semantics. Rather how people talk and think about suburbs shapes how they can see such areas being developed and redeveloped in the future. © The Author(s) 2012.",design; housing; land use; planning history; planning practice; urban design; urban form,Forsyth A.,10.1177/0885412212448101,-0.14,8.3
-1,19,85.0,2001,Article,Ethnic minority groups and the design of public open scape: An inclusive landscape?,"People from ethnic minority groups have a range of experiences of living in Britain, some of which are significantly different from those of white British people. Previous research and case studies suggest that the physical environment has a positive or negative role in perceptions of everyday life. It is argued that landscapes have a symbolic dimension, and aspects of landscapes can be recognized as familiar or alien, welcoming or excluding. A wide variety of case studies in Britain are used to discuss design and management practices that reflect a range of cultural experiences. The need for landscape architects and managers to be aware of how places may be interpreted in different ways by different ethnic minority groups, and to work towards inclusive design, is highlighted.",Culture; Design; Ethnic minorities; Perception; Urban parks,Rishbeth C.,10.1080/01426390120090148,1.51,8.4
-1,21,70.0,2015,Article,Historical and contemporary cultural ecosystem service values in the rapidly urbanizing city state of Singapore,"Cultural ecosystem services are a function of people and place, so may change as a location transitions from rural to urban. Singapore has undergone rapid urbanization after its independence in 1965, with a concomitant decline in natural habitat extent and accessibility. Using coastal mangrove forests as a case study habitat, changing cultural values were explored with a novel array of techniques, including qualitative archival analysis (photographs, oral histories), current sources (publically uploaded social media photographs), and surveys of (a) the general public and (b) visitors to publically accessible mangroves. Cultural value changed through time, with a significant transition from intrinsic, intrapersonal values (spiritual, cultural heritage) to instrumental, interpersonal values (recreation, education). Additionally, cultural value varied between different mangroves depending on their public accessibility, and the evolving degree of human interaction with the ecosystem as urban development occured. Cultural values change as development transitions, though mangroves still play an important cultural role in a heavily urbanized environment. © 2015, Royal Swedish Academy of Sciences.",Coastal; Ecosystem services; Mangrove; Recreation; Singapore; Urbanization,"Thiagarajah J., Wong S.K.M., Richards D.R., Friess D.A.",10.1007/s13280-015-0647-7,2.17,8.3
-1,23,66.0,2017,Book,Urban sustainability transitions,"The world’s population is currently undergoing a significant transition towards urbanisation, with the UN expecting that 70% of people globally will live in cities by 2050. Urbanisation has multiple political, cultural, environmental and economic dimensions that profoundly influence social development and innovation. This fundamental long-term transformation will involve the realignment of urban society’s technologies and infrastructures, culture and lifestyles, as well as governance and institutional frameworks. Such structural systemic realignments can be referred to as urban sustainability transitions: fundamental and structural changes in urban systems through which persistent societal challenges are addressed, such as shifts towards urban farming, renewable decentralised energy systems, and social economies. This book provides new insights into how sustainability transitions unfold in different types of cities across the world and explores possible strategies for governing urban transitions, emphasising the co-evolution of material and institutional transformations in socio-technical and socio-ecological systems. With case studies of mega-cities such as Seoul, Tokyo, New York and Adelaide, medium-sized cities such as Copenhagen, Cape Town and Portland, and nonmetropolitan cities such as Freiburg, Ghent and Brighton, the book provides an opportunity to reflect upon the comparability and transferability of theoretical/conceptual constructs and governance approaches across geographical contexts. Urban Sustainability Transitions is key reading for students and scholars working in Environmental Sciences, Geography, Urban Studies, Urban Policy and Planning. © 2017 selection and editorial matter, Niki Frantzeskaki, Vanesa Castán Broto, Lars Coenen and Derk Loorbach; individual chapters, the contributors.",,"Frantzeskaki N., Broto V.C., Coenen L., Loorbach D.",10.4324/9781315228389,1.78,6.13
