0,1
detect febrile case,{-1}
typhoid fever case,{-1}
fever among preschooler,{-1}
urban study area,{-1}
noise control policy,{-1}
new multidisciplinary approach,{-1}
soundscapes across country,{-1}
considers environmental sound,{-1}
emerging soundscape science,{-1}
although significant research,{-1}
significant research activity,{-1}
last question aim,{-1}
surrounding industrial development,{-1}
inform local resident,{-1}
relationship among culture,{-1}
socially constructed risk,{-1}
conflicting cultural worldviews,{-1}
contentious environmental debate,{-1}
social impact assessment,{-1}
past two decade,{-1}
numerous social conflict,{-1}
received increasing attention,{-1}
guangzhou case study,{-1}
socialist governing ideology,{-1}
traditional chinese culture,{-1}
examines recent response,{-1}
recent development appear,{-1}
closer examination reveals,{-1}
contemporary cultural ecosystem,{-1}
cultural ecosystem service,{-1}
ecosystem service value,{-1}
rapidly urbanizing city,{-1}
urbanizing city state,{-1}
undergone rapid urbanization,{-1}
natural habitat extent,{-1}
using coastal mangrove,{-1}
coastal mangrove forest,{-1}
case study habitat,{-1}
changing cultural value,{-1}
including qualitative archival,{-1}
qualitative archival analysis,{-1}
uploaded social medium,{-1}
social medium photographs,{-1}
publically accessible mangrove,{-1}
cultural value change,{-1}
important cultural role,{-1}
heavily urbanized environment,{-1}
moving young life,{-1}
explores young people,{-1}
poorer urban area,{-1}
urban young people,{-1}
three urban study,{-1}
urban study site,{-1}
links young people,{-1}
best managed city,{-1}
pursue outdoor recreation,{-1}
cooperative urban planning,{-1}
provincial western city,{-1}
exemplary american metropolis,{-1}
toward public good,{-1}
whether typical pressure,{-1}
understood without reference,{-1}
broader regional setting,{-1}
distinctive civic culture,{-1}
supports urban progress,{-1}
expansive green space,{-1}
strong civic participation,{-1}
whose unique initiative,{-1}
american urban planning,{-1}
given new life,{-1}
singapore river waterfront,{-1}
analyses three form,{-1}
include reclaiming functionality,{-1}
commemorate local culture,{-1}
record breaking magnitude,{-1}
disaster first hand,{-1}
reshaping japanese culture,{-1}
research reviews literature,{-1}
regional economic development,{-1}
transmitting knowledge spillover,{-1}
regional entrepreneurial ecosystem,{-1}
notably including knowledge,{-1}
including knowledge base,{-1}
rapidly advancing knowledge,{-1}
contemporary public policy,{-1}
behaviour change policy,{-1}
geographically informed set,{-1}
road traffic noise,{-1}
noise measurement method,{-1}
typical residential area,{-1}
question concerned annoyance,{-1}
activity disturbance indoors,{-1}
british african colony,{-1}
