DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI
5,126.0,2013,Article,Partial least-squares regression for linking land-cover patterns to soil erosion and sediment yield in watersheds,"There are strong ties between land cover patterns and soil erosion and sediment yield in watersheds. The spatial configuration of land cover has recently become an important aspect of the study of geomorphological processes related to erosion within watersheds. Many studies have used multivariate regression techniques to explore the response of soil erosion and sediment yield to land cover patterns in watersheds. However, many landscape metrics are highly correlated and may result in redundancy, which violates the assumptions of a traditional least-squares approach, thus leading to singular solutions or otherwise biased parameter estimates and confidence intervals. Here, we investigated the landscape patterns within watersheds in the Upper Du River watershed (8973km2) in China and examined how the spatial patterns of land cover are related to the soil erosion and sediment yield of watersheds using hydrological modeling and partial least-squares regression (PLSR). The results indicate that the watershed soil erosion and sediment yield are closely associated with the land cover patterns. At the landscape level, landscape characteristics, such as Shannon's diversity index (SHDI), aggregation index (AI), largest patch index (LPI), contagion (CONTAG), and patch cohesion index (COHESION), were identified as the primary metrics controlling the watershed soil erosion and sediment yield. The landscape characteristics in watersheds could account for as much as 65% and 74% of the variation in soil erosion and sediment yield, respectively. Greater interspersion and an increased number of patch land cover types may significantly accelerate soilerosion and increase sediment export. PLSR can be used to simply determine the relationships between land-cover patterns and watershed soil erosion and sediment yield, providing quantitative information to allow decision makers to make better choices regarding landscape planning. With readily available remote sensing data and rapid developments in geographic information system (GIS) technology, this practical and simple PLSR approach could be applied to a variety of other watersheds. © 2013 Elsevier B.V.",Co-dependent data; Landscape metrics; Sediment delivery ratio; Sediment yield; Soil erosion,"Shi Z.H., Ai L., Li X., Huang X.D., Wu G.L., Liao W.",10.1016/j.jhydrol.2013.06.031
6,116.0,2019,Article,Urban flood risk mapping using the GARP and QUEST models: A comparative study of machine learning techniques,"Flood risk mapping and modeling is important to prevent urban flood damage. In this study, a flood risk map was produced with limited hydrological and hydraulic data using two state-of-the-art machine learning models: Genetic Algorithm Rule-Set Production (GARP) and Quick Unbiased Efficient Statistical Tree (QUEST). The flood conditioning factors used in modeling were: precipitation, slope, curve number, distance to river, distance to channel, depth to groundwater, land use, and elevation. Based on available reports and field surveys for Sari city (Iran), 113 points were identified as flooded areas (with each flooded zone assigned a value of 1). Different conditioning factors, including urban density, quality of buildings, age of buildings, population density, and socio-economic conditions, were taken into account to analyze flood vulnerability. In addition, the weight of these conditioning factors was determined based on expert knowledge and Fuzzy Analytical Network Process (FANP). An urban flood risk map was then produced using flood hazard and flood vulnerability maps. The area under the receiver-operator characteristic curve (AUC-ROC) and Kappa statistic were applied to evaluate model performance. The results demonstrated that the GARP model (AUC-ROC = 93.5%, Kappa = 0.86) had higher performance accuracy than the QUEST model (AUC-ROC = 89.2%, Kappa = 0.79). The results also indicated that distance to channel, land use, and elevation played major roles in flood hazard determination, whereas population density, quality of buildings, and urban density were the most important factors in terms of vulnerability. These findings demonstrate that machine learning models can help in flood risk mapping, especially in areas where detailed hydraulic and hydrological data are not available. © 2018 Elsevier B.V.",Data-mining; FANP; Flood risk management; GIS; Urban planning,"Darabi H., Choubin B., Rahmati O., Torabi Haghighi A., Pradhan B., Kløve B.",10.1016/j.jhydrol.2018.12.002
7,102.0,2020,Article,On the coronavirus (Covid-19) outbreak and the smart city network: Universal data sharing standards coupled with artificial intelligence (ai) to benefit urban health monitoring and management,"As the Coronavirus (COVID-19) expands its impact from China, expanding its catchment into surrounding regions and other countries, increased national and international measures are being taken to contain the outbreak. The placing of entire cities in ‘lockdown’ directly affects urban economies on a multi-lateral level, including from social and economic standpoints. This is being emphasised as the outbreak gains ground in other countries, leading towards a global health emergency, and as global collaboration is sought in numerous quarters. However, while effective protocols in regard to the sharing of health data is emphasised, urban data, on the other hand, specifically relating to urban health and safe city concepts, is still viewed from a nationalist perspective as solely benefiting a nation’s economy and its economic and political influence. This perspective paper, written one month after detection and during the outbreak, surveys the virus outbreak from an urban standpoint and advances how smart city networks should work towards enhancing standardization protocols for increased data sharing in the event of outbreaks or disasters, leading to better global understanding and management of the same. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2019-nCoV; Artificial intelligence; Coronavirus; COVID-19; Future cities; Internet of Things (IoT); Pandemics; Smart cities; Urban health,"Allam Z., Jones D.S.",10.3390/healthcare8010046
8,101.0,2017,Article,A data-driven predictive model of city-scale energy use in buildings,"Many cities across the United States have turned to building energy disclosure (or benchmarking) laws to encourage transparency in energy efficiency markets and to support sustainability and carbon reduction plans. In addition to direct peer-to-peer comparisons, the benchmarking data published under these laws have been used as a tool by researchers and policy-makers to study the distribution and determinants of energy use in large buildings. However, these policies only cover a small subset of the building stock in a given city, and thus capture only a fraction of energy use at the urban scale. To overcome this limitation, we develop a predictive model of energy use at the building, district, and city scales using training data from energy disclosure policies and predictors from widely-available property and zoning information. We use statistical models to predict the energy use of 1.1 million buildings in New York City using the physical, spatial, and energy use attributes of a subset derived from 23,000 buildings required to report energy use data each year. Linear regression (OLS), random forest, and support vector regression (SVM) algorithms are fit to the city's energy benchmarking data and then used to predict electricity and natural gas use for every property in the city. Model accuracy is assessed and validated at the building level and zip code level using actual consumption data from calendar year 2014. We find the OLS model performs best when generalizing to the City as a whole, and SVM results in the lowest mean absolute error for predicting energy use within the LL84 sample. Our median predicted electric energy use intensity for office buildings is 71.2 kbtu/sf and for residential buildings is 31.2 kbtu/sf with mean absolute log accuracy ratio of 0.17. Building age is found to be a significant predictor of energy use, with newer buildings (particularly those built since 1991) found to have higher consumption levels than those constructed before 1930. We also find higher electric consumption in office and retail buildings, although the sign is reversed for natural gas. In general, larger buildings use less energy per square foot, while taller buildings with more stories, controlling for floor area, use more energy per square foot. Attached buildings – those with adjacent buildings and a shared party wall – are found to have lower natural gas use intensity. The results demonstrate that electricity consumption can be reliably predicted using actual data from a relatively small subset of buildings, while natural gas use presents a more complicated problem given the bimodal distribution of consumption and infrastructure availability. © 2017 Elsevier Ltd",Building energy; Energy efficiency; Energy prediction; Machine learning; Urban dynamics,"Kontokosta C.E., Tull C.",10.1016/j.apenergy.2017.04.005
9,95.0,2010,Article,Simulating land-use dynamics under planning policies by integrating artificial immune systems with cellular automata,"Cellular automata (CA) have been increasingly used in simulating urban expansion and land-use dynamics. However, most urban CA models rely on empirical data for deriving transition rules, assuming that the historical trend will continue into the future. Such inertia CA models do not take into account possible external interventions, particularly planning policies, and thus have rarely been used in urban and land-use planning. This paper proposes to use artificial immune systems (AIS) as a technique for incorporating external interventions and generating alternatives in urban simulation. Inspired by biological immune systems, the primary process of AIS is the evolution of a set of 'antibodies' that are capable of learning through interactions with a set of sample 'antigens'. These 'antibodies' finally get 'matured' and can be used to identify/classify other 'antigens'. An AIS-based CA model incorporates planning policies by altering the evolution mechanism of the 'antibodies'. Such a model is capable of generating different scenarios of urban development under different land-use policies, with which the planners will be able to answer 'what if' questions and to evaluate different options. We applied an AIS-based CA model to the simulation of urban agglomeration development in the Pearl River Delta in southern China. Our experiments demonstrate that the proposed model can be very useful in exploring various planning scenarios of urban development. © 2010 Taylor & Francis.",Artificial immune system; Cellular automata; Urban planning; Urban simulation,"Liu X., Li X., Shi X., Zhang X., Chen Y.",10.1080/13658810903270551
10,94.0,2017,Article,"Urbanization impact on landscape patterns in Beijing City, China: A spatial heterogeneity perspective","The temporal and spatial characteristics of landscape pattern change can reflect the spatial impact of urbanization on the ecological environment. Studying the relationship between urbanization and landscape patterns can provide supports for urban ecological management. Previous studies have examined the quantitative relationship between the social economy and landscape patterns of an entire region, but have not considered the spatial non-stability of this relationship. In this study, we characterized the landscape patterns in Beijing City, China during 2000 and 2010 using four landscape metrics, i.e. patch density (PD), edge density (ED), Shannon's diversity index (SHDI) and the aggregation index (AI). Geographically weighted regression (GWR) was employed to identify the spatial heterogeneity and evolution characteristics of the relationship between the urbanization of population density (POP), gross domestic production (GDP) and nighttime lighting (NTL), and landscape patterns. The evolution of urban landscape patterns indicated a decentralized, aggregated, and fragmented change from the downtown to the suburb and outer suburb. During the 10-year period, the average PD in the downtown increased by 100.6%, and the increase of AI in the suburb was the largest. The PD, ED and SHDI increased by different degrees in the outer suburb. The influences of different urbanization modes on landscape patterns were also different. Infilling mode made the landscape patterns more regular and integrated. The landscape was more broken and complicated under the edge-expanding mode, and the leapfrog mode made PD and SHDI increase slightly. In the relationship interpretation, GWR effectively identified the spatial heterogeneity, and improved the explanatory ability compared to ordinary least squares (OLS). The most intense response to urbanization was the forest landscape and the forest-cultivated land ecotone in the northwest of Beijing City, indicating that this region was ecologically fragile. The population density in the urbanization index had a direct effect on landscape patterns, while the PD affected by urbanization was greater than the shape, aggregation and diversity index. Affected by development policy, urban planning and other factors, the explanation degree of social economy to landscape patterns decreased in 2010. GWR is an effective method for quantifying the spatial differentiation characteristics of urbanization impacts on landscape patterns, which can provide more spatial information and decision criteria for the green development of a compact city. © 2017 Elsevier Ltd","Compact green city Beijing City, China; GWR; Landscape metrics;Urbanization mode","Huilei L., Jian P., Yanxu L., Yi'na H.",10.1016/j.ecolind.2017.06.032
11,90.0,2018,Article,Measuring human perceptions of a large-scale urban region using machine learning,"Measuring the human sense of place and quantifying the connections among the visual features of the built environment that impact the human sense of place have long been of interest to a wide variety of fields. Previous studies have relied on low-throughput surveys and limited data sources, which have difficulty in measuring the human perception of a large-scale urban region at flexible spatial resolutions. In this work, a data-driven machine learning approach is proposed to measure how people perceive a place in a large-scale urban region. Specifically, a deep learning model, which has been trained on millions of human ratings of street-level imagery, was used to predict human perceptions of a street view image. The model achieved a high accuracy rate in predicting six human perceptual indicators, namely, safe, lively, beautiful, wealthy, depressing, and boring. This model can help to map the distribution of the city-wide human perception for a new urban region. Furthermore, a series of statistical analyses was conducted to determine the visual elements that may cause a place to be perceived as different perceptions. From the 150 object categories segmented from the street view images, various objects were identified as being positively or negatively correlated with each of the six perceptual indicators. The results take researchers and urban planners one step toward understanding the interactions of the place sentiments and semantics. © 2018 Elsevier B.V.",Built environment; Deep learning; Place semantics; Street-level imagery; Urban perception,"Zhang F., Zhou B., Liu L., Liu Y., Fung H.H., Lin H., Ratti C.",10.1016/j.landurbplan.2018.08.020
14,86.0,2018,Article,Using image recognition to automate assessment of cultural ecosystem services from social media photographs,"Quantifying and mapping cultural ecosystem services is complex because of their intangibility. Data from social media, such as geo-tagged photographs, have been proposed for mapping cultural use or appreciation of ecosystems. However, manual content analysis and classification of large numbers of photographs is time consuming. This study develops a novel method for automating content analysis of social media photographs for ecosystem services assessment. The approach applies an online machine learning algorithm – Google Cloud Vision – to analyse over 20,000 photographs from Singapore, and uses hierarchical clustering to group these photographs. The accuracy of the classification was assessed by comparison with manual classification. Over 20% of photographs were taken of nature, being of animals or plants. The distribution of nature photographs was concentrated around particular natural attractions, and nature photographs were more likely to occur in parks and areas of high vegetation cover. The approach developed for clustering photographs was accurate and saved approximately 170 h of manual work. The method provides an indicator of cultural ecosystem services that can be applied rapidly over large areas. Automated assessment and mapping of cultural ecosystem services could be used to inform urban planning. © 2017 Elsevier B.V.",Machine learning; Recreation; Recreational ecosystem services; Singapore; Urban ecology,"Richards D.R., Tunçer B., Tunçer B.",10.1016/j.ecoser.2017.09.004
16,77.0,2016,Article,Measuring visual enclosure for street walkability: Using machine learning algorithms and Google Street View imagery,"One major limitation currently with studying street level urban design qualities for walkability is the often inconsistent and unreliable measures of streetscape features across different field surveyors even with costly training due to lack of more objective processes, which also make large scale study difficult. The recent advances in sensor technologies and digitization have produced a wealth of data to help research activities by facilitating improved measurements and conducting large scale analysis. This paper explores the potential of big data and big data analytics in the light of current approaches to measuring streetscape features. By applying machine learning algorithms on Google Street View imagery, we generated objectively three measures on visual enclosure. The results showed that sky areas were identified fairly well for the calculation of proportion of sky. The three visual enclosure measures were found to be correlated with pedestrian volume and Walk Score. This method allows large scale and consistent objective measures of visual enclosure that can be done reproducibly and universally applicable with readily available Google Street View imagery in many countries around the world to help test their association with walking behaviors. © 2016 Elsevier Ltd",Enclosure; Machine learning; Street design features; Walkability,"Yin L., Wang Z.",10.1016/j.apgeog.2016.09.024
22,56.0,2018,Article,Data-driven Urban Energy Simulation (DUE-S): A framework for integrating engineering simulation and machine learning methods in a multi-scale urban energy modeling workflow,"The world is rapidly urbanizing, and the energy intensive built environment is becoming increasingly responsible for the world's energy consumption and associated environmental emissions. As a result, significant efforts have been put forth to develop methods that can accurately model and characterize building energy consumption in cities. These models aim to utilize physics-based building energy simulations, reduced-order calculations and statistical learning methods to assess the energy performance of buildings within a dense urban area. However, current urban building energy models are limited in their ability to account for the inter-building energy dynamics and urban microclimate factors that can have a substantial impact on building energy use. To overcome these limitations, this paper proposes a novel Data-driven Urban Energy Simulation (DUE-S) framework that integrates a network-based machine learning algorithm (ResNet) with engineering simulation to better understand how buildings consume energy on multiple temporal (hourly, daily, monthly) and spatial scales in a city (single building, block, urban). We validate the proposed DUE-S framework on a proof of concept case study of 22 densely located university buildings in California, USA. Our results indicate that the DUE-S framework is able to accurately predict urban scale energy consumption at hourly, daily and monthly intervals. Moreover, our results also demonstrate that the integration of data-driven and engineering simulation approaches can partially capture the inter-building energy dynamics and impacts of the urban context and merits future work to explore how they can be improved to predict sub-urban scale energy predictions (single building, block). In the end, successfully predicting and modeling the energy performance of urban buildings has the potential to inform the decision-making of a wide variety of urban sustainability stakeholders including architects, engineers and policymakers. © 2018 Elsevier Ltd",Building energy; Data-driven; Machine learning; Multi-scale; Simulation; Urban context; Urban energy modeling,"Nutkiewicz A., Yang Z., Jain R.K.",10.1016/j.apenergy.2018.05.023
