cluster,group,count,key-phrases,NumDocs,DocIds
-1,-1,407,"['watershed soil erosion', 'soil erosion', 'land cover type', 'urban landscape pattern', 'urban landscape', 'spatial data quality', 'spatial data', 'urban activity inference', 'foursquare', 'Foursquare place category', 'LiDAR data', 'land cover classification', 'AI approach urban', 'urban land dynamic', 'land dynamic modeling', 'urban land', 'land dynamic', 'urban land cover', 'random forest', 'urban structure type', 'land', 'geodemographic classification', 'geographical space', 'region extraction', 'robotic system', 'urban form', 'tree classification', 'scene classification algorithm', 'Street View image', 'urban space', 'street view', 'urban environment', 'street view pattern', 'urban area extraction', 'area extraction', 'urban habitat', 'boosted regression tree', 'environment determinant', 'desirable environmental benefit', 'environmental benefit', 'environment factor', 'restaurant data', 'socioeconomic data', 'urban neighborhood', 'neighborhood level', 'GIS hotspot analysis', 'hotspot analysis', 'urban system', 'streetscapes', 'urban function', 'impact pedestrian activity', 'local pedestrian activity', 'influence pedestrian activity', 'pedestrian behavior modeling', 'urban walkability', 'learning car detection', 'local urban context', 'urban context', 'neighborhood context', 'route planning', 'big geodata', 'deprivation mapping', 'urban land use', 'essential urban land', 'urban parcel', 'burnt catchment', 'location problem model', 'tourism research', 'semantic address matching', 'address matching', 'address match', 'unstructured address data', 'unstructured address record', 'agricultural land', 'planning education', 'urban park access', 'park accessibility', 'geographical accessibility model', 'park accessibility change', 'declined park accessibility', 'tree specie classification', 'deciduous tree specie', 'data mining technique', 'urban agglomeration scale', 'total urban area', 'Inferring urban performance', 'discrete urban space', 'various urban feature', 'urban feature', 'machine learning', 'knowledge discovery technique', 'urban research', 'city service dimension', 'influence building height', 'building height', 'fuzzy inference', 'XGBoost classification', 'business zone', 'area intelligent classification', 'automatic classification', 'Kadaster knowledge graph', 'human mobility prediction', 'gaze analysis system', 'Visual gaze analysis', 'gaze analysis', 'gaze vector', 'Visual gaze', 'spacescapes', 'outdoor townscapes', 'body mass index', 'obesity', 'decision tree', 'body mass', 'Spatiotemporal modeling', 'crowdsourcing', 'collaborative city planning', 'collaborative city', 'integrated tourism planning', 'tourism planning', 'integrated tourism', 'semantic image classification', 'urban scene', 'georeferenced image', 'predictive model', 'urban building', 'machine learning capability', 'city image dimension', 'city image', 'city branding', 'urban infrastructure', 'inclusive planning', 'text mining', 'geography', 'construction sector', 'fuzzy set', 'information system', 'compressed sensing', 'intelligence urban model', 'urban dynamic process', 'land dynamic modelling', 'land use change', 'unstructured data', 'civic participation platform', 'civic demand', 'usable floor area', 'spatial information', 'urban environmental problem', 'floor area', 'urban design plan', 'urban scale plan', 'slum area', 'slum', 'Structural health monitoring', 'health monitoring', 'Health Monitoring utility', 'Urban multisensory laboratory', 'Urban multisensory', 'urban sensory lab', 'urban sensory', 'multisensory laboratory', 'land use mapping', 'Land use map', 'cityscape', 'wearable fall detection', 'fall detection', 'human fall detection', 'fall detection system', 'automatic wearable fall', 'development plan', 'online educational game', 'intelligent city construction', 'Geographical measure', 'urban place detection', 'place detection', 'commercial district discovery', 'unsupervised commercial district', 'district discovery framework', 'swarm intelligence', 'unmanned aerial vehicle', 'local height data', 'height data', 'urban fabric', 'floor height', 'Machine Learning technique', 'typology', 'KNN algorithm', 'learned embeddings', 'embeddings', 'flow prediction', 'blockchain', 'classification tree', 'performance decision tree', 'spatial planning', 'land change', 'density estimation', 'artificial urban environment', 'boosting', 'parking', 'good urban form', 'UAVs device', 'military operation', 'adaptive boosting', 'optimal urban land', 'city safety', 'city safety security', 'Safe city', 'urban community life', 'activity space estimation', 'former industrial waterfront', 'land readjustment', 'location data', 'geolocated dataset', 'ML algorithm', 'urban analysis', 'understand urban dynamic', 'urban livability', 'urban complex system', 'household travel survey', 'travel survey data', 'urbanity', 'intrusion detection method', 'intrusion detection', 'ensemble learning approach', 'metropolitan area', 'learning model', 'crowdsensed datasets', 'available crowdsensed datasets', 'urban decision', 'city region partitioning', 'city region partition', 'scenic beauty', 'Flickr image', 'word embedding', 'city configuration', 'unseen city configuration', 'video surveillance', 'person detection method', 'video surveillance system', 'anomaly detection', 'anomaly detection method', 'smart mobility', 'mining technique', 'artificial network', 'everyday architectural practice', 'architectural practice', 'machine learning method', 'travel mode detection', 'boosted decision tree', 'boosted decision', 'reasoning layer', 'virtual city environment', 'virtual city', 'street context distribution', 'urban science', 'street context type', 'urban science framework', 'complex urban environment', 'architectural form', 'ensemble model', 'ensemble network', 'stacking ensemble model', 'prediction importance level', 'prediction importance', 'prediction variable', 'urban system management', 'effective urban system', 'land use dynamic', 'land use expansion', 'land expansion', 'grid', 'individual travel behavior', 'travel behavior', 'geographic context problem', 'geographic context', 'Travel mode likelihood', 'geodemographic classification development', 'urban decision making', 'geodemographics', 'intercity corporate network', 'corporate network', 'regional planning', 'geospatial feature', 'citizen science data', 'urban study', 'popular place', 'locational model', 'smartphones locational request', 'building reconstruction', 'elevation data', 'height prediction', 'geospatial analysis', 'natural hazard risk', 'urban planning machine', 'tree planting policy', 'tree location data', 'tree planting', 'tree placement', 'tree location', 'geospatial big data', 'urban environmental study', 'italian regional science', 'regional policy evaluation', 'modern regional science', 'regional science', 'area', 'requirement engineering', 'suitable requirement engineering', 'requirement engineering perspective', 'AV development', 'urban layout', 'GIS big data', 'machine learning algorithm', 'urban service', 'mainstream urban model', 'mobile computing', 'computing', 'city operation system', 'city operation', 'urban safety', 'unsupervised learning', 'urban future scenario', 'Urban Future', 'recognition', 'machine', 'city scale', 'urban health', 'neighborhood scale', 'neighborhood', 'understanding urban space', 'Urban population distribution', 'Urban population', 'human intelligence', 'street functionality prediction', 'street functionality classification', 'urban street functionality', 'urban street network', 'urban mobility landscape', 'land use detection', 'region embeddings', 'intelligent unmanned technology', 'unmanned technology', 'aerial vehicle', 'slum mapping', 'slum upgrading', 'slum settlement', 'sustainable Mobility', 'street context classification', 'street imagery', 'relabel street', 'logistics service network', 'data mining technology', 'express service', 'generative urban network', 'Spatial network', 'land use analysis', 'Modern planning', 'urban warfare operation', 'complex system', 'machine learning hyperparameter', 'handwritten digit recognition', 'learning hyperparameter', 'particle swarm optimization', 'swarm optimization method', 'swarm optimization', 'particle swarm', 'Public transportation accessibility', 'pedestrian accessibility level', 'Pedestrian accessibility', 'transportation accessibility', 'sensor fusion', 'GIS spatial analysis', 'land cover change', 'geospatial technique', 'Urban placeness', 'placeness', 'livability management', 'multidimensional livability index', 'livability index', 'livability', 'area size', 'layout', 'new company creation', 'imbalanced datasets', 'distance metric learning', 'metric learning', 'datasets', 'similarity computation', 'intelligent taxi', 'location study', 'Beppu census ward', 'workshop', 'overview', 'paper', 'traditional architecture', 'ancient business town', 'eastern civilization', 'automatic simulation model', 'simulation model generation', 'simulation model', 'computer simulation', 'townscapes', 'architecture', 'metropolitan land use', 'land use evolution', 'workflow management system', 'workflow management', 'similarity information maintenance']",186,"[5, 10, 12, 13, 20, 21, 23, 25, 30, 31, 32, 34, 36, 41, 43, 63, 66, 70, 73, 78, 85, 88, 91, 92, 97, 106, 107, 108, 110, 112, 120, 121, 124, 132, 139, 140, 145, 150, 153, 157, 159, 162, 167, 170, 172, 173, 174, 180, 184, 187, 191, 195, 196, 198, 202, 208, 216, 217, 221, 223, 227, 232, 233, 234, 235, 241, 243, 244, 248, 250, 251, 259, 263, 266, 269, 271, 272, 274, 278, 281, 283, 284, 285, 287, 289, 290, 293, 296, 299, 304, 306, 307, 308, 310, 315, 320, 323, 324, 333, 336, 338, 340, 341, 342, 344, 353, 355, 368, 369, 370, 374, 383, 384, 386, 387, 388, 391, 394, 400, 403, 406, 409, 411, 412, 420, 425, 426, 431, 434, 442, 445, 447, 449, 452, 453, 457, 462, 463, 468, 472, 473, 474, 478, 480, 481, 482, 483, 484, 487, 488, 491, 496, 497, 502, 507, 508, 512, 516, 531, 533, 536, 541, 546, 551, 552, 558, 559, 560, 562, 563, 564, 566, 567, 569, 570, 573, 574, 577, 579, 583, 587, 588, 590, 592, 595, 599]"
-1,0,12,"['common wild bee', 'solitary bee', 'bee', 'Dengue disease dynamic', 'Dengue dynamic', 'mosquito occurrence', 'dengue incidence', 'mosquito development', 'effective mosquito control', 'mosquito control', 'effective mosquito', 'mosquito']",3,"[66, 413, 452]"
-1,1,10,"['automated vacuum waste', 'waste collection optimization', 'vacuum waste collection', 'urban waste disposal', 'waste collection', 'fecal sludge management', 'sludge management', 'sludge management solution', 'fecal sludge', 'sludge']",2,"[276, 443]"
-1,2,33,"['urban building energy', 'building energy simulation', 'building energy model', 'urban scale energy', 'building energy consumption', 'energy usage pattern', 'energy usage', 'Building Energy Information', 'energy demand', 'energy consumption', 'Building energy', 'electric load forecasting', 'electrical load forecasting', 'load forecasting', 'electrical load prediction', 'Load prediction', 'electricity theft', 'electricity consumption data', 'power utility', 'Energy consumption forecasting', 'electric consumption forecasting', 'accurate consumption forecasting', 'consumption forecasting', 'residential electric consumption', 'energy consumption prediction', 'consumption prediction', 'energy Storage', 'energy', 'geospatial energy consumption', 'geospatial energy', 'geospatial anthropogenic energy', 'energy demand estimation', 'energy consumption model']",9,"[22, 169, 185, 209, 323, 326, 420, 533, 571]"
-1,3,30,"['Landslide susceptibility mapping', 'landslide susceptibility evaluation', 'landslide risk management', 'landslide susceptibility', 'landslide risk', 'Landslide susceptibility assessment', 'landslide worldwide', 'landslide', 'landslide susceptibility simulation', 'landslide prevention', 'landslide inventory', 'historical landslide', 'landslide susceptibility model', 'landslide hazard', 'shallow landslide susceptibility', 'potential landslide runout', 'potential landslide', 'rockfall hazard assessment', 'comprehensive rockfall hazard', 'rockfall hazard', 'rockfall kinematic model', 'rockfall probability', 'landslide susceptibility map', 'landslide susceptibility modeling', 'landslide data', 'high landslide risk', 'landslide susceptibility zone', 'landslide susceptibility prediction', 'landslide area', 'susceptibility prediction']",7,"[67, 120, 130, 168, 229, 325, 396]"
-1,4,11,"['urban sound recognition', 'sound recognition', 'audio descriptor', 'automatic sound recognizer', 'Automatic sound recognition', 'soundscape recognition', 'soundscape recognition aim', 'soundscapes', 'soundscape', 'sound recognition task', 'Sonic environment']",3,"[181, 246, 476]"
-1,5,26,"['air quality', 'smog severity observation', 'Smog disaster', 'smog observation', 'smog severity', 'pollution detection', 'travel carbon emission', 'carbon emission assessment', 'environmental noise pollution', 'noise pollution', 'pollution level', 'environmental noise', 'pollution', 'air quality concern', 'air quality limitation', 'vehicle emission', 'road traffic noise', 'traffic noise', 'noise level', 'pollution quality prediction', 'air pollution measurement', 'influence air pollution', 'air pollution quality', 'airborne particulate matter', 'environmental monitoring', 'environmental monitoring task']",10,"[42, 46, 47, 85, 201, 273, 394, 415, 425, 516]"
-1,6,28,"['Flood risk mapping', 'flood hazard determination', 'flood risk map', 'Urban flood risk', 'flood vulnerability map', 'health hazard forecasting', 'wildfire burnt area', 'urban pluvial flood', 'pluvial flood vulnerability', 'flood vulnerability', 'frequent natural disaster', 'flooding prediction', 'pluvial flooding prediction', 'Urban pluvial flooding', 'flood occurrence', 'pluvial flood event', 'urban waterlogging', 'urban flood', 'urban flood disaster', 'disaster risk', 'disaster risk management', 'urban flood susceptibility', 'flood susceptibility mapping', 'flood susceptibility map', 'flood susceptibility', 'realistic flood susceptibility', 'hydrologic risk', 'floodplain']",10,"[6, 46, 120, 121, 130, 154, 328, 462, 475, 503]"
-1,7,36,"['urban water type', 'water type classification', 'urban water', 'water resource management', 'dynamic water resource', 'sustainable water development', 'Urban water resource', 'water demand modeling', 'water demand pattern', 'water demand', 'water management', 'water quality timeseries', 'water quality time', 'Outlet water quality', 'water quality', 'municipal water consumption', 'water consumption data', 'storm water management', 'urban water infrastructure', 'urban water system', 'water infrastructure', 'candidate urban water', 'water system adaptation', 'perennial drainage', 'drainage network', 'surface water runoff', 'AI storm water', 'stormwater management', 'complex hydrological system', 'LID stormwater management', 'blockchain water platform', 'high irrigation efficiency', 'irrigation efficiency', 'irrigation uniformity', 'irrigation', 'high irrigation']",10,"[26, 35, 221, 226, 297, 304, 380, 503, 524, 598]"
-1,8,11,"['automobile choice', 'household automobile choice', 'vehicle choice problem', 'household vehicle choice', 'vehicle choice', 'vehicle selection algorithm', 'driver car', 'vehicle ownership', 'vehicle', 'car', 'Car Restriction Policy']",5,"[38, 123, 264, 353, 533]"
-1,9,18,"['urban climate solution', 'urban climate', 'urban climate mitigation', 'urban climate change', 'urban climate assessment', 'upscaling urban climate', 'climate assessment', 'urban surface temperature', 'land surface temperature', 'urban thermal exposure', 'human heat exposure', 'heat vulnerability index', 'dynamic heat monitoring', 'heat monitoring', 'climate resilience', 'climate change', 'urban heat monitoring', 'surface urban heat']",7,"[52, 254, 330, 416, 467, 563, 580]"
-1,10,25,"['smart city', 'IoT application', 'modern smart city', 'Smart City dimension', 'smart urban planning', 'smart city field', 'medical IoT sensor', 'sustainable smart city', 'IoT sensor network', 'IoT sensor', 'smart city lie', 'health monitoring installation', 'intelligent city', 'harmonious smart ecosystem', 'smart ecosystem', 'Edge Computing platform', 'IoT system', 'IoT service', 'urban area smart', 'smart environment', 'area smart', 'smart city development', 'smart city management', 'smart community', 'smart meter']",18,"[44, 47, 92, 170, 172, 203, 219, 250, 266, 281, 285, 299, 368, 388, 415, 560, 563, 574]"
-1,11,27,"['sar data', 'SAR feature', 'synthetic aperture radar', 'satellite imagery', 'satellite image', 'hyperspectral data', 'multispectral image', 'hyperspectral image classification', 'hyperspectral datasets', 'hyperspectral image', 'standard hyperspectral datasets', 'hyperspectral pixel', 'Landsat satellite imagery', 'remote sensing', 'SAR image classification', 'SAR remote sensing', 'SAR image interpretation', 'SAR imagery', 'SAR image', 'artificial light data', 'light datasets', 'nighttime light', 'satellite remote sensing', 'earth observation', 'satellite', 'satellite segment', 'traditional satellite']",11,"[21, 25, 63, 64, 105, 139, 150, 178, 234, 488, 565]"
-1,12,16,"['urban ecological management', 'efficient environmental planning', 'urban sustainability science', 'global urban sustainability', 'sustainable travel', 'sustainable urban development', 'sustainable city', 'urban sustainability', 'sustainable planning', 'sustainable urban planning', 'sustainable urban transition', 'sustainable urban study', 'sustainable urbanisation', 'sustainable densification', 'Economic sustainability', 'sustainable urban design']",14,"[10, 35, 52, 73, 157, 170, 185, 222, 248, 338, 411, 418, 432, 466]"
-1,13,20,"['green urban area', 'visible street greenery', 'street greenery', 'urban greening', 'urban greening policy', 'urban green space', 'green infrastructure', 'greenway planning', 'optimized greenway suitability', 'urban greenway network', 'greenway suitability analysis', 'green infrastructure project', 'green architecture', 'green building issue', 'green building', 'green solution strategy', 'urban greenness space', 'urban greenness coverage', 'Urban greenness', 'greenness space']",8,"[63, 91, 162, 173, 252, 304, 318, 345]"
-1,14,17,"['Environmental landscape attribute', 'water shadow index', 'landscape ecology', 'heterogeneous landscape', 'habitat selection', 'data rich landscape', 'vegetation specie mapping', 'vegetation specie', 'Iran arid area', 'aridity index', 'compatible aridity index', 'Iq aridity index', 'aridity trend', 'landscape metric model', 'difference vegetation index', 'vegetation index', 'typical landscape index']",11,"[20, 26, 36, 42, 66, 140, 150, 165, 234, 330, 345]"
-1,15,49,"['urbanization index', 'Urbanization impact', 'urbanization process', 'centralized urbanization', 'urban expansion trend', 'urban area expansion', 'urban expansion', 'urban development', 'predict urban expansion', 'future urban expansion', 'urbanization', 'Rapid urbanization', 'international development', 'development impact', 'urban growth', 'growth prediction', 'urban regeneration layout', 'urban regeneration planning', 'urban infrastructure investment', 'urban redevelopment', 'redevelopment', 'urban development pattern', 'urban growth planning', 'different urban development', 'urban sprawl', 'sprawl development', 'current sprawl development', 'unprecedented urban growth', 'urbanization process monitoring', 'urban regeneration', 'urban development model', 'urban transition', 'unplanned urban expansion', 'global urbanization', 'unplanned urbanization', 'significant population growth', 'population growth', 'urbanization issue', 'urban neighbourhood densification', 'neighbourhood densification', 'urbanisation strategy', 'urban land expansion', 'urban development classification', 'new urban development', 'urban development towards', 'urban development factor', 'urban resilience', 'urban change', 'sprawl']",26,"[10, 30, 42, 70, 139, 172, 188, 202, 218, 232, 233, 234, 247, 289, 330, 338, 342, 347, 370, 418, 431, 463, 466, 467, 558, 564]"
-1,16,16,"['social medium data', 'Twitter data', 'Computational social medium', 'Social medium', 'social network message', 'unstructured community input', 'unstructured community', 'collaborative chat', 'microblogging data', 'social network', 'social metadata', 'Social medium user', 'Twitter interaction', 'Twitter', 'collaborative heterogeneous information', 'social recommendation']",11,"[92, 164, 170, 208, 278, 328, 372, 383, 426, 528, 577]"
-1,17,19,"['personality classification method', 'personality classification', 'Positive deviance', 'positive deviance face', 'emotional computing technics', 'emotion information', 'emotional computing concept', 'emotional computing', 'human emotion', 'personality classification task', 'player personality behavior', 'player personality', 'personality behavior', 'possible personality class', 'human factor requirement', 'urban emotion measurement', 'emotion measurement', 'emotion measurement tool', 'human emotion recognition']",6,"[153, 188, 200, 277, 478, 553]"
-1,18,24,"['Artificial intelligence technology', 'AI technology', 'intelligence identification layer', 'intelligence inference layer', 'artificial intelligence approach', 'artificial intelligence', 'intelligence approach', 'cellular automata', 'automata', 'AI data collection', 'AI data', 'autonomous AI behaviour', 'AI character', 'intelligent decision making', 'intelligent', 'simulate human intelligence', 'intelligence', 'automation', 'AI system', 'different artificial intelligence', 'AI technique', 'intelligence design', 'agent intelligence', 'AI robotics']",13,"[34, 281, 293, 306, 312, 406, 429, 487, 502, 552, 558, 559, 592]"
-1,19,14,"['expert system prototype', 'expert system', 'intelligent information system', 'intelligent information', 'fuzzy inference system', 'use expert system', 'use expert', 'expert', 'expert system approach', 'expertise', 'intelligent decision support', 'decision support system', 'decision support', 'fuzzy expert system']",7,"[34, 48, 173, 183, 322, 429, 599]"
-1,20,21,"['land use', 'land use category', 'land use information', 'historical land use', 'land use planning', 'land use classification', 'land use solution', 'mixed land use', 'mixed land', 'land management', 'land use type', 'various land use', 'land policy', 'land consumption', 'actual land use', 'probabilistic land use', 'land use scenario', 'land use algorithm', 'land use topic', 'detailed land use', 'land use structure']",14,"[31, 112, 177, 203, 294, 297, 306, 324, 340, 399, 431, 484, 512, 537]"
-1,21,14,"['land cover pattern', 'land cover', 'land cover mapping', 'land use coverage', 'land cover estimation', 'land cover map', 'spatial temporal coverage', 'land use data', 'land cover class', 'land boundary data', 'sensed land cover', 'sensed land', 'agricultural land cover', 'land surface']",9,"[5, 25, 42, 64, 123, 497, 531, 537, 580]"
-1,22,9,"['zone classification approach', 'functional zone classification', 'zone classification', 'business zone recommender', 'zone recommender system', 'zone recommender', 'zone recommendation system', 'Climate Zone classification', 'Yelp hierarchical dataset']",4,"[174, 180, 222, 496]"
-1,23,16,"['spatial clustering', 'community detection algorithm', 'clustering process', 'clustering', 'clustering result', 'community detection', 'geographical cluster', 'hierarchical clustering', 'multiscale clustering', 'cluster dynamic analysis', 'network analysis', 'topological connectivity', 'connectivity cluster', 'interface network consist', 'network model', 'cluster analysis']",9,"[203, 258, 283, 284, 315, 333, 350, 426, 585]"
-1,24,21,"['crime security game', 'opportunistic crime security', 'optimal police', 'police strategy', 'urban crime', 'collusion occurrence', 'collusion occurrence probability', 'crime forecasting', 'crime data', 'terrorist action signal', 'theft rate', 'terrorist attack prediction', 'attack prediction system', 'attack prediction', 'terroristic attack', 'Spatial crime simulation', 'crime prediction', 'crime simulation', 'crime simulation contribute', 'crime pattern', 'Crime Detection']",8,"[127, 235, 241, 281, 310, 403, 417, 487]"
-1,25,21,"['proactive property vacancy', 'prevent vacant property', 'property vacancy policy', 'property vacancy', 'residential low impact', 'land price prediction', 'urban land price', 'residential land price', 'land price distribution', 'housing supply', 'housing estate', 'housing', 'housing inequality', 'housing affordability', 'real estate market', 'market spatial dynamic', 'rental housing market', 'housing market', 'residential location choice', 'residential choice', 'multidimensional livability']",8,"[142, 304, 329, 432, 438, 441, 462, 567]"
-1,26,8,"['Mobile crowdsensing', 'crowd surveillance', 'crowd analysis', 'crowd analysis benchmark', 'crowd density estimation', 'crowd density', 'crowd', 'crowdsensing']",4,"[123, 243, 307, 370]"
-1,27,14,"['specific urban activity', 'urban activity', 'Extracting leisure activity', 'urban leisure', 'leisure activity potential', 'urban phenomenon', 'urban behaviour', 'occupant behaviour', 'urban dynamic', 'streetlife intensity', 'various urban task', 'human urban behavior', 'urban behavior', 'Urban emotion']",9,"[13, 124, 167, 169, 248, 355, 374, 405, 553]"
