0,1
objective measure,{-1}
street environment,{-1}
housing price,"{0, -1}"
street design,{-1}
price premium,{-1}
prior study,{-1}
street quality,{-1}
objective indicator,{-1}
tree count,{-1}
land use,"{0, -1}"
use data,{-1}
greenery view,{-1}
view index,"{0, -1}"
street view,"{0, -1}"
view imagery,"{0, -1}"
describe people,{-1}
subjective process,{-1}
subjective measure,"{0, -1}"
visual survey,{-1}
human perception,"{0, 1, -1}"
predictive power,{-1}
design quality,{-1}
perception data,{-1}
urban design,"{0, 1, -1}"
svis ranking,{-1}
generic image,"{0, -1}"
image feature,"{0, -1}"
design theory,"{0, -1}"
thirty streetscape,{-1}
streetscape element,{-1}
machine learning,"{0, 1, -1}"
subjective perception,"{1, -1}"
quality versus,{-1}
individual streetscapes,{-1}
hedonic price,{-1}
price model,{-1}
spatial regression,{-1}
weighted regression,{-1}
spatial dependence,{-1}
heterogeneity effect,{-1}
structural attribute,{-1}
objective view,{-1}
price variance,{-1}
human scale,{-1}
ubiquitous feature,{-1}
biased estimation,{-1}
multicollinear issue,{-1}
building view,{-1}
micro level,{-1}
finding provide,{-1}
important reference,{-1}
decision maker,{-1}
quality indicator,{-1}
city planning,"{0, 1, -1}"
housing development,{-1}
development plan,{-1}
visual quality,"{0, -1}"
quality distribution,{-1}
urban street,"{0, -1}"
lidar data,{-1}
vital importance,{-1}
comfortable experience,{-1}
urban community,{-1}
positive effect,{-1}
urban vibrancy,{-1}
public health,{-1}
social connection,{-1}
numerous study,{-1}
street level,{-1}
view image,"{0, -1}"
spatial distribution,"{0, -1}"
new approach,"{1, -1}"
lidar point,{-1}
point cloud,{-1}
semantic information,{-1}
point clouds,{-1}
boosting classifier,{-1}
key design,{-1}
design element,{-1}
green space,"{0, -1}"
space factor,{-1}
sky view,"{0, -1}"
view factor,{-1}
enclosure rate,{-1}
volume index,{-1}
vehicle occurrence,{-1}
occurrence rate,{-1}
motorization rate,{-1}
classified point,{-1}
visibility model,{-1}
grid resolution,{-1}
random forest,{-1}
forest model,"{0, -1}"
perception sample,{-1}
study area,"{0, -1}"
quality difference,{-1}
common sense,{-1}
design expert,{-1}
urban planning,"{0, 1, -1}"
planning process,"{1, -1}"
computer vision,"{0, 1, -1}"
spatial indicator,{-1}
quantitative index,{-1}
much research,{-1}
site visit,{-1}
geospatial approach,{-1}
virtual audits,{-1}
limited range,{-1}
spatial scale,{-1}
multiple geography,{-1}
related work,{-1}
exhaustive index,{-1}
wide margin,{-1}
svi indicator,{-1}
urban bikeability,{-1}
traditional technique,{-1}
way forward,{-1}
new bikeability,{-1}
bikeability index,{-1}
urban analytics,{-1}
pedestrian emotion,{-1}
visual exposure,{-1}
mental health,"{0, -1}"
urban living,{-1}
metropolitan resident,{-1}
human emotion,{-1}
strategy towards,{-1}
resilient environment,{-1}
urban area,"{0, 1, -1}"
significant factor,{-1}
ambulatory sensing,{-1}
portable technology,{-1}
emotional data,{-1}
wearable arousal,{-1}
subjective report,{-1}
report preference,{-1}
spatiotemporal resolution,{-1}
visual environment,{-1}
linear regression,{-1}
predictive model,{-1}
mlr model,{-1}
visual volume,{-1}
positive emotion,{-1}
sign symbol,{-1}
object proportion,{-1}
negative emotion,{-1}
exposure variable,{-1}
spatial variance,{-1}
methodological framework,{-1}
planning research,{-1}
infrastructure design,{-1}
outdoor environment,{-1}
friendly experience,{-1}
important data,{-1}
data source,"{0, -1}"
geospatial data,{-1}
data collection,"{1, -1}"
informed decision,{-1}
imagery platform,{-1}
recent paper,{-1}
systematic review,{-1}
study pertaining,{-1}
main finding,{-1}
entrenched component,{-1}
numerous application,{-1}
notable trend,{-1}
crowdsourced street,{-1}
geographical coverage,{-1}
temporal granularity,{-1}
permissive licence,{-1}
deep learning,"{0, -1}"
play benefit,{-1}
benefit childhood,{-1}
childhood development,{-1}
key factor,{-1}
sustainable city,{-1}
city design,{-1}
previous study,"{0, -1}"
urban feature,"{0, -1}"
much child,{-1}
child play,{-1}
quantitative measurement,{-1}
precise location,{-1}
play time,{-1}
subjective feeling,{-1}
place playability,{-1}
learning model,"{0, 1, -1}"
neighborhood playability,{-1}
regression model,"{0, -1}"
traffic speed,{-1}
crime rate,{-1}
helpful insight,{-1}
city growth,{-1}
nourishing environment,{-1}
child development,{-1}
urban research,"{1, -1}"
global review,{-1}
practical consideration,{-1}
global capture,{-1}
new opportunity,{-1}
urban analysis,"{0, 1, -1}"
research area,{-1}
natural environment,{-1}
urban modelling,{-1}
demographic surveillance,{-1}
area quality,{-1}
sensed imagery,{-1}
urban data,{-1}
learning data,{-1}
data extraction,{-1}
extraction technique,{-1}
key advantage,{-1}
data capture,{-1}
remote presence,{-1}
several limitation,{-1}
limited ability,{-1}
attribute information,{-1}
temporal analysis,{-1}
limited use,{-1}
distance analysis,{-1}
urban perception,"{0, 1, -1}"
perception computing,{-1}
related area,{-1}
study focus,{-1}
discriminant component,{-1}
safety perception,"{1, -1}"
visual component,{-1}
experimental evaluation,{-1}
safety criterion,{-1}
unsafe measure,{-1}
perceptional score,{-1}
city street,{-1}
level analysis,{-1}
sonic experience,"{1, -1}"
personal response,{-1}
physical feature,{-1}
urban space,"{0, 1, -1}"
communal style,{-1}
standardized method,{-1}
reliable data,{-1}
building industry,{-1}
data pertaining,{-1}
city soundscapes,{-1}
acoustic model,{-1}
physical measurement,{-1}
participatory approach,{-1}
measurable value,{-1}
collection method,{-1}
urban soundscapes,{-1}
experiential data,{-1}
urban environment,"{0, -1}"
audio clip,{-1}
auditory landscape,{-1}
visual data,"{0, -1}"
different interval,{-1}
local street,{-1}
audio recorder,{-1}
