Cluster,DocId,top_num,Diversity,key-phrases,phrase-candidates
7,79,20,0.5,"['urban environment', 'signal frequency unification', 'human physiological change', 'feature selection', 'sensor']","['urban environment', 'environmental sensor', 'human physiological change', 'machine learning', 'feature selection', 'signal processing', 'machine learning technique', 'information fusion', 'sensor', 'signal filtering', 'environmental feature', 'clustering', 'physiological change', 'perception', 'participant arousal', 'signal quantification', 'physiological response', 'environmental condition', 'signal frequency unification', 'environment', 'arousal', 'classification', 'predictive model', 'frequency unification', 'data labeling', 'signal pairing', 'sound level', 'signal frequency', 'filtering', 'data', 'learning', 'interaction research', 'human', 'various demographic background', 'field study', 'processing', 'demographic background', 'inference', 'learning technique', 'frequency', 'interaction', 'information', 'relationship', 'accuracy', 'illuminance', 'fusion', 'relevant pattern', 'participant', 'quantification', 'background', 'pairing', 'feature', 'pattern', 'field', 'selection', 'unification', 'Machine', 'labeling', 'influence', 'corresponds', 'high accuracy', 'model', 'framework', 'approach', 'research', 'change', 'response', 'study', 'technique', 'condition', 'level', 'paper']"
7,162,20,0.5,"['subjective data', 'urban green space', 'Location tracking', 'machine learning technique', 'social science study']","['subjective data', 'machine learning', 'urban green space', 'data science technique', 'data science', 'social science', 'machine learning technique', 'data', 'social science study', 'sensor information', 'accessible green space', 'city', 'green space', 'park', 'social study', 'Location tracking', 'surroundings', 'people', 'smartphone app', 'interaction', 'top interaction area', 'area', 'interaction area', 'technology', 'app', 'information', 'learning', 'citizen', 'tracking', 'photographic information', 'science study', 'space', 'participant', 'user', 'smartphone', 'text', 'behavior', 'science technique', 'science', 'input', 'top interaction', 'insight', 'field', 'learning technique', 'type', 'time', 'opportunity', 'machine', 'field experiment', 'feature', 'main feature', 'digital technology', 'novel way', 'experiment', 'Location', 'overview', 'Implication', 'pilot study', 'study', 'image', 'way', 'pattern', 'certain pattern', 'time period', 'capability', 'deployment', 'amount', 'vast amount', 'technique', 'day', 'paper', 'ease', 'help', 'direct input', 'different time', 'different time period', 'period', 'pilot']"
7,164,20,0.5,"['Social medium data', 'urban planning', 'SMDA method', 'data analysis', 'local knowledge']","['Social medium data', 'urban planning', 'participatory urban planning', 'Computational social medium', 'city structure', 'data analysis', 'city', 'Social medium', 'data', 'medium data analysis', 'local knowledge', 'medium data', 'computational method', 'planning', 'categorization', 'planner', 'case study article', 'analysis', 'SMDA method', 'people', 'study article', 'analysis result', 'structure', 'use', 'opinion', 'context', 'method', 'article', 'case study', 'location', 'literature', 'knowledge', 'descriptive literature', 'recent case study', 'study article reveal', 'behaviour', 'possibility', 'article reveal', 'case', 'literature review', 'new possibility', 'photographs', 'result', 'feeling', 'aim', 'experience', 'conclusion', 'descriptive literature review', 'tool', 'kind', 'study', 'recent case', 'way', 'integration', 'review', 'medium', 'reveal']"
7,195,20,0.5,"['Visual gaze analysis', 'autonomous humanoid robot', 'manifold alignment', 'support vector machine', 'human video data']","['Visual gaze analysis', 'gaze analysis system', 'gaze analysis', 'gaze vector', 'Visual gaze', 'visual gaze dynamic', 'human video data', 'gaze direction', 'gaze dynamic', 'human video', 'support vector', 'support vector machine', 'gaze', 'manifold alignment', 'autonomous humanoid robot', 'humanoid robot', 'robot head', 'autonomous humanoid', 'vector machine', 'gaze dynamic hamper', 'model street scene', 'head direction', 'multidimensional trajectory data', 'robot', 'behaviour analysis', 'human pedestrian', 'temporal behaviour analysis', 'street scene', 'multidimensional trajectory', 'trajectory data', 'pedestrian', 'video data', 'obtained multidimensional trajectory', 'behaviour analysis technique', 'trajectory', 'urban space', 'direction', 'humanoid', 'video sequence', 'model street', 'urban design', 'manifold', 'urban environment', 'several camera', 'alignment', 'head', 'street', 'analysis system', 'camera', 'video', 'attractive object', 'space', 'model', 'machine', 'vector', 'behaviour', 'temporal behaviour', 'accuracy', 'data', 'object', 'true data', 'analysis technique', 'understanding', 'architectural feature', 'technique', 'height', 'design', 'scene', 'input', 'study', 'analysis', 'precise', 'system', 'internal joint signal', 'aim', 'sequence', 'environment', 'support', 'joint signal', 'important architectural feature', 'accuracy testing', 'feature', 'research', 'subtlety', 'technical challenge', 'central component', 'calculation', 'dynamic', 'level', 'arises', 'noise', 'hamper precise', 'technical challenge arises', 'Overhead recording', 'ordering', 'improvement', 'recording', 'experiment', 'dynamic hamper', 'dynamic hamper precise', 'idea', 'precise calculation', 'signal', 'result', 'High noise', 'challenge arises', 'noise level', 'component', 'High noise level', 'hamper', 'laboratory', 'testing', 'challenge', 'hamper precise calculation']"
7,200,20,0.5,"['emotional computing technics', 'geographic information', 'sociology', 'natural language processing', 'contextual emotion']","['emotional computing technics', 'emotion information', 'emotional computing concept', 'emotional computing', 'human emotion', 'contextual emotion', 'contextual emotion information', 'emotion layer', 'emotion', 'abundant contextual emotion', 'urban planning', 'geographic information system', 'GIS method', 'natural language processing', 'GIS tool', 'natural language', 'geographic information', 'artificial intelligence', 'sociology', 'language processing', 'environment', 'intelligence', 'surroundings', 'data', 'visualizing', 'social medium', 'environment information', 'spatiotemporal pattern', 'relationship', 'people', 'computer vision', 'new information layer', 'information layer', 'computer science', 'language', 'planning', 'perspective', 'information system', 'computing concept', 'information', 'computing', 'methodology', 'content', 'various related discipline', 'vision', 'quantitative approach', 'computer', 'related discipline', 'processing', 'layer', 'researcher', 'maturity', 'connection', 'concept', 'system', 'site', 'synergy', 'approach', 'computing technics', 'great synergy', 'science', 'discipline', 'accessibility', 'pattern', 'help', 'workflow', 'method', 'novel framework', 'new information', 'year', 'recent year', 'framework', 'technique', 'paper', 'tool', 'technics', 'key step', 'collecting', 'official site', 'traditional method', 'review', 'step', 'standard workflow', 'medium']"
7,212,20,0.5,"['urban perception', 'crowdsourcing game', 'sociodemographics', 'personalized recommendation', 'Brazilian city']","['urban perception', 'urban design', 'urban space', 'city life', 'sociodemographics', 'urban sociology', 'crowdsourcing game', 'urban scene', 'urbanists', 'urban form', 'city', 'human perception', 'public space', 'urban planner', 'Brazilian city', 'personalized recommendation', 'perception', 'place', 'sociology', 'opinion', 'pleasantness', 'design', 'anthropology', 'recommendation', 'game', 'safety', 'safeness', 'predict', 'experience', 'citizen', 'image', 'planner', 'road', 'shape', 'level feature', 'space', 'model', 'computational model', 'accuracy', 'theory', 'life', 'person', 'scale', 'low level feature', 'scenario', 'feature', 'contribution', 'form', 'scene', 'result', 'work', 'last result', 'aim', 'machine', 'resident', 'Multiple image', 'level', 'factor', 'novel contribution', 'factor shape', 'low level', 'paper']"
7,233,20,0.5,"['urban redevelopment', 'topic modeling', 'unstructured text data', 'building permit data', 'knowledge discovery']","['urban redevelopment', 'latent Dirichlet allocation', 'topic modeling', 'Dirichlet allocation', 'text mining', 'redevelopment', 'urban change', 'building information', 'unstructured text data', 'urban data', 'unstructured text', 'building renovation', 'natural language processing', 'developed city', 'building permit data', 'new building', 'knowledge discovery', 'construction activity', 'data mining', 'thematic structure', 'renovation', 'building', 'knowledge discovery process', 'language processing', 'natural language', 'city', 'thematic pattern', 'building permit', 'text data', 'construction', 'typology', 'topic', 'analyze spatiotemporal pattern', 'popular word', 'contexts', 'database', 'revitalization', 'land', 'socioeconomic dynamic', 'permit typology', 'available land', 'popularity change', 'text', 'adaptive reuse', 'local contexts', 'structure', 'spatiotemporal pattern', 'database structure', 'data', 'alteration project', 'economic growth', 'mining', 'information', 'discovery process', 'project', 'spatial', 'collective understanding', 'permit description', 'environmental implication', 'reuse', 'environment', 'activity', 'growth', 'allocation', 'language', 'methodology', 'pattern', 'discovery', 'ancillary data', 'knowledge', 'alteration', 'discovery process proceeds', 'analysis', 'permit data', 'change', 'alteration activity', 'likelihood', 'modeling', 'understanding', 'diversification', 'popularity', 'merge', 'alteration pattern', 'permit record', 'word', 'accessibility', 'permit', 'processing', 'scarcity', 'description', 'generalizable approach', 'regeneration', 'process', 'process proceeds', 'leading indicator', 'dynamic', 'space', 'machine', 'indicator', 'implication', 'significant barrier', 'approach', 'barrier', 'step', 'output', 'record', 'monitor', 'proceeds', 'role', 'central role', 'result']"
7,269,20,0.5,"['Urban multisensory laboratory', 'design thinking', 'machine learning', 'qualitative analysis', 'human perception']","['Urban multisensory laboratory', 'Urban multisensory', 'urban sensory lab', 'urban sensory', 'urban space', 'multisensory laboratory', 'sensory lab', 'human perception', 'urban knowledge', 'multisensory', 'perception', 'machine learning', 'sensory', 'data analysis', 'urbanists', 'design thinking', 'qualitative analysis', 'design', 'analysis application', 'city', 'data analysis application', 'space human perception', 'public space', 'public space user', 'analysis', 'Architecture course', 'lab', 'learning', 'emotional response', 'quantitative data', 'methodology', 'combine qualitative analysis', 'new methodology', 'laboratory', 'development', 'quantitative measure', 'data', 'measure', 'construction', 'space', 'space user', 'knowledge', 'application', 'interaction', 'understanding', 'laboratory combine', 'machine', 'new approach', 'people', 'method', 'approach', 'first approach', 'thinking', 'user', 'technique', 'interpretation', 'student', 'response', 'border', 'result', 'strategy', 'hand', 'order', 'combine', 'goal', 'course', 'acronym']"
7,312,20,0.5,"['AI data collection', 'urban environment', 'subjective questionnaire', 'citizen interact', 'sensor data']","['AI data collection', 'urban data', 'AI data', 'urban environment', 'data collection', 'interactive data', 'urban planning', 'interactive data analysis', 'AI model', 'urban science', 'sensor data', 'citizen interact', 'AI engine', 'data collection method', 'subjective questionnaire', 'artificial intelligence', 'urban area', 'data analysis', 'subjective response', 'data', 'city', 'vast urban area', 'people location trail', 'questionnaire', 'sensor', 'intelligence', 'data analysis framework', 'objective information', 'environment', 'people location', 'significant data', 'citizen', 'location trail', 'planning', 'analysis', 'objective', 'information', 'avenue', 'application', 'analysis framework', 'interact', 'intrusiveness', 'place', 'people', 'context', 'project', 'potential application', 'sociology', 'experience', 'person', 'new avenue', 'feedback form', 'question', 'area', 'task', 'information gain', 'statistical significance', 'form', 'response', 'trail', 'engine', 'pilot study', 'particular question', 'collection method', 'challenging proposition', 'quality', 'matrix', 'new method', 'framework', 'model', 'proposition', 'work', 'acceleration', 'collection', 'challenge', 'reduction', 'case', 'science', 'method', 'test', 'new entry', 'entry', 'location', 'amount', 'action', 'turn', 'specific person', 'outcome', 'moment', 'study', 'Thanks', 'significance', 'test matrix', 'pilot', 'factor', 'acceleration factor', 'vast amount', 'specific moment', 'gain']"
7,445,20,0.5,"['geodemographic classification development', 'urban decision making', 'machine learning', 'variable selection procedure', 'local classification']","['geodemographic classification development', 'geodemographic classification', 'urban decision making', 'urban planning', 'local classification', 'geodemographics', 'classification development', 'urban decision', 'classification', 'supervised machine learning', 'city', 'Feature Selection method', 'machine learning', 'variable selection', 'machine learning technique', 'traditional variable selection', 'policy decision making', 'variable selection procedure', 'public policy decision', 'supervised machine', 'selection procedure', 'Selection method', 'relevant input variable', 'selection', 'Library use', 'UK city', 'discriminatory power', 'policy decision', 'decision making', 'utility', 'public policy', 'learning', 'variable selection phase', 'selection phase', 'planning', 'development', 'decision', 'learning technique', 'increased discriminatory power', 'use', 'variable', 'relevant input', 'propensity', 'context', 'input variable', 'application', 'power', 'relevant result', 'input', 'policy', 'capacity', 'machine', 'technique', 'method', 'framework', 'work', 'traditional approach', 'underpins', 'scepticism', 'improvement', 'procedure', 'approach', 'phase', 'result', 'making', 'proposal', 'recent scepticism', 'order']"
