Cluster,DocId,Key-phrases,Candidate-count,Phrase-candidates
4,9,"['Cellular automata', 'urban development', 'artificial immune system', 'urban simulation', 'evolution mechanism']",61,"['Cellular automata', 'cellular automaton', 'urban simulation', 'artificial immune system', 'urban agglomeration development', 'artificial immune', 'urban development', 'urban expansion', 'urban CA model', 'urban agglomeration', 'automata', 'biological immune system', 'automaton', 'biological immune', 'agglomeration development', 'planning policy', 'evolution mechanism', 'immune system', 'planner', 'planning', 'transition rule', 'agglomeration', 'CA model', 'simulation', 'evolution', 'immune', 'dynamic', 'primary process', 'development', 'empirical data', 'inertia CA model', 'mechanism', 'scenario', 'expansion', 'process', 'possible external intervention', 'transition', 'model', 'policy', 'different scenario', 'external intervention', 'system', 'data', 'rule', 'historical trend', 'experiment demonstrate', 'sample', 'interaction', 'inertia', 'future', 'question', 'experiment', 'technique', 'account', 'set', 'demonstrate', 'option', 'trend', 'intervention', 'different option', 'paper']"
4,23,"['urban land dynamic', 'Artificial intelligence solution', 'dynamic modeling process', 'planning policy', 'land dynamic domain']",65,"['urban land dynamic', 'urban land', 'land dynamic', 'AI system', 'AI technique', 'hybrid AI system', 'Artificial intelligence solution', 'Artificial intelligence', 'urban study', 'dynamic modeling process', 'land dynamic domain', 'intelligence solution', 'dynamic modeling', 'planning policy', 'modeling process', 'planning', 'land', 'intelligence', 'modeling', 'dynamic domain', 'dynamic problem', 'dynamic', 'researcher', 'structure', 'knowledge', 'model', 'offer promising solution', 'holistic approach', 'technology', 'study', 'field', 'policy', 'problem', 'article', 'approach offer', 'process', 'aim', 'domain', 'promising solution', 'understanding', 'system', 'application', 'author discuss', 'purpose', 'solution', 'approach', 'challenge exist', 'author', 'technique', 'literature', 'challenge', 'author conclude', 'trend', 'current literature', 'result', 'discuss', 'exist', 'review', 'alternative way', 'correct', 'need', 'goal', 'conclude', 'offer', 'way']"
4,29,"['land change science', 'cellular automata', 'urban planning', 'integrated model', 'ML concept']",76,"['land change science', 'land change', 'urban planning', 'cellular automata', 'improved urban planning', 'artificial neural network', 'ANN model', 'ML concept', 'neural network', 'land', 'automata', 'CA transition rule', 'transition rule', 'neighborhood effect', 'machine learning', 'LTM model', 'integrated model', 'CA transition', 'change science', 'modified model', 'modified LUC model', 'modeling framework', 'Parameterization', 'transition', 'several application', 'cell', 'change', 'potential model', 'fit calibration', 'paradigm', 'modeling', 'new paradigm', 'planning', 'calibration value', 'LUC model', 'evaluation measure', 'learning', 'decision maker', 'fit calibration value', 'calibration', 'standard evaluation measure', 'concept', 'decision', 'testing procedure', 'network', 'study', 'nonexclusive class', 'number', 'model', 'standard evaluation', 'measure', 'rule', 'reality', 'effect', 'manager', 'difference', 'evaluation', 'science', 'decade', 'application', 'driver', 'machine', 'class', 'framework', 'procedure', 'researcher', 'considerable merit', 'addition', 'value', 'outcome', 'Result', 'limitation', 'maker', 'tool', 'merit', 'goodness']"
4,34,"['expert system prototype', 'Structural collapse disaster', 'heroic rescue personnel', 'remote inspection industry', 'urban search']",146,"['expert system prototype', 'robotic system', 'expert system', 'Artificial intelligence technology', 'AI technology', 'initial expert system', 'intelligence technology', 'robot', 'rescue personnel', 'heroic rescue personnel', 'rescue activity', 'remote inspection industry', 'urban search', 'structural collapse simulation', 'rescue', 'Artificial intelligence', 'Structural collapse disaster', 'robotic platform', 'heroic rescue', 'related military application', 'decision support', 'inspection industry', 'remote inspection', 'collapse simulation', 'overall search', 'Military operation', 'decision support tool', 'expert', 'initial expert', 'collapsed structure', 'various collapsed structure', 'various structural collapse', 'military application', 'collapse disaster', 'overall search efficiency', 'collapse simulation package', 'search efficiency', 'Structural collapse', 'search asset allocation', 'search', 'support tool', 'intelligence', 'USAR modeling', 'task environment', 'earthquake', 'system prototype', 'recent earthquake', 'search asset', 'collapsed structure entry', 'inspection industry show', 'crisis site', 'tool', 'inspection', 'operation', 'modeling', 'frustrating task environment', 'disaster', 'KNOBSAR structure', 'heroic', 'personnel', 'technology', 'structure', 'collapse', 'system', 'bombing', 'numerical method', 'simulation', 'design', 'support', 'structure entry', 'efficient management', 'important field', 'task', 'crisis', 'USAR community', 'area', 'allocation scenario', 'frustrating task', 'asset allocation', 'tremendous need', 'structure entry point', 'simulation package', 'expanded role', 'method shortcoming', 'prototype', 'advice', 'industry', 'management', 'allocation', 'numerical method shortcoming', 'scenario', 'need', 'role', 'method', 'review', 'specific entry point', 'development', 'site', 'context', 'tremendous impact', 'key issue', 'literature review', 'entry point', 'experience', 'conclusion', 'impact', 'employment', 'decision', 'application', 'platform', 'victim', 'issue', 'package', 'study', 'efficiency', 'sympathy', 'great potential', 'community', 'activity', 'aftermath', 'environment', 'term', 'personal experience', 'family', 'show great potential', 'point', 'specific entry', 'Recent development', 'conclusion drawn', 'advantage', 'access', 'field', 'asset', 'drawn', 'experimentation', 'form', 'literature', 'employment advantage', 'industry show', 'potential', 'paper', 'show', 'discussion', 'shortcoming', 'entry', 'discus']"
4,48,"['urban information system', 'expert system', 'planning problem', 'intelligent information system', 'urban planning']",47,"['urban information system', 'expert system', 'urban planning problem', 'intelligent information system', 'urban planning', 'intelligent information', 'existing urban information', 'artificial intelligence', 'urban information', 'urban problem', 'planning problem', 'information system', 'expert', 'planner', 'decision making', 'intelligence', 'planning', 'information', 'problem solving', 'necessary information', 'various task', 'data', 'system help', 'technology', 'effective solution', 'problem', 'system', 'solving', 'effective way', 'decision', 'application', 'study', 'help', 'solution', 'limitation', 'advance', 'technique', 'various source', 'Recent advance', 'task', 'means', 'approach', 'making', 'interest', 'way', 'source', 'emerging']"
4,50,"['predicted urban expansion', 'deep learning method', 'transition rule mining', 'cellular automaton', 'urban transition rule']",106,"['predicted urban expansion', 'urban expansion process', 'urban transition rule', 'urban expansion result', 'accelerated urbanization process', 'urbanization process', 'urban expansion status', 'accelerated urbanization', 'urban planning', 'urban transition', 'cellular automaton', 'urban development', 'deep learning method', 'urban expansion', 'deep learning technique', 'deep learning', 'urbanization', 'convolution neural network', 'transition rule mining', 'neural network', 'effective deep learning', 'urban issue', 'automaton', 'landscape index similarity', 'landscape index', 'rule mining', 'transition rule', 'city', 'convolution', 'expansion process', 'learning method', 'future pattern', 'neighborhood effect', 'receptive field', 'effective deep', 'neighborhood information', 'prediction', 'Markov chain', 'learning', 'study area', 'CA model', 'area', 'novel CA model', 'planning', 'pattern', 'mining', 'expansion status', 'transition', 'learning technique', 'index similarity', 'simulation accuracy', 'landscape', 'deep', 'expansion result', 'transformational relation', 'accuracy', 'study', 'expansion result reveal', 'simulation', 'expansion', 'similarity', 'network', 'future', 'machine', 'driving', 'development', 'united mining', 'economy', 'accurate result', 'process', 'government', 'rule', 'model', 'field', 'substantial potential', 'driving factor', 'Previous study', 'primary factor', 'index', 'problem', 'relation', 'traditional machine', 'technique', 'method', 'potential', 'novel', 'guidance', 'factor', 'result reveal', 'effect', 'difficulty', 'comparison', 'information', 'practicality', 'importance', 'great importance', 'consideration', 'paper', 'chain', 'status', 'issue', 'reveal', 'prevention', 'result', 'insufficient consideration', 'performance']"
4,75,"['new urban growth', 'artificial neural network', 'suitability index', 'USI map', 'expansion cell']",55,"['new urban growth', 'urban growth zone', 'urban suitability index', 'urban growth', 'urban expansion', 'urban expansion cell', 'urban suitability', 'urban area', 'urbanization', 'artificial neural network', 'growth zone', 'suitability index', 'neural network', 'fuzzy kappa simulation', 'automata', 'spatiotemporal trend', 'map', 'USI map', 'expansion cell', 'area', 'suitability', 'future expansion', 'land', 'growth', 'grassland', 'expansion', 'Accurate simulation', 'prediction', 'fuzzy kappa', 'zone', 'kappa simulation', 'human bias', 'Simulation', 'possible nonlinear relation', 'nonlinear relation', 'cell', 'place', 'index', 'machine', 'network', 'distribution', 'validated result', 'trend', 'model', 'kappa', 'bias', 'approach', 'relation', 'ha', 'expense', 'factor', 'limitation', 'purpose', 'commonly', 'result']"
4,104,"['urban land use', 'cellular automata', 'convolutional neural network', 'use change simulation', 'morphological characteristic']",64,"['urban land use', 'land use pattern', 'land use change', 'cellular automata', 'urban planning', 'urban land', 'land use', 'multiple land use', 'convolutional neural network', 'neural network', 'multiple land', 'automata', 'land parcel', 'use change simulation', 'morphological characteristic', 'land', 'neighborhood effect', 'ecological control', 'change simulation', 'ecological control strategy', 'cell', 'VCA model', 'neighborhood level', 'several VCA model', 'neighborhood', 'planning', 'pattern', 'use pattern', 'transition suitability', 'use change', 'simulation accuracy', 'developmental potential', 'simulation', 'decision support', 'transition', 'fine scale', 'driving factor', 'driving', 'study', 'characteristic', 'change', 'accuracy', 'network', 'model', 'feature', 'control strategy', 'effect', 'control', 'scale', 'machine', 'suitability', 'exploration', 'use', 'level', 'decision', 'strategy', 'detail', 'potential', 'parcel', 'factor', 'method', 'relationship', 'result', 'support']"
4,131,"['residential land growth', 'learning model', 'use planning', 'land use master', 'growth simulation']",85,"['residential land growth', 'land use planning', 'urban land use', 'land growth simulation', 'land use conversion', 'urban growth', 'urban growth trajectory', 'urban land', 'land use plan', 'learning model', 'land growth', 'land use', 'residential land', 'past urban growth', 'detailed residential land', 'land use master', 'decision model', 'use planning', 'land', 'growth simulation', 'use master plan', 'learning matter', 'planning effectiveness', 'location decision', 'use conversion model', 'conversion model', 'deep understanding', 'use planning effectiveness', 'planning', 'detailed planning', 'growth trajectory', 'empirical data', 'agent', 'city', 'facility planning', 'Shenzhen city', 'simulation', 'human agent', 'sustainability', 'use plan', 'allocation', 'growth', 'service facility planning', 'study', 'simulation accuracy', 'understanding', 'model', 'data', 'attraction', 'case study', 'master plan', 'human individual make', 'analysis', 'plan', 'accuracy', 'interaction', 'pattern', 'trajectory', 'different domain', 'domain', 'facility', 'use master', 'public service facility', 'matter', 'formulation', 'constraint', 'location', 'use', 'reference', 'public service', 'master', 'use conversion', 'conversion', 'effectiveness', 'decision', 'service', 'argument', 'service facility', 'key challenge', 'individual make', 'challenge', 'issue', 'case', 'result', 'make']"
4,143,"['dynamic land use', 'spatiotemporal neighborhood feature', 'cellular automaton model', 'Urbanization process', 'spatial heterogeneity']",126,"['dynamic land use', 'Land use data', 'land use change', 'Urbanization process', 'urban planning', 'spatiotemporal neighborhood feature', 'spatiotemporal neighborhood', 'Cellular automata', 'cellular automaton model', 'dynamic land', 'land use', 'cellular automaton', 'spatial heterogeneity', 'hybrid cellular automaton', 'area partitioning', 'neighborhood feature', 'spatiotemporal dependency', 'Urbanization', 'neighborhood feature learning', 'obvious spatiotemporal dependency', 'extract neighborhood effect', 'neighborhood interaction', 'neighborhood effect', 'spatiotemporal convolution', 'artificial neural network', 'use change simulation', 'land', 'probability map', 'automaton model', 'neural network', 'feature learning', 'map', 'automata', 'conversion probability map', 'automaton', 'convolutional neural network', 'entire region', 'neighborhood', 'area', 'change simulation', 'support vector machine', 'study area', 'dynamic simulation', 'logistic regression', 'support vector', 'planning', 'vector machine', 'temporal dependency', 'transition rule', 'data time slice', 'growth rate', 'learning', 'entire study area', 'region', 'partitioning', 'partitioning strategy', 'partitioning result', 'convolution', 'dynamic simulation result', 'use change', 'regression', 'SOM partitioning', 'pattern', 'SOM partitioning result', 'time slice', 'decision support', 'transition', 'use data', 'simulation', 'conversion probability', 'time step', 'simulation result', 'growth', 'entire study', 'stochastic factor', 'heterogeneity', 'data', 'coverage', 'optimal time step', 'time', 'traditional model', 'nature', 'probability', 'data time', 'Result illustrate', 'change', 'study', 'optimal time', 'feature', 'process', 'Previous research', 'recent decade', 'intuitiveness', 'network', 'composite pattern', 'decade', 'accuracy', 'overall accuracy', 'decision', 'correlation', 'slice', 'dependency', 'effect', 'use', 'model', 'illustrate', 'research', 'comparison', 'strategy', 'rule', 'step', 'machine', 'rate', 'conversion', 'simplicity', 'interaction', 'positive correlation', 'method', 'vector', 'flexibility', 'factor', 'constraint', 'effort', 'result', 'ability', 'support']"
