1-gram,1-gram-score,1-gram-freq,1-gram-docs,1-gram-clusters,2-gram,2-gram-score,2-gram-freq,2-gram-docs,2-gram-clusters,3-gram,3-gram-score,3-gram-freq,3-gram-docs,3-gram-clusters,N-gram,N-gram-score,N-gram-freq,N-gram-docs,N-gram-clusters
deviance,0.0022243415,10,1,1,positive deviance,0.0036673425000000003,10,1,1,building block level,0.0054841524,6,2,1,building block level,0.0054841524,6,2,1
slum,0.0015570391000000001,7,1,1,park accessibility,0.0033006082,9,1,1,case study area,0.0027420762,3,3,1,positive deviance,0.0036673425000000003,10,1,1
circle,0.0015570391000000001,7,1,1,building block,0.0029338740000000004,8,2,1,address matching method,0.0027420762,3,1,1,park accessibility,0.0033006082,9,1,1
poverty,0.0011493136,14,2,2,image feature,0.0025671397,7,3,1,land use information,0.0027420762,3,2,1,building block,0.0029338740000000004,8,2,1
service,0.0010672198,13,7,2,life circle,0.0025671397,7,1,1,community life circle,0.0027420762,3,1,1,case study area,0.0027420762,3,3,1
park,0.0010672198,13,2,2,urban poverty,0.0025671397,7,1,1,urban functional area,0.0027420762,3,1,1,address matching method,0.0027420762,3,1,1
address,0.0009851259,12,1,2,building type,0.0022004055,6,2,1,holistic visual data,0.0027420762,3,1,1,land use information,0.0027420762,3,2,1
accessibility,0.0009030321,11,2,2,urban street,0.0022004055,6,2,1,identify urban poverty,0.0027420762,3,1,1,community life circle,0.0027420762,3,1,1
deprivation,0.0008897366,4,1,1,similarity analysis,0.0018336712000000001,5,1,1,urban land use,0.0020240375,6,3,2,urban functional area,0.0027420762,3,1,1
delineation,0.0008897366,4,1,1,geodemographic classification,0.0018336712000000001,5,1,1,obtaining building type,0.0018280508000000002,2,1,1,holistic visual data,0.0027420762,3,1,1
interpreter,0.0008897366,4,1,1,computer vision,0.0014888577000000001,11,3,2,building type information,0.0018280508000000002,2,1,1,identify urban poverty,0.0027420762,3,1,1
centrality,0.0008897366,4,1,1,address record,0.0014669370000000002,4,1,1,scene classification algorithms,0.0018280508000000002,2,1,1,image feature,0.0025671397,7,3,1
housing,0.0008209383,10,4,2,estimation model,0.0014669370000000002,4,1,1,image feature descriptor,0.0018280508000000002,2,1,1,life circle,0.0025671397,7,1,1
magnetism,0.0006673025,3,1,1,morphological feature,0.0014669370000000002,4,1,1,assessment result show,0.0018280508000000002,2,2,1,urban poverty,0.0025671397,7,1,1
modality,0.0006673025,3,1,1,housing inequality,0.0014669370000000002,4,1,1,computer vision algorithms,0.0018280508000000002,2,1,1,building type,0.0022004055,6,2,1
express,0.0006673025,3,1,1,street context,0.0014669370000000002,4,1,1,unstructured address data,0.0018280508000000002,2,1,1,urban street,0.0022004055,6,2,1
neuron,0.0006673025,3,1,1,express service,0.0014669370000000002,4,1,1,park accessibility change,0.0018280508000000002,2,1,1,urban land use,0.0020240375,6,3,2
signature,0.0006673025,3,1,1,unstructured address,0.0011002027,3,1,1,facing positive deviance,0.0018280508000000002,2,1,1,similarity analysis,0.0018336712000000001,5,1,1
similarity,0.0005746568,7,2,2,address data,0.0011002027,3,1,1,using multiple methodology,0.0018280508000000002,2,1,1,geodemographic classification,0.0018336712000000001,5,1,1
plot,0.0005746568,7,3,2,matching method,0.0011002027,3,1,1,effective urban policy,0.0018280508000000002,2,1,1,obtaining building type,0.0018280508000000002,2,1,1
