1-gram,1-gram-score,1-gram-freq,1-gram-docs,1-gram-clusters,2-gram,2-gram-score,2-gram-freq,2-gram-docs,2-gram-clusters,3-gram,3-gram-score,3-gram-freq,3-gram-docs,3-gram-clusters,N-gram,N-gram-score,N-gram-freq,N-gram-docs,N-gram-clusters
optical,0.0147212552,13,3,2,land cover,0.0203714693,38,9,8,land cover classification,0.022232892900000002,13,3,4,land cover classification,0.022232892900000002,13,3,4
cover,0.0142211356,40,10,11,image classification,0.0131149087,15,6,4,data weighting method,0.0182005878,6,1,1,land cover,0.0203714693,38,9,8
SAR,0.013266799400000001,14,3,3,data weighting,0.012406393200000001,8,1,1,urban land cover,0.0153920028,9,2,4,data weighting method,0.0182005878,6,1,1
imaging,0.0101916382,9,1,2,cover classification,0.0113662542,13,3,4,land cover mapping,0.0142309615,6,4,2,urban land cover,0.0153920028,9,2,4
weighting,0.009059234000000001,8,1,2,optical data,0.0093047949,6,2,1,eight machine learning,0.0121337252,4,1,1,optical,0.0147212552,13,3,2
hyperspectral,0.008528656800000001,9,1,3,weighting method,0.0093047949,6,1,1,colour infrared image,0.0121337252,4,1,1,land cover mapping,0.0142309615,6,4,2
spectral,0.0082127806,13,7,6,cover mapping,0.0084879424,7,4,2,urban slum area,0.0121337252,4,1,1,cover,0.0142211356,40,10,11
GEE,0.0079268297,7,2,2,Overall Accuracy,0.0077539957,5,2,1,land use land,0.009487307700000001,4,2,2,SAR,0.013266799400000001,14,3,3
OA,0.0079268297,7,4,2,colour infrared,0.0077539957,5,1,1,use land cover,0.009487307700000001,4,2,2,image classification,0.0131149087,15,6,4
LULC,0.0078632252,11,2,5,urban slum,0.0077539957,5,1,1,different land cover,0.0091002939,3,2,1,data weighting,0.012406393200000001,8,1,1
MT,0.0072414021000000005,5,1,1,maximum likelihood,0.0062031966000000004,4,3,1,Root Mean Squared,0.0091002939,3,2,1,eight machine learning,0.0121337252,4,1,1
Overall,0.0072414021000000005,5,2,1,SAR data,0.0062031966000000004,4,2,1,big data analysis,0.0089834009,6,2,5,colour infrared image,0.0121337252,4,1,1
mapping,0.0064261925000000004,23,10,13,decision level,0.0062031966000000004,4,1,1,Mean Absolute Error,0.0071154807,3,2,2,urban slum area,0.0121337252,4,1,1
classification,0.006314559,76,14,20,central tendency,0.0062031966000000004,4,1,1,Mean Squared Error,0.0071154807,3,2,2,imaging,0.0101916382,9,1,2
band,0.0057156965,7,5,4,eight machine,0.0062031966000000004,4,1,1,change detection analysis,0.0071154807,3,1,2,land use land,0.009487307700000001,4,2,2
UAV,0.0057156965,7,1,4,Decision tree,0.0062031966000000004,4,1,1,dense time stack,0.0060668626,2,1,1,use land cover,0.009487307700000001,4,2,2
Sentinel,0.0056857712,6,2,3,classification accuracy,0.0054112571000000005,9,4,7,maximum likelihood method,0.0060668626,2,2,1,optical data,0.0093047949,6,2,1
colour,0.0056620212,5,1,2,use land,0.0048502528000000005,4,2,2,new data weighting,0.0060668626,2,1,1,different land cover,0.0091002939,3,2,1
image,0.0055359888,52,13,19,infrared image,0.0048502528000000005,4,1,2,different urban land,0.0060668626,2,1,1,Root Mean Squared,0.0091002939,3,2,1
Landsat,0.0050535350000000005,9,5,7,slum area,0.0048502528000000005,4,1,2,recommended data weighting,0.0060668626,2,1,1,big data analysis,0.0089834009,6,2,5
Error,0.0048991684,6,2,4,urban land,0.0046992401,11,3,10,central tendency belonging,0.0060668626,2,1,1,hyperspectral,0.008528656800000001,9,1,3
infrared,0.0047381426,5,1,3,integration level,0.0046523974,3,1,1,SVM classification algorithms,0.0060668626,2,1,1,cover mapping,0.0084879424,7,4,2
tendency,0.0045296170000000005,4,1,2,vegetation mapping,0.0046523974,3,1,1,classification accuracy obtained,0.0060668626,2,1,1,spectral,0.0082127806,13,7,6
belonging,0.0045296170000000005,4,1,2,NN ge,0.0046523974,3,2,1,urban vegetation mapping,0.0060668626,2,1,1,GEE,0.0079268297,7,2,2
fusion,0.0044920311,8,4,7,Simple Logistic,0.0046523974,3,2,1,cover mapping using,0.0060668626,2,2,1,OA,0.0079268297,7,4,2
land,0.0044866603000000005,54,10,20,imaging platform,0.0046523974,3,1,1,including Random Forest,0.0060668626,2,2,1,LULC,0.0078632252,11,2,5
DTNB,0.0043448413,3,2,1,extract LULC,0.0046523974,3,1,1,image classification based,0.0060668626,2,2,1,Overall Accuracy,0.0077539957,5,2,1
ge,0.0043448413,3,2,1,commercial increment,0.0046523974,3,1,1,deciduous tree specie,0.0060668626,2,1,1,colour infrared,0.0077539957,5,1,1
Simple,0.0043448413,3,2,1,small satellite,0.0046523974,3,1,1,spectral property extracted,0.0060668626,2,1,1,urban slum,0.0077539957,5,1,1
