1-gram,1-gram-score,1-gram-freq,1-gram-docs,1-gram-clusters,2-gram,2-gram-score,2-gram-freq,2-gram-docs,2-gram-clusters,3-gram,3-gram-score,3-gram-freq,3-gram-docs,3-gram-clusters,N-gram,N-gram-score,N-gram-freq,N-gram-docs,N-gram-clusters
temperature,0.0168936153,80,20,2,surface temperature,0.0030699213000000003,24,11,2,urban heat island,0.0032672392,17,9,3,temperature,0.0168936153,80,20,2
thermal,0.0109808499,52,13,2,air temperature,0.0030586862,17,7,1,land surface temperature,0.0030260055,12,10,2,thermal,0.0109808499,52,13,2
cooling,0.0095050102,32,7,1,thermal comfort,0.0028787635,16,4,1,stream water quality,0.0028375822,8,1,1,cooling,0.0095050102,32,7,1
LUCC,0.0059406314,20,1,1,energy use,0.0026988408,15,5,1,carbon sequestration potential,0.0028375822,8,1,1,LUCC,0.0059406314,20,1,1
LST,0.0057015952,27,7,2,building height,0.0023389953,13,3,1,complexity science research,0.0024828845,7,1,1,LST,0.0057015952,27,7,2
CA,0.0052792548,25,8,2,CA model,0.0021590726,12,3,1,land use policy,0.0021281867,6,3,1,CA,0.0052792548,25,8,2
surface,0.004636426,37,16,4,energy performance,0.0021590726,12,5,1,land use change,0.0019219054000000001,10,5,3,surface,0.004636426,37,16,4
ventilation,0.004158442,14,3,1,urban expansion,0.0020494096,27,8,4,urban form metric,0.0017734889,5,2,1,ventilation,0.004158442,14,3,1
energy,0.0040630855,103,18,8,urban form,0.0020114670000000003,34,9,5,electric consumption data,0.0017734889,5,1,1,energy,0.0040630855,103,18,8
air,0.0040544887,54,20,6,building energy,0.0019791499000000002,11,5,1,urban land growth,0.0017734889,5,1,1,air,0.0040544887,54,20,6
concentration,0.0040236126,25,10,3,urban thermal,0.0019791499000000002,11,5,1,LUCC analog model,0.0017734889,5,1,1,concentration,0.0040236126,25,10,3
heat,0.004004372500000001,41,13,5,electric consumption,0.0019187008,15,2,2,boosted regression tree,0.0017651699000000001,7,5,2,heat,0.004004372500000001,41,13,5
comfort,0.0038010634,18,5,2,cellular automata,0.0019187008,15,9,2,urban thermal landscape,0.0014187911,4,1,1,comfort,0.0038010634,18,5,2
expansion,0.0036137020000000003,37,11,5,cooling effect,0.0017992272,10,5,1,thermal landscape pattern,0.0014187911,4,1,1,expansion,0.0036137020000000003,37,11,5
UHI,0.0035898932000000003,17,8,2,thermal landscape,0.0017992272,10,1,1,residential land growth,0.0014187911,4,1,1,UHI,0.0035898932000000003,17,8,2
climate,0.0035272569,63,21,7,heat island,0.0017548179,18,10,3,climate change mitigation,0.0014187911,4,2,1,climate,0.0035272569,63,21,7
consumption,0.0034538237,46,12,6,consumption data,0.0016193045,9,4,1,LUCC analog research,0.0014187911,4,1,1,consumption,0.0034538237,46,12,6
