No,DocId,key-phrases,key-phrases-rake
1,6,"['iconic architecture', 'contemporary architecture', 'transnational capitalist class', 'transnational capitalist', 'architecture']","['major global consumer', 'major transnational corporation', 'central urban manifestation', 'global consumer good', 'transnational capitalist class']"
2,89,"['Urban infrastructure', 'implement infrastructure', 'architecture', 'infrastructure', 'repair infrastructure']","['facilitates daily life', 'civic authority design', 'brief case study', 'daily life', 'civic authority']"
3,93,"['future culture', 'urban planning', 'Human futuristics', 'future cultural alternative', 'culture change']","['future cultural alternative', 'many unprecedented innovation', 'render extrapolation invalid', 'cultural alternative', 'unprecedented innovation']"
4,97,"['city growth', 'zoning form', 'strategic planning', 'simplified zoning', 'zoning']","['simplified zoning form', 'simplified zoning', 'zoning form', 'new image', 'special context']"
5,99,"['transnational architectural exchange', 'Introduction modern architecture', 'modern architecture', 'international modernism', 'traditional architecture']","['specificallyMiddle Eastern form', 'present postcolonial search', 'Sunni Islamic world', 'charismatic military leader', 'contentious ideological positioning']"
6,150,"['fascist popular culture', 'political history', 'empire', 'Italian fascist', 'American empire']","['Includes original contribution', 'fascist popular culture', 'popular culture', 'original contribution', 'Italian fascist']"
7,182,"['urban planning', 'urbanization', 'urban planning canon', 'holistic thinker', 'modernism']","['integrative holistic thinker', 'significant environmental challenge', 'urban planning canon', 'human culture evolves', 'closing discussion addresses']"
8,249,"['Portuguese colonial context', 'portuguese imperial history', 'Portuguese colonialism', 'Colonial architecture', 'Portuguese colonial']","['former African territory', 'shared common sense', 'portuguese imperial history', 'Portuguese colonial context', 'imperial history']"
9,260,"['urban policy', 'urban indicator project', 'urban sustainability', 'Urban indicator', 'regional planning']","['demographic cultural group', 'RVu public event', 'universal equal right', 'first local observatory', 'major metropolitan region']"
10,290,"['New Urbanist imaginary', 'livability', 'Urbanist imaginary', 'speculative design fiction', 'livable future']","['urban good life', 'fifth sacred thing', 'New Urbanist imaginary', 'Alterlivability speculative design', 'speculative design fiction']"
11,307,"['urban transformation', 'urban planning', 'tourism', 'nineteenth century', 'early nineteenth century']","['early nineteenth century', 'urban planning committee', 'nineteenth century', 'urban planning', 'planning committee']"
