Cluster,DocId,Key-phrases,Candidate-count,Phrase-candidates
3,42,"['urban land market', 'spatial classification', 'road system', 'intermediate city', 'geospatial variable']",71,"['urban land market', 'urbanized land', 'urban land', 'spatial classification', 'urban area', 'urban territory', 'speculative land value', 'land value', 'land market', 'geospatial variable', 'classification', 'speculative land', 'objective classification', 'land', 'machine learning', 'map', 'city', 'area', 'road system', 'intermediate city', 'adequate classification', 'urban limit', 'data processing', 'primary road system', 'territory', 'georeferenced map', 'data collection', 'satellite', 'algorithm', 'primary road', 'judgment method', 'road', 'mixed method', 'market', 'slope', 'data collection medium', 'data', 'learning', 'method', 'outdated information', 'planning', 'official slope', 'processing', 'research', 'proportion', 'sample', 'information', 'value', 'problem', 'medium', 'system', 'purpose', 'machine', 'judgment', 'variable', 'result', 'change', 'observation', 'observation point', 'collection medium', 'limit', 'adoption', 'form', 'collection', 'rapid dynamic', 'point', 'scarce', 'direct observation', 'direct observation point', 'dynamic', 'intervention']"
3,90,"['urban land use', 'Random Forest algorithm', 'big data', 'land expansion', 'land use dynamic']",95,"['urban land use', 'urban land expansion', 'land use dynamic', 'land use expansion', 'urban land', 'different urban development', 'urban development', 'land use', 'land expansion', 'urban area', 'actual land use', 'Random Forest algorithm', 'urban development stage', 'residential land', 'industrial land', 'Forest algorithm', 'commercial land', 'land', 'actual land', 'big data', 'Huizhou downtown area', 'machine learning', 'public service land', 'significant economic development', 'economic development', 'detailed spatiotemporal knowledge', 'spatiotemporal knowledge', 'service land', 'area', 'downtown area', 'data', 'planning strategy', 'expansion', 'association', 'different expansion', 'planning', 'sound planning strategy', 'algorithm', 'sound planning', 'learning', 'use expansion', 'driving force', 'POI factor', 'estimation', 'RF estimation', 'potential driving force', 'driving', 'transportation', 'development', 'potential driving', 'information', 'development stage', 'type', 'location', 'use', 'knowledge', 'recent decade', 'category', 'use dynamic', 'public service', 'distribution', 'influence', 'different type', 'machine', 'change', 'new light', 'factor', 'administration', 'dynamic', 'attention', 'finding', 'different expansion determinant', 'importance', 'relation', 'expansion determinant', 'difference', 'determinant', 'enormous difference', 'role', 'force', 'strength', 'sound', 'strategy', 'literature', 'case', 'decade', 'light', 'result', 'potential determinant', 'term', 'paper', 'service', 'provide', 'way', 'stage']"
3,119,"['urban growth planning', 'stream water quality', 'machine learning', 'pollutant concentration data', 'land use']",97,"['urban growth planning', 'urban growth', 'urban development pattern', 'different urban development', 'urban sprawl', 'urban development', 'sprawl development', 'current sprawl development', 'land use planning', 'stream water quality', 'urban density', 'important urban development', 'urbanization level', 'different urban density', 'water quality degradation', 'water quality', 'land use', 'pollutant concentration data', 'current sprawl', 'machine learning', 'scenario prediction', 'pollutant concentration', 'growth planning', 'environmental impact', 'climate', 'prediction result', 'prediction', 'stream water', 'sprawl', 'RF prediction', 'coli pollution', 'pollution', 'concentration data', 'spatial variation', 'RF prediction result', 'pollutant generation', 'use planning', 'land', 'wet season', 'nitrate', 'interpretable machine', 'planning scenario', 'development pattern', 'quality degradation', 'wet', 'Additive explanation', 'data', 'development pattern scenario', 'degradation', 'pollutant', 'potential mechanistic explanation', 'water', 'growth', 'Escherichia coli', 'mechanistic explanation', 'planning', 'learning', 'total phosphate', 'pattern scenario', 'SHAP result', 'SHapley Additive explanation', 'coli', 'explanation', 'empirical evidence', 'potential risk', 'phosphate', 'stream', 'model', 'development', 'pattern', 'density', 'quality', 'seasonality', 'powerful tool', 'generation', 'study', 'importance', 'concentration', 'risk', 'configuration', 'high density', 'process', 'machine', 'use', 'evidence', 'result', 'scenario', 'impact', 'policy', 'level', 'tool', 'accordance', 'station', 'variation', 'approach', 'consequence', 'season']"
3,135,"['urban development', 'material consumption analysis', 'Earth Observation datasets', 'sand consumption', 'landcover map']",74,"['urban development', 'construction material consumption', 'urban planning', 'material consumption analysis', 'urban expansion', 'raw material consumption', 'land conservation', 'sand consumption', 'gravel consumption', 'urban planner', 'material consumption', 'sustainability expert', 'consumption analysis', 'landcover map', 'land', 'population growth', 'Earth Observation datasets', 'construction material', 'resource consumption', 'satellite data', 'sustainability', 'landcover', 'agricultural area', 'ecological greenway', 'sand', 'construction', 'gravel', 'datasets', 'raw material', 'consumption', 'available datasets', 'population', 'Observation datasets', 'data', 'growth', 'map', 'material', 'conservation', 'area', 'satellite', 'use', 'development', 'analysis', 'steel', 'policymakers', 'planning', 'new method', 'resource', 'planner', 'important information', 'expansion', 'surface', 'information', 'informed strategy', 'artificial surface', 'innovative route', 'expert', 'method', 'measure', 'evidence', 'greenway', 'time', 'official figure', 'impact', 'period', 'work', 'route', 'result show', 'strategy', 'figure', 'support', 'link', 'show', 'result']"
3,190,"['water demand modeling', 'machine learning', 'census tract', 'urban planning decision', 'socioeconomic inequality']",72,"['water demand modeling', 'urban planning', 'water demand pattern', 'predictive model', 'water demand', 'water management', 'urban planning decision', 'machine learning', 'artificial neural network', 'neural network', 'demand modeling', 'census tract', 'planning decision', 'city', 'map', 'demand pattern', 'socioeconomic inequality', 'capita income', 'census block', 'spatial scale', 'water', 'strong socioeconomic inequality', 'census', 'learning', 'household characteristic', 'iterative approach', 'modeling', 'economic aspect', 'planning', 'analysis', 'input variable', 'country', 'income', 'demand', 'household', 'model', 'environment', 'education level', 'scale', 'practical information', 'coarse scale', 'direct relationship', 'input', 'nature', 'machine', 'network', 'variable', 'management', 'pattern', 'study', 'inequality', 'information', 'decision', 'redundancy', 'minimum redundancy', 'fine scale', 'relationship', 'RF technique', 'education', 'characteristic', 'different level', 'level', 'tract', 'CB scale', 'technique', 'block', 'effort', 'CT scale', 'aspect', 'recent effort', 'challenge', 'approach']"
3,208,"['accelerated land use', 'machine learning', 'intensity analysis', 'land cover map', 'populated urban region']",95,"['accelerated land use', 'land use transformation', 'land use change', 'urban growth', 'land use', 'land use harmonization', 'land cover map', 'land cover', 'deforestation', 'populated urban region', 'urban region', 'Population growth', 'major land', 'machine learning', 'Agricultural activity', 'intensity analysis', 'land surface', 'land', 'classification', 'environmental challenge', 'structural transformation measure', 'analysis', 'growth', 'accelerated land', 'map', 'environmental factor', 'natural habitat', 'cover map', 'flooding', 'several structural transformation', 'use planning', 'environment', 'structural transformation', 'use transformation', 'category level', 'experience fast change', 'habitat', 'use change', 'transformation', 'fast change', 'property', 'degradation', 'measure', 'natural hazard', 'learning', 'usage', 'transformation measure', 'region', 'cover category', 'algorithm', 'use', 'housing', 'study', 'research', 'case study', 'planning', 'intensity', 'change', 'category', 'destruction', 'major change', 'article', 'reform', 'natural factor', 'unique contribution', 'combine usage', 'authority', 'experience', 'cover change', 'machine', 'level', 'activity', 'use harmonization policy', 'transition', 'biochemical property', 'respect', 'surface', 'contribution', 'dynamic', 'legal reform', 'use harmonization', 'factor', 'harmonization', 'hazard', 'result', 'challenge', 'cover', 'harmonization policy', 'whole period', 'case', 'driver', 'period', 'policy', 'period experience', 'underlying driver']"
3,213,"['urban growth', 'Taliban regime', 'spatial logistic regression', 'conflict zone', 'settlement pattern']",111,"['urban growth', 'unplanned urbanization', 'urban development', 'urban development pattern', 'urban planning', 'rapid urbanization', 'urbanization', 'kabul', 'significant population growth', 'spatial logistic regression', 'population growth', 'Population density', 'settlement pattern', 'Taliban regime', 'high growth', 'conflict zone', 'Many city', 'growth', 'significant population', 'city', 'map', 'random forest', 'major city', 'random forest classifier', 'logistic regression', 'poor infrastructure', 'large scale displacement', 'capital city', 'show high growth', 'logistic regression modelling', 'population', 'forest classifier', 'regression modelling', 'infrastructure', 'land', 'aerial photographs', 'modelling', 'classifier', 'displacement', 'terrain feature', 'regression', 'neighboring country', 'US invasion', 'invasion', 'scale displacement', 'development', 'military base', 'area', 'influx', 'capital', 'planning', 'development pattern', 'data', 'forest', 'unplanned settlement', 'steeper slope', 'institutional area', 'local authority', 'conflict', 'image feature', 'density', 'settlement', 'pattern', 'case study', 'country', 'hillside', 'eastern part', 'regime', 'location', 'west', 'large part', 'security', 'important factor', 'help', 'People', 'capacity', 'pressure', 'slope', 'gentle slope', 'study', 'zone', 'limited capacity', 'management', 'relation', 'image', 'input', 'authority', 'base', 'person', 'influence', 'year', 'feature', 'IKONOS image', 'fragile', 'time', 'whereas', 'case', 'closer', 'photographs', 'state', 'driver', 'challenge', 'factor', 'Maximum pressure', 'period', 'halt', 'show', 'part', 'state show', 'availability', 'main driver']"
3,225,"['future land change', 'spatial modeling', 'Urban growth', 'transition map', 'change modeling']",86,"['future land change', 'Urban growth', 'urban expansion pattern', 'balance urban expansion', 'urban expansion', 'land change', 'spatial modeling', 'predicted map', 'transition map', 'protect agricultural region', 'agricultural region', 'change modeling', 'future land', 'future city', 'map', 'potential transition map', 'land', 'model prediction', 'actual map', 'urban center', 'improved model prediction', 'Chain model', 'potential transition', 'prediction', 'improved model', 'growth', 'city', 'accurate prediction', 'modeling', 'food security', 'expansion pattern', 'elevation', 'management strategy', 'Irbid city', 'pattern', 'transition', 'region', 'expansion', 'Many recent study', 'local authority', 'road', 'accuracy', 'challenging process', 'simulation capability', 'development', 'simulation', 'Kappa index', 'study', 'change', 'density', 'process', 'slope', 'precise simulation', 'fertility', 'strategy', 'recent study', 'management', 'research', 'improvement', 'Validation', 'input', 'model', 'index', 'food', 'additional input', 'distance', 'authority', 'year', 'environmental variable', 'capability', 'variable', 'influence', 'location', 'agreement', 'quantity', 'security', 'factor', 'addition', 'vital role', 'balance', 'role', 'account', 'force', 'term', 'result', 'center']"
3,293,"['urban planning', 'water consumption data', 'classification strategy', 'time series', 'information entropy']",108,"['urban planning', 'urban growth', 'mixed land use', 'land use', 'urbanization', 'municipal water consumption', 'mixed land', 'water consumption data', 'municipal service data', 'classification strategy', 'consumption data', 'classification', 'socioeconomic type', 'consumption time series', 'spatial distribution', 'time series', 'land', 'information entropy', 'city', 'water consumption', 'diversity index', 'socioeconomic function', 'municipal water', 'large population coverage', 'landuse pattern', 'municipal service', 'individual socioeconomic function', 'large population', 'entropy', 'population coverage', 'residence', 'water consumption time', 'consumption pattern', 'industrial development', 'data set', 'biased population coverage', 'effective analysis', 'spatial expansion', 'data', 'city center', 'multiple feature', 'population', 'biased population', 'water', 'landuse', 'information', 'analysis', 'mixture', 'diversity', 'spatial resolution', 'growth', 'pattern', 'consumption time', 'service data', 'phone', 'subcenters', 'consumption', 'mobile phone', 'recent year', 'time', 'planning', 'commerce', 'use', 'fine spatial resolution', 'various form', 'smart card', 'year', 'distribution', 'index', 'type', 'rotation', 'recreation', 'expansion', 'development', 'temporal length', 'dynamic', 'evolution', 'study', 'form', 'advantage', 'feature', 'management', 'intensification', 'degree', 'rate', 'maturing', 'strategy', 'social medium', 'series', 'period', 'customer', 'short temporal length', 'resolution', 'scheme', 'public facility', 'function', 'service', 'coverage', 'framework', 'length', 'facility', 'approach', 'center', 'card', 'medium', 'set', 'result', 'manufacturing']"
3,302,"['slum mapping', 'classification model', 'land cover class', 'land boundary data', 'urban planning']",86,"['slum mapping', 'slum upgrading', 'slum settlement', 'land cover map', 'urban planning', 'land cover class', 'land cover', 'slum', 'land boundary data', 'major land cover', 'Accurate mapping', 'mapping', 'land boundary layer', 'classification model', 'cover map', 'map', 'initial land cover', 'major land', 'land', 'machine learning', 'effective image feature', 'classification', 'classifier', 'neighborhood', 'image feature', 'homogenous neighborhood', 'VHR imagery', 'texture image', 'building density', 'nonslum settlement', 'imagery', 'regression tree', 'building layout', 'roof characteristic', 'initial land', 'building', 'effective image', 'regression', 'boundary data', 'area', 'texture', 'effective image indicator', 'roof', 'learning', 'Caribbean country', 'cover class', 'boundary layer', 'reference data', 'accuracy', 'settlement', 'image indicator', 'layer', 'image', 'data', 'overall accuracy', 'tree', 'feature', 'planning', 'transferability', 'training site', 'local physical characteristic', 'physical characteristic', 'upgrading', 'class', 'cover', 'method', 'context', 'density', 'site', 'model', 'training', 'management', 'reference', 'country', 'distance', 'multiple context', 'layout', 'article', 'data availability', 'characteristic', 'machine', 'indicator', 'similar situation', 'approach', 'situation', 'availability']"
