HDBSCAN_Cluster,DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI,x,y
-1,4,303.0,1999,Article,Typhoid fever in children aged less than 5 years,"Background. Calculation of the incidence of typhoid fever during preschool years is important to define the optimum age of immunisation and the choice of vaccines for public-health programmes in developing countries. Hospital-based studies have suggested that children younger than 5 years do not need vaccination against typhoid fever, but this view needs to be re-examined in community-based longitudinal studies. We undertook a prospective follow-up study of residents of a low-income urban area of Delhi, India, with active surveillance for case detection. Methods. A baseline census was undertaken in 1995. Between Nov 1, 1995, and Oct 31, 1996, we visited 8172 residents of 1820 households in Kalkaji, Delhi, twice weekly to detect febrile cases. Blood samples were obtained from febrile patients, and those who tested positive for Salmonella typhi were treated with ciprofloxacin. Findings. 63 culture-positive typhoid fever cases were detected. Of these, 28 (44%) were in children aged under 5 years. The incidence rate of typhoid per 1000 person-years was 27.3 at age under 5 years, 11.7 at 5-19 years, and 1.1 between 19 and 40 years. The difference in the incidence of typhoid fever between those under 5 years and those aged 5-19 years (15.6 per 1000 person-years [95% CI 4.7-26.5]), and those aged 19-40 years (26.2 [16.0-36.3]) was significant (p < 0.001 far both). The difference between the incidence of typhoid at 5-19 years and the incidence at 19-40 years was also significant (10.6 [6.3-14.8], p < 0 001). Morbidity in those under 5 and in older people was similar in terms of duration of fever, signs and symptoms, and need for hospital admission. Interpretation. Our findings challenge the common view that typhoid fever is a disorder of school-age children and of adults. Typhoid is a common and significant cause of morbidity between 1 and 5 years of age. The optimum age of typhoid immunisation and the choice of vaccines needs to be reassessed.This study was conducted to measure the incidence of typhoid fever among preschoolers. It was suggested that children aged 5 years do not need vaccination against typhoid fever. However, it is important to re-examine this view, particularly in infants and young children in the low-income urban area of Delhi, India, through active surveillance. Blood samples were obtained from febrile patients, and those who tested positive for Salmonella typhi were treated with ciprofloxacin. Findings revealed 63 culture-positive typhoid fever cases, about 44% of which were in children under 5 years of age. Morbidity in children under age 5 and in older people was similar in terms of duration of fever, signs and symptoms, and the need for hospital admission. The incidence of typhoid fever and the age distribution of the case varied between developing countries. Thus, the age patterns of typhoid fever observed in the urban study area may differ in rural areas within India or in other developing countries. A reevaluation of the optimum age and vaccine of choice is needed.",,"Sinha A., Sazawal S., Kumar R., Sood S., Reddaiah V.P., Singh B., Rao M., Naficy A., Clemens J.D., Bhan M.K.",10.1016/S0140-6736(98)09001-1,3.03,10.54
-1,17,93.0,2010,Article,"Revanchist sanitisation or coercive care? The use of enforcement to combat begging, street drinking and rough sleeping in England","This paper examines recent responses to 'problematic street culture' in England, where increasing pressure has been exerted to prevent people from begging and street drinking in public spaces, with rough sleeping also targeted in some areas. Drawing upon in-depth interviews with enforcement agents, support providers and targeted individuals, it assesses the extent to which the strategies employed are indicative of a 'revanchist expulsion' of the deviant Other and/or an expression of 'coercive care' for the vulnerable Other. It concludes that, whilst the recent developments appear, at first glance, to be symptomatic of revanchist sanitisation of public space, closer examination reveals that the situation is actually much more complex than a revanchist reading of the situation might suggest, and perhaps not as devoid of compassion. © 2010 Urban Studies Journal Limited.",,"Johnsen S., Fitzpatrick S.",10.1177/0042098009356128,1.16,9.73
-1,18,90.0,2012,Article,Defining Suburbs,"There is no consensus as to what exactly constitutes a suburb. This article examines the range of suburban definitions in terms of their structure and the topical issues that they grapple with. Suburbs have been defined according to many different dimensions from location and transportation modes to culture and physical appearance. Given this confusion, one approach is to abandon the term; another is to use it with greater precision. This is more than just an issue of semantics. Rather how people talk and think about suburbs shapes how they can see such areas being developed and redeveloped in the future. © The Author(s) 2012.",design; housing; land use; planning history; planning practice; urban design; urban form,Forsyth A.,10.1177/0885412212448101,0.45,11.79
-1,19,85.0,2001,Article,Ethnic minority groups and the design of public open scape: An inclusive landscape?,"People from ethnic minority groups have a range of experiences of living in Britain, some of which are significantly different from those of white British people. Previous research and case studies suggest that the physical environment has a positive or negative role in perceptions of everyday life. It is argued that landscapes have a symbolic dimension, and aspects of landscapes can be recognized as familiar or alien, welcoming or excluding. A wide variety of case studies in Britain are used to discuss design and management practices that reflect a range of cultural experiences. The need for landscape architects and managers to be aware of how places may be interpreted in different ways by different ethnic minority groups, and to work towards inclusive design, is highlighted.",Culture; Design; Ethnic minorities; Perception; Urban parks,Rishbeth C.,10.1080/01426390120090148,1.04,11.81
0,27,55.0,2010,Article,"Moving young lives: Mobility, immobility and inter-generational tensions in urban Africa","This paper explores young people's experiences and perceptions of mobility and mobility constraints in poorer urban areas of Ghana, Malawi and South Africa within the specific context of inter-generational relations. Drawing principally on qualitative research findings from a study involving both adult and child researchers, our aim is to chart the diversities and commonalities of urban young people's mobility experiences in the everyday - how they use and experience the city - developing a comparative perspective across three urban study sites which links young people's mobility with the power relations that operate to shape their movements in individual locations. In particular, we consider how positive and negative images of young people's mobility play out in terms of the inter-generational frictions and negotiations generated by their mobility performances. We also reflect on the developmental implications, in terms of young people's access to services and income and their participation in the social networks and peer culture which may shape their life trajectories. Three themes are explored in detail: mobility as challenge, mobility as temptation and mobility control. © 2010 Elsevier Ltd.",Children; Ghana; Inter-generational relations; Malawi; Mobility; South Africa; Transport; Urban; Young people,"Porter G., Hampshire K., Abane A., Robson E., Munthali A., Mashiri M., Tanle A.",10.1016/j.geoforum.2010.05.001,1.69,10.32
-1,28,52.0,2011,Article,From multiculturalism to multinaturalism: What rules of method for the new socio-scientific experiments?,"This article reflects on the traditional distinction between scientific laboratories experimenting on theories and phenomena and a political outside where non-experts make do with human values, opinions, and passions. Since today all people are engaged in emerging collective experiments on matters as varied as climate, food, landscape, health, urban design, and technical communication as consumers, militants, and citizens, they can all be considered co-researchers. Co-researching has consequences for our understanding of nature and demands a renewed attention to ""multinaturalist"" politics. It also questions the division of labor between experts and nonexperts. The article finishes with a call to ""dis-invent"" modernity so that we ""moderns"" can finally become ordinary humans again. © Berghahn Journals.",Collective experiments; Modernity; Representation of nature; Science and the public,Latour B.,10.3167/nc.2011.060101,2.18,9.64
-1,29,52.0,2011,Book,Greater Portland: Urban life and landscape in the Pacific Northwest,"It has been called one of the nation’s most livable regions, ranked among the best managed cities in America, hailed as a top spot to work, and favored as a great place to do business, enjoy the arts, pursue outdoor recreation, and make one’s home. Indeed, years of cooperative urban planning between developers and those interested in ecology and habitability have transformed Portland from a provincial western city into an exemplary American metropolis. Its thriving downtown, its strong neighborhoods, and its pioneering efforts at local management have brought a steady procession of journalists, scholars, and civic leaders to investigate the “Portland style” that values dialogue and consensus, treats politics as a civic duty, and assumes that it is possible to work toward public good. Probing behind the press clippings, acclaimed urban historian Carl Abbott examines the character of contemporary Portland-its people, politics, and public life-and the region’s history and geography in order to discover how Portland has achieved its reputation as one of the most progressive and livable cities in the United States and to determine whether typical pressures of urban growth are pushing Portland back toward the national norm. In Greater Portland, Abbott argues that the city cannot be understood without reference to its place. Its rivers, hills, and broader regional setting have shaped the economy and the cityscape. Portlanders are Oregonians, Northwesteners, Cascadians; they value their city as much for where it is as for what it is, and this powerful sense of place nurtures a distinctive civic culture. Tracing the ways in which Portlanders have talked and thought about their city, Abbott reveals the tensions between their diverse visions of the future and plans for development. Most citizens of Portland desire a balance between continuity and change, one that supports urban progress but actively monitors its effects on the region’s expansive green space and on the community’s culture. This strong civic participation in city planning and politics is what gives greater Portland its unique character, a positive setting for class integration, neighborhood revitalization, and civic values. The result, Abbott confirms, is a region whose unique initiatives remain a model of American urban planning. © 2001 University of Pennsylvania Press. All rights reserved.",,Abbott C.,,0.38,10.77
-1,32,46.0,2012,Book,Natural disaster and nuclear crisis in Japan: Response and recovery after Japan’s 3/11,"The March 2011 earthquake and tsunami in Japan plunged the country into a state of crisis. As the nation struggled to recover from a record breaking magnitude 9 earthquake and a tsunami that was as high as thirty-eight meters in some places, news trickled out that Fukushima had experienced meltdowns in three reactors. These tragic catastrophes claimed some 20,000 lives, initially displacing some 500,000 people and overwhelming Japan’s formidable disaster preparedness.This book brings together the analysis and insights of a group of distinguished experts on Japan to examine what happened, how various institutions and actors responded and what lessons can be drawn from Japan’s disaster. The contributors, many of whom experienced the disaster first hand, assess the wide–ranging repercussions of this catastrophe and how it is already reshaping Japanese culture, politics, energy policy, and urban planning. © 2012 Editorial selection and matter, Jeff Kingston.",,Kingston J.,10.4324/9780203124109,2.05,10.73
-1,39,38.0,2015,Book,Brain culture: Shaping policy through neuroscience,"This unique book offers a timely analysis of the impact of rapidly advancing knowledge about the brain, mind and behaviour on contemporary public policy and practice. Examining developments in behaviour change policies, neuroscience, architecture and urban design, education, and workplace training programmes the book analyses the global spread of research agendas, policy experiments and everyday practice informed by ‘brain culture’.It offers an alternative, geographically informed set of explanations for what matters in explaining how people behave and how citizens’ behaviour should be governed. It will be of interest to students and academics across the social and behavioural sciences. © Policy Press 2015.",,Pykett J.,,1.7,9.63
-1,45,30.0,2013,Book,"The middle class in neoliberal China: Governing risk, life-building, and themed spaces","Since the late 1970s, China's move towards neoliberalism has made it not only one of the world's fastest growing economies, but also one of the most polarised states. This economic, social and political transformation has led to the emergence of a new Chinese middle class, and understanding the development and the role of this new social group is crucial to understanding contemporary Chinese society. Investigating the new politics of the middle class in China, this book addresses three major questions. First, how does the Chinese state deal with problems of national sovereignty and political representation to create the middle class both as a legitimate category of the people and as an ideal norm of citizenship? Second, how does the recognition of the middle class norm take place in the practice of everyday life? Finally, what kind of risks does the politics of the middle class generate not only for middle class subjects but also for the disenfranchised? In answering these questions, this book examines a set of practices, bodies of knowledge, measures, and institutions that aim to manage, govern, control, and orient the behaviours, gestures, and thoughts of Chinese citizens. This investigation contributes not only to the understanding of the Chinese middle class society but also to the scholarly debate over the relationship between governmental apparatuses, subjectification, and life-building. Drawing on ethnographic information, historical archives, and the media, this book will be of great interest to students and scholars working in the fields of Chinese studies, Chinese politics, ethnic studies and urban studies, as well as those interested in culture, society, class and welfare. © 2013 Hai Ren. All rights reserved.",,Ren H.,10.4324/9780203080764,2.66,9.68
