Cluster,Parent,Group,NumPhrases,Key-phrases,NumDocs,DocIds,score,dimension,min_samples,min_cluster_size
1,root_-1,-1,34,"['video semantic segmentation', 'semantic segmentation', 'semantic net', 'semantic labelling', 'semantic inpainting algorithm', 'sar data', 'natural disaster prediction', 'natural disaster evaluation', 'meaningful semantic class', 'explainable semantic segmentation', 'disaster risk management', 'disaster risk assessment', 'wave signature', 'temporal information', 'synthetic aperture radar', 'spectral information', 'spatiotemporal uncertainty', 'Spatiotemporal modeling', 'spatiotemporal change', 'SAR mapping', 'SAR image classification', 'SAR image', 'SAR feature', 'Random Forest machine', 'Random Forest algorithm', 'random forest', 'learned uncertainty estimate', 'large earthquake', 'inpainting', 'information entropy', 'hydrologic risk', 'HSV color space', 'flood loss assessment', 'abundant spectral signature']",39,"[1, 21, 25, 30, 53, 56, 58, 77, 109, 111, 144, 148, 178, 202, 204, 228, 242, 249, 256, 297, 313, 324, 361, 401, 407, 431, 451, 460, 465, 469, 485, 486, 488, 497, 503, 506, 532, 538, 568]",0.9858,70,10,11
1,root_-1,0,11,"['LULC change detection', 'composite change detection', 'change detection approach', 'change detection analysis', 'change detection algorithm', 'change detection', 'use change modeling', 'unchanged data', 'damage detection', 'LULC classification', 'learning LU classification']",12,"[2, 31, 53, 71, 74, 90, 313, 437, 450, 465, 548, 568]",0.9858,70,10,11
1,root_-1,1,17,"['spatial feature', 'spatial pyramid pooling', 'spatial characteristic', 'spatial attribute', 'segmentation approach', 'satellite image segmentation', 'robust segmentation', 'robust feature extraction', 'robust feature', 'pair segmentation', 'image segmentation optimization', 'discriminative feature', 'scene image classifier', 'scene classification task', 'scene classification algorithms', 'receptive field', 'local contextual cue']",16,"[1, 37, 41, 54, 84, 99, 100, 112, 171, 172, 211, 220, 238, 313, 367, 504]",0.9858,70,10,11
1,root_-1,2,11,"['lidar point cloud', 'urban point cloud', 'point cloud labelling', 'point cloud classification', 'classify LiDAR point', 'airborne lidar', 'Riegl Terrestrial laser', 'LiDAR imagery', 'LiDAR data fusion', 'LiDAR data', 'airborne LIDAR data']",14,"[20, 56, 61, 81, 111, 137, 144, 171, 186, 211, 401, 430, 451, 455]",0.9858,70,10,11
1,root_-1,3,38,"['road infrastructure extraction', 'road edge detection', 'classification road extraction', 'Accurate road extraction', 'vehicle detection', 'single vehicle extraction', 'shadow detection', 'Road detection', 'Road centerline extraction', 'Precise object detection', 'object detection method', 'Multiscale road centerline', 'light detection', 'fast building detection', 'edge detection', 'contour extraction', 'centerline extraction method', 'building extraction accuracy', 'building extraction', 'Automatic building extraction', 'automatic building detection', 'unsupervised spectral unmixing', 'unsupervised feature learning', 'unreinforced masonry building', 'texture analysis', 'textural information', 'recognition system', 'novel method', 'nighttime light', 'new index', 'Jaccard index', 'intensity analysis', 'image interpretation', 'image analysis', 'connected component analysis', 'computer vision', 'automatic method', 'automatic identification']",33,"[26, 31, 54, 58, 64, 76, 77, 100, 111, 125, 126, 137, 148, 224, 249, 292, 327, 364, 367, 385, 389, 401, 428, 430, 444, 451, 454, 460, 488, 505, 575, 576, 580]",0.9858,70,10,11
1,root_-1,4,12,"['satellite image fusion', 'resolution multispectral data', 'nonlinear feature space', 'multispectral satellite image', 'multispectral data', 'multiple feature space', 'hyperspectral image classification', 'Hyperspectral image', 'hyperspectral data', 'hierarchic feature representation', 'feature fusion', 'data fusion']",12,"[1, 3, 64, 99, 105, 150, 178, 242, 292, 332, 455, 548]",0.9858,70,10,11
1,root_0,-1,131,"['urban land prediction', 'urban data', 'sensed urban data', 'land use datasets', 'land use data', 'land classification dataset', 'land boundary data', 'digital urban data', 'water consumption data', 'vacant land spread', 'urbanization lead', 'urbanization', 'urban water type', 'urban sprawl', 'urban slum area', 'urban planning model', 'urban neighborhood', 'urban intelligent navigator', 'urban hydrologic modelling', 'urban growth', 'urban feature extraction', 'urban expansion trend', 'urban city modelling', 'urban area extraction', 'sustainable urban planning', 'spatial data quality', 'spatial data', 'smart urban planning', 'sensed activity data', 'Rapid urban growth', 'predict urban expansion', 'LandUse data set', 'landscape structural transformation', 'Landsat data stack', 'Landsat data', 'landcover classification', 'land use map', 'land use information', 'land use dynamic', 'land use classification', 'land use class', 'land use change', 'land use category', 'land price prediction', 'land expansion', 'land cover classification', 'land cover change', 'land change model', 'industrial land recognition', 'future urban extent', 'future land use', 'future land management', 'footprint data', 'digital landscape model', 'croplands', 'area geospatial data', 'annual urbanization', 'air quality data', 'accurate urban mapping', 'accelerated land use', 'volunteered geographic information', 'Various graph measure', 'Urban population distribution', 'tree', 'time series', 'surface openness', 'spatial trend', 'spatial logistic regression', 'spatial distribution', 'spatial', 'smart city growth', 'small object', 'slum mapping', 'slum', 'scene object', 'roofs', 'roof superstructure classification', 'roof diaphragms', 'regional planning relies', 'Regional mapping', 'precision agriculture', 'population mapping', 'population forecasting', 'population density', 'perennial drainage', 'object', 'material consumption analysis', 'mapping', 'map revision', 'map', 'Logistic regression analysis', 'Landsat satellite imagery', 'Landsat satellite image', 'Landsat imagery archive', 'Landsat imagery', 'Landsat image', 'Interregional comparison', 'historical topographic map', 'growth modeling', 'GIS workflow', 'GIS modelling', 'GIS functionality', 'GIS approach', 'geospatial application', 'geographic information system', 'geographic information', 'forest', 'fertile Tarai region', 'facing sustainability threat', 'elevation model', 'elevation', 'ecosystem service', 'distribution map', 'deprivation mapping', 'deciduous tree', 'decadal historical pattern', 'cover classification', 'cover change analysis', 'complex map production', 'combinatory trend', 'change map', 'census population', 'building type information', 'building size prediction', 'building height', 'building footprint', 'building detection', 'automatic mapping', 'appearance object', 'anthropogenic impervious surface', 'annual air pollution']",89,"[2, 3, 12, 17, 19, 20, 21, 25, 26, 30, 53, 56, 58, 63, 68, 70, 71, 74, 76, 77, 81, 84, 90, 96, 99, 109, 110, 112, 125, 126, 139, 144, 147, 150, 156, 166, 172, 176, 177, 182, 186, 197, 202, 204, 211, 223, 224, 228, 242, 245, 297, 300, 313, 324, 327, 329, 332, 347, 361, 401, 407, 428, 430, 431, 437, 439, 454, 455, 459, 460, 465, 471, 485, 488, 497, 503, 504, 521, 522, 531, 532, 535, 537, 538, 548, 564, 568, 576, 580]",0.963,55,35,30
1,root_0,0,35,"['urban planning sector', 'urban planning', 'urban area', 'planning coastal area', 'OSM urban area', 'local urban planning', 'complex urban area', 'urban structure type', 'urban morphology', 'urban governance implication', 'urban environment', 'urban development', 'urban building', 'surface urban heat', 'populated urban region', 'large urban scene', 'complex urban study', 'catchment area', 'binary urban footprint', 'Athens area', 'water body', 'Urban Atlas land', 'Taliban regime', 'small polish city', 'Population spatialization', 'populated emirate', 'large window', 'Lahore city', 'individual building', 'Historical Cityscape', 'development zone construction', 'conflict zone', 'common building typology', 'Coastal development', 'bathymetry estimation']",56,"[2, 3, 12, 19, 26, 30, 41, 53, 58, 70, 77, 81, 96, 110, 111, 126, 137, 144, 147, 156, 166, 171, 176, 177, 182, 197, 202, 223, 224, 228, 237, 297, 347, 367, 385, 389, 428, 430, 444, 450, 451, 459, 460, 469, 474, 488, 497, 506, 521, 522, 531, 538, 540, 548, 564, 580]",0.963,55,35,30
1,root_0,1,39,"['urban land cover', 'urban forest cover', 'shrubland coverage', 'sensed land cover', 'optimal urban land', 'landcover map', 'land cover pattern', 'land cover mapping', 'land cover map', 'land cover extraction', 'land cover class', 'land cover', 'greenery land cover', 'urban vegetation mapping', 'Urban land use', 'urban greenery information', 'truth land use', 'residential land', 'natural land', 'landscape diversity', 'land use mapping', 'inefficient industrial land', 'green urban area', 'environmental landscape attribute', 'cloud coverage', 'agricultural land', 'vegetation specie mapping', 'vegetation', 'settlement pattern', 'sand consumption', 'nonroad area removing', 'Land use', 'greenery auto extraction', 'green space analysis', 'difference vegetation index', 'climate zone mapping', 'climate analysis', 'cadastral parcel layer', 'agricultural conversion']",45,"[17, 19, 20, 21, 25, 30, 31, 53, 63, 64, 68, 72, 76, 90, 99, 102, 109, 112, 113, 139, 150, 176, 178, 186, 204, 224, 245, 249, 324, 329, 332, 347, 364, 382, 407, 431, 459, 471, 505, 531, 537, 538, 539, 540, 576]",0.963,55,35,30
1,root_1,-1,22,"['training dataset', 'test dataset', 'Sentinel datasets', 'satellite big data', 'large training dataset', 'large annotated dataset', 'fake datasets', 'Earth Observation datasets', 'datasets', 'big geo data', 'big data processing', 'big data', 'satellite data', 'Planet database', 'unlabeled learning classifier', 'remote sensing technique', 'remote sensing image', 'remote sensing', 'mislabeled training sample', 'GEE publication', 'Earth Engine platform', 'Copernicus mission satellite']",25,"[3, 17, 54, 63, 71, 72, 113, 126, 204, 237, 238, 292, 300, 324, 364, 367, 378, 389, 431, 437, 450, 459, 539, 564, 568]",0.8924000000000001,20,5,13
